aluno_id,escola,serie,turno,idade,sexo,renda_familiar,escolaridade_pais,acesso_internet,frequencia_pct,nota_matematica,nota_portugues,nota_media_geral
ALU-01514,Escola Delta,8º Ano,Tarde,20,F,3-5 SM,Médio Completo,1,88.8,64.0,60.2,62.1
ALU-01515,Escola Delta,8º Ano,Tarde,19,M,3-5 SM,Fundamental Completo,1,85.3,58.8,92.7,75.7
ALU-01516,Escola Delta,8º Ano,Tarde,20,M,2-3 SM,,1,84.9,57.2,61.3,59.2
ALU-01517,Escola Delta,8º Ano,Tarde,20,M,3-5 SM,Pós-graduação,1,93.4,70.5,75.8,73.1
ALU-01518,Escola Delta,8º Ano,Tarde,18,M,5+ SM,Médio Completo,1,92.1,74.3,71.6,73.0
ALU-01519,Escola Delta,8º Ano,Tarde,18,F,2-3 SM,Fundamental Completo,1,87.7,52.8,81.1,66.9
ALU-01520,Escola Delta,8º Ano,Tarde,19,M,1-2 SM,Fundamental Completo,0,85.4,67.1,68.3,67.7
ALU-01521,Escola Delta,8º Ano,Tarde,20,M,,Médio Completo,1,65.2,42.3,41.1,41.7
ALU-01522,Escola Delta,8º Ano,Tarde,18,F,2-3 SM,Médio Completo,0,87.9,55.7,61.2,58.5
ALU-01523,Escola Delta,8º Ano,Tarde,20,M,Até 1 SM,Superior Completo,1,72.0,64.5,43.8,54.1
ALU-01524,Escola Delta,8º Ano,Tarde,18,F,1-2 SM,Fundamental Completo,0,99.3,69.0,63.9,66.5
ALU-01525,Escola Delta,8º Ano,Tarde,19,M,2-3 SM,Fundamental Incompleto,0,78.3,61.0,63.0,62.0
ALU-01526,Escola Delta,8º Ano,Tarde,19,F,3-5 SM,Superior Completo,0,81.9,56.8,84.8,70.8
ALU-01527,Escola Delta,8º Ano,Tarde,19,F,2-3 SM,Médio Completo,1,85.8,61.1,74.5,67.8
ALU-01528,Escola Delta,8º Ano,Tarde,20,M,Até 1 SM,Fundamental Completo,1,85.4,38.7,60.8,49.8
ALU-01529,Escola Delta,8º Ano,Tarde,18,F,Até 1 SM,Fundamental Incompleto,1,86.7,65.0,52.7,58.8
ALU-01530,Escola Delta,8º Ano,Tarde,18,M,2-3 SM,Superior Completo,1,68.1,34.2,66.4,50.3
ALU-01531,Escola Delta,8º Ano,Tarde,19,F,Até 1 SM,Pós-graduação,0,85.0,58.6,65.8,62.2
ALU-01532,Escola Delta,8º Ano,Tarde,20,M,1-2 SM,Fundamental Completo,1,98.2,70.2,66.1,68.1
ALU-01533,Escola Delta,8º Ano,Tarde,19,F,2-3 SM,Médio Completo,1,89.7,65.0,54.9,60.0
ALU-01534,Escola Delta,9º Ano,Manhã,20,F,3-5 SM,Médio Completo,1,84.2,57.2,55.6,56.4
ALU-01535,Escola Delta,9º Ano,Manhã,19,M,2-3 SM,Fundamental Incompleto,1,77.6,56.2,73.4,64.8
ALU-01536,Escola Delta,9º Ano,Manhã,19,F,2-3 SM,Fundamental Completo,1,83.9,78.4,65.4,71.9
ALU-01537,Escola Delta,9º Ano,Manhã,20,F,5+ SM,Médio Completo,0,88.6,49.5,66.0,57.8
ALU-01538,Escola Delta,9º Ano,Manhã,20,F,1-2 SM,Médio Completo,1,90.7,64.5,56.1,60.3
ALU-01539,Escola Delta,9º Ano,Manhã,20,M,1-2 SM,Superior Completo,0,88.9,70.1,59.2,64.6
ALU-01540,Escola Delta,9º Ano,Manhã,20,F,1-2 SM,Superior Completo,1,99.8,62.6,81.6,72.1
ALU-01541,Escola Delta,9º Ano,Manhã,20,F,5+ SM,Médio Completo,1,82.3,66.5,79.2,72.9
ALU-01542,Escola Delta,9º Ano,Manhã,19,M,3-5 SM,Fundamental Incompleto,1,84.4,75.8,58.0,66.9
ALU-01543,Escola Delta,9º Ano,Manhã,21,F,2-3 SM,Superior Completo,1,78.8,80.3,78.9,79.6
ALU-01544,Escola Delta,9º Ano,Manhã,20,M,5+ SM,Fundamental Incompleto,1,92.2,71.3,64.4,67.9
ALU-01545,Escola Delta,9º Ano,Manhã,21,F,1-2 SM,Médio Completo,0,98.9,58.7,54.9,56.8
ALU-01546,Escola Delta,9º Ano,Manhã,20,M,1-2 SM,Médio Completo,1,81.5,66.0,62.4,64.2
ALU-01547,Escola Delta,9º Ano,Manhã,19,F,1-2 SM,Médio Completo,1,99.4,68.3,73.4,70.8
ALU-01548,Escola Delta,9º Ano,Manhã,20,F,,Médio Completo,1,66.0,45.4,69.2,57.3
ALU-01549,Escola Delta,9º Ano,Manhã,21,F,2-3 SM,Médio Completo,1,84.9,49.6,62.6,56.1
ALU-01550,Escola Delta,9º Ano,Manhã,19,F,5+ SM,Médio Completo,1,80.1,53.9,60.9,57.4
ALU-01551,Escola Delta,9º Ano,Manhã,20,F,1-2 SM,Pós-graduação,1,74.1,37.8,46.3,42.0
ALU-01552,Escola Delta,9º Ano,Manhã,19,F,1-2 SM,Fundamental Completo,1,89.2,45.7,55.8,50.7
ALU-01553,Escola Delta,9º Ano,Manhã,19,M,5+ SM,Médio Completo,1,79.8,75.8,58.2,67.0
ALU-01554,Escola Delta,9º Ano,Manhã,19,M,Até 1 SM,Fundamental Incompleto,1,100.0,41.3,70.9,56.1
ALU-01555,Escola Delta,9º Ano,Manhã,19,F,1-2 SM,Fundamental Completo,1,70.6,32.9,47.3,40.1
ALU-01556,Escola Delta,9º Ano,Manhã,20,F,1-2 SM,Pós-graduação,1,92.4,61.8,84.6,73.2
ALU-01557,Escola Delta,9º Ano,Manhã,21,M,3-5 SM,Superior Completo,1,58.2,71.5,59.7,65.6
ALU-01558,Escola Delta,9º Ano,Manhã,19,F,1-2 SM,Pós-graduação,1,75.8,49.5,81.2,65.4
ALU-01559,Escola Delta,9º Ano,Manhã,19,M,Até 1 SM,Médio Completo,0,86.8,42.8,61.6,52.2
ALU-01560,Escola Delta,9º Ano,Manhã,21,F,3-5 SM,Fundamental Completo,1,58.7,63.2,71.8,67.5
ALU-01561,Escola Delta,9º Ano,Manhã,20,M,5+ SM,Superior Completo,1,89.1,70.8,62.9,66.8
ALU-01562,Escola Delta,9º Ano,Manhã,21,F,1-2 SM,Fundamental Incompleto,1,96.2,67.3,68.7,68.0
ALU-01563,Escola Delta,9º Ano,Manhã,20,M,1-2 SM,Médio Completo,1,92.4,81.0,61.9,71.4
ALU-01564,Escola Delta,9º Ano,Manhã,21,M,3-5 SM,Médio Completo,1,97.3,69.2,52.7,61.0
ALU-01565,Escola Delta,9º Ano,Manhã,20,M,2-3 SM,Superior Completo,1,74.4,33.8,52.9,43.4
ALU-01566,Escola Delta,9º Ano,Manhã,21,M,2-3 SM,Pós-graduação,1,85.3,65.3,53.7,59.5
ALU-01567,Escola Delta,9º Ano,Manhã,19,F,Até 1 SM,Médio Completo,1,91.2,45.9,56.3,51.1
ALU-01568,Escola Delta,9º Ano,Manhã,19,F,Até 1 SM,Pós-graduação,0,66.2,43.9,50.7,47.3
ALU-01569,Escola Delta,9º Ano,Manhã,19,F,5+ SM,Superior Completo,1,86.8,65.5,87.6,76.6
ALU-01570,Escola Delta,9º Ano,Manhã,20,M,1-2 SM,Fundamental Completo,1,80.9,56.2,60.7,58.5
ALU-01571,Escola Delta,9º Ano,Tarde,21,F,2-3 SM,Fundamental Incompleto,1,86.2,48.6,48.3,48.5
ALU-01572,Escola Delta,9º Ano,Tarde,19,F,1-2 SM,Fundamental Incompleto,1,86.6,63.9,62.0,63.0
ALU-01573,Escola Delta,9º Ano,Tarde,19,F,1-2 SM,Médio Completo,1,100.0,81.3,78.7,80.0
ALU-01574,Escola Delta,9º Ano,Tarde,20,F,1-2 SM,Fundamental Completo,1,89.3,72.0,67.7,69.8
ALU-01575,Escola Delta,9º Ano,Tarde,19,M,Até 1 SM,Superior Completo,1,90.7,63.6,69.1,66.4
ALU-01576,Escola Delta,9º Ano,Tarde,20,F,Até 1 SM,Médio Completo,1,70.1,51.1,65.6,58.3
ALU-01577,Escola Delta,9º Ano,Tarde,19,M,1-2 SM,Superior Completo,1,89.1,55.0,63.4,59.2
ALU-01578,Escola Delta,9º Ano,Tarde,20,F,2-3 SM,Fundamental Completo,1,89.2,67.1,70.6,68.8
ALU-01579,Escola Delta,9º Ano,Tarde,19,M,5+ SM,Pós-graduação,1,88.7,51.3,100.0,75.7
ALU-01580,Escola Delta,9º Ano,Tarde,21,M,5+ SM,Médio Completo,1,100.0,60.9,78.8,69.9
ALU-01581,Escola Delta,9º Ano,Tarde,21,F,2-3 SM,,1,74.5,47.7,33.9,40.8
ALU-01582,Escola Delta,9º Ano,Tarde,21,M,3-5 SM,Médio Completo,1,84.7,62.8,86.0,74.4
ALU-01583,Escola Delta,9º Ano,Tarde,21,M,1-2 SM,Médio Completo,0,93.1,75.9,72.6,74.2
ALU-01584,Escola Delta,9º Ano,Tarde,21,F,2-3 SM,Médio Completo,0,73.8,36.5,47.4,42.0
ALU-01585,Escola Delta,9º Ano,Tarde,19,M,,Médio Completo,1,83.0,54.4,69.4,61.9
ALU-01586,Escola Delta,9º Ano,Tarde,21,M,1-2 SM,Superior Completo,1,77.0,59.5,75.3,67.4
ALU-01587,Escola Delta,9º Ano,Tarde,20,M,1-2 SM,Superior Completo,1,80.1,72.2,65.6,68.9
ALU-01588,Escola Delta,9º Ano,Tarde,20,F,Até 1 SM,Fundamental Completo,0,64.4,30.8,35.0,32.9
ALU-01589,Escola Delta,9º Ano,Tarde,19,M,,Fundamental Incompleto,1,90.5,86.2,73.2,79.7
ALU-01590,Escola Delta,9º Ano,Tarde,19,F,2-3 SM,Superior Completo,0,73.3,47.2,45.2,46.2
ALU-01591,Escola Delta,9º Ano,Tarde,19,F,Até 1 SM,Superior Completo,1,89.3,84.3,61.3,72.8
ALU-01592,Escola Delta,9º Ano,Tarde,21,F,2-3 SM,Pós-graduação,1,97.6,57.8,90.9,74.4
ALU-01593,Escola Delta,9º Ano,Tarde,21,M,2-3 SM,Fundamental Completo,1,92.6,54.8,61.4,58.1
ALU-01594,Escola Delta,9º Ano,Tarde,21,M,5+ SM,Fundamental Completo,1,90.8,55.8,60.8,58.3
ALU-01595,Escola Delta,9º Ano,Tarde,19,F,2-3 SM,Médio Completo,1,75.7,65.0,51.8,58.4
ALU-01596,Escola Delta,9º Ano,Tarde,19,F,2-3 SM,Pós-graduação,1,68.0,58.7,62.7,60.7
ALU-01597,Escola Delta,9º Ano,Tarde,20,M,Até 1 SM,Médio Completo,1,97.7,55.1,57.0,56.0
ALU-01598,Escola Delta,9º Ano,Tarde,19,M,1-2 SM,Fundamental Completo,0,92.5,25.0,59.0,42.0
ALU-01599,Escola Delta,9º Ano,Tarde,20,M,1-2 SM,Superior Completo,1,88.6,65.8,65.3,65.5
ALU-01600,Escola Delta,9º Ano,Tarde,19,F,1-2 SM,Pós-graduação,1,81.2,57.4,46.5,51.9
ALU-01601,Escola Delta,9º Ano,Tarde,19,M,1-2 SM,Superior Completo,1,66.1,26.8,49.4,38.1
ALU-01602,Escola Delta,9º Ano,Tarde,20,M,2-3 SM,Superior Completo,1,100.0,65.5,70.4,67.9
ALU-01603,Escola Delta,1º Médio,Manhã,15,F,1-2 SM,Fundamental Completo,1,97.9,77.8,64.7,71.3
ALU-01604,Escola Delta,1º Médio,Manhã,15,M,3-5 SM,Médio Completo,1,100.0,63.2,67.7,65.5
ALU-01605,Escola Delta,1º Médio,Manhã,16,M,3-5 SM,Fundamental Completo,1,100.0,84.6,87.3,85.9
ALU-01606,Escola Delta,1º Médio,Manhã,16,M,3-5 SM,Superior Completo,1,67.5,43.0,53.8,48.4
ALU-01607,Escola Delta,1º Médio,Manhã,16,M,3-5 SM,Fundamental Completo,1,100.0,78.3,64.3,71.3
ALU-01608,Escola Delta,1º Médio,Manhã,16,M,1-2 SM,Fundamental Completo,1,79.3,54.7,48.4,51.5
ALU-01609,Escola Delta,1º Médio,Manhã,16,M,1-2 SM,Pós-graduação,1,74.7,38.5,56.5,47.5
ALU-01610,Escola Delta,1º Médio,Manhã,16,M,5+ SM,Médio Completo,1,89.7,65.5,69.9,67.7
ALU-01611,Escola Delta,1º Médio,Manhã,15,M,Até 1 SM,Fundamental Completo,1,86.0,59.2,63.3,61.2
ALU-01612,Escola Delta,1º Médio,Manhã,15,F,1-2 SM,Superior Completo,1,82.8,69.5,72.0,70.8
ALU-01613,Escola Delta,1º Médio,Manhã,16,F,5+ SM,Médio Completo,0,98.9,73.2,69.0,71.1
ALU-01614,Escola Delta,1º Médio,Manhã,15,M,2-3 SM,Médio Completo,1,72.5,54.2,48.0,51.1
ALU-01615,Escola Delta,1º Médio,Manhã,15,M,,Pós-graduação,1,84.8,56.4,72.4,64.4
ALU-01616,Escola Delta,1º Médio,Manhã,15,M,5+ SM,Superior Completo,1,96.9,81.1,74.6,77.8
ALU-01617,Escola Delta,1º Médio,Manhã,16,M,5+ SM,Médio Completo,0,72.2,33.0,38.2,35.6
ALU-01618,Escola Delta,1º Médio,Manhã,15,M,1-2 SM,Fundamental Completo,1,87.6,34.8,83.1,58.9
ALU-01619,Escola Delta,1º Médio,Manhã,16,M,3-5 SM,Médio Completo,1,67.6,37.1,50.0,43.5
ALU-01620,Escola Delta,1º Médio,Manhã,15,M,1-2 SM,Médio Completo,1,75.3,49.9,51.1,50.5
ALU-01621,Escola Delta,1º Médio,Manhã,16,F,2-3 SM,Médio Completo,1,79.5,62.8,77.4,70.1
ALU-01622,Escola Delta,1º Médio,Manhã,16,F,2-3 SM,Fundamental Completo,0,64.8,45.1,61.2,53.1
ALU-01623,Escola Delta,1º Médio,Manhã,16,F,Até 1 SM,Fundamental Completo,1,94.7,67.8,91.5,79.7
ALU-01624,Escola Delta,1º Médio,Manhã,16,M,2-3 SM,Médio Completo,1,87.8,71.9,69.1,70.5
ALU-01625,Escola Delta,1º Médio,Manhã,15,F,2-3 SM,Superior Completo,1,81.0,64.6,63.5,64.1
ALU-01626,Escola Delta,1º Médio,Manhã,15,F,Até 1 SM,Médio Completo,1,67.7,40.4,31.9,36.2
ALU-01627,Escola Delta,1º Médio,Manhã,15,M,3-5 SM,Superior Completo,1,76.8,75.1,80.9,78.0
ALU-01628,Escola Delta,1º Médio,Manhã,15,M,2-3 SM,Superior Completo,1,88.4,72.6,50.3,61.5
ALU-01629,Escola Delta,1º Médio,Manhã,16,F,3-5 SM,Superior Completo,1,100.0,70.9,87.9,79.4
ALU-01630,Escola Delta,1º Médio,Manhã,16,F,1-2 SM,Fundamental Incompleto,1,96.8,77.0,44.5,60.7
ALU-01631,Escola Delta,1º Médio,Manhã,15,F,2-3 SM,Médio Completo,0,97.8,60.8,59.1,59.9
ALU-01632,Escola Delta,1º Médio,Manhã,16,M,5+ SM,Superior Completo,1,88.8,72.5,75.4,73.9
ALU-01633,Escola Delta,1º Médio,Manhã,16,M,5+ SM,Fundamental Completo,1,81.2,55.1,77.5,66.3
ALU-01634,Escola Delta,1º Médio,Tarde,15,M,2-3 SM,Pós-graduação,0,98.0,62.4,74.1,68.3
ALU-01635,Escola Delta,1º Médio,Tarde,15,M,1-2 SM,Fundamental Incompleto,0,79.6,77.7,64.0,70.9
ALU-01636,Escola Delta,1º Médio,Tarde,16,M,Até 1 SM,Médio Completo,1,81.0,52.6,54.8,53.7
ALU-01637,Escola Delta,1º Médio,Tarde,15,M,2-3 SM,Médio Completo,1,77.4,67.6,51.5,59.5
ALU-01638,Escola Delta,1º Médio,Tarde,16,F,1-2 SM,Médio Completo,0,89.6,57.4,51.1,54.3
ALU-01639,Escola Delta,1º Médio,Tarde,15,M,1-2 SM,Médio Completo,1,100.0,54.1,53.5,53.8
ALU-01640,Escola Delta,1º Médio,Tarde,15,F,1-2 SM,Fundamental Completo,1,73.8,33.9,46.1,40.0
ALU-01641,Escola Delta,1º Médio,Tarde,16,F,5+ SM,Fundamental Completo,1,83.8,51.4,86.3,68.8
ALU-01642,Escola Delta,1º Médio,Tarde,15,F,Até 1 SM,Fundamental Incompleto,1,88.3,42.7,71.2,56.9
ALU-01643,Escola Delta,1º Médio,Tarde,15,F,,Fundamental Completo,0,80.5,76.7,66.8,71.8
ALU-01644,Escola Delta,1º Médio,Tarde,15,M,Até 1 SM,Fundamental Incompleto,1,78.9,59.8,58.6,59.2
ALU-01645,Escola Delta,1º Médio,Tarde,15,M,5+ SM,Fundamental Completo,1,80.8,58.3,62.3,60.3
ALU-01646,Escola Delta,1º Médio,Tarde,16,M,1-2 SM,Superior Completo,0,80.9,50.8,72.9,61.8
ALU-01647,Escola Delta,1º Médio,Tarde,16,M,1-2 SM,Médio Completo,0,92.9,61.8,43.1,52.4
ALU-01648,Escola Delta,1º Médio,Tarde,16,F,5+ SM,Fundamental Completo,0,97.2,77.3,58.9,68.1
ALU-01649,Escola Delta,1º Médio,Tarde,16,M,1-2 SM,Fundamental Incompleto,1,79.2,50.8,80.8,65.8
ALU-01650,Escola Delta,1º Médio,Tarde,16,M,1-2 SM,Médio Completo,1,73.7,54.8,45.5,50.2
ALU-01651,Escola Delta,1º Médio,Tarde,16,F,2-3 SM,Médio Completo,1,72.5,37.6,32.9,35.3
ALU-01652,Escola Delta,1º Médio,Tarde,15,M,5+ SM,Pós-graduação,1,81.1,73.1,81.1,77.1
ALU-01653,Escola Delta,1º Médio,Tarde,15,F,2-3 SM,Pós-graduação,0,84.2,56.6,66.7,61.6
ALU-01654,Escola Delta,1º Médio,Tarde,16,F,Até 1 SM,Superior Completo,1,71.5,39.2,35.9,37.5
ALU-01655,Escola Delta,1º Médio,Tarde,15,F,3-5 SM,Fundamental Completo,1,92.9,67.7,87.0,77.3
ALU-01656,Escola Delta,1º Médio,Tarde,16,M,2-3 SM,Médio Completo,1,92.8,66.1,70.5,68.3
ALU-01657,Escola Delta,1º Médio,Tarde,15,M,1-2 SM,Médio Completo,1,87.8,65.5,46.6,56.0
ALU-01658,Escola Delta,1º Médio,Tarde,15,M,,Pós-graduação,1,91.6,76.8,65.2,71.0
ALU-01659,Escola Delta,1º Médio,Tarde,16,M,Até 1 SM,Pós-graduação,1,99.3,31.0,64.6,47.8
ALU-01660,Escola Delta,1º Médio,Tarde,15,M,Até 1 SM,Médio Completo,1,78.0,51.0,46.8,48.9
ALU-01661,Escola Delta,1º Médio,Tarde,15,M,,Superior Completo,1,92.8,59.6,96.0,77.8
ALU-01662,Escola Delta,1º Médio,Tarde,16,M,Até 1 SM,Médio Completo,1,84.6,56.6,74.9,65.8
ALU-01663,Escola Delta,2º Médio,Manhã,17,F,5+ SM,Fundamental Completo,1,79.1,71.9,71.3,71.6
ALU-01664,Escola Delta,2º Médio,Manhã,16,M,1-2 SM,Médio Completo,0,72.4,45.4,33.7,39.6
ALU-01665,Escola Delta,2º Médio,Manhã,17,M,1-2 SM,Médio Completo,1,63.5,34.3,35.4,34.9
ALU-01666,Escola Delta,2º Médio,Manhã,16,M,Até 1 SM,Fundamental Incompleto,1,90.4,63.9,71.7,67.8
ALU-01667,Escola Delta,2º Médio,Manhã,16,M,2-3 SM,Fundamental Incompleto,1,93.8,61.2,63.4,62.3
ALU-01668,Escola Delta,2º Médio,Manhã,16,M,3-5 SM,Médio Completo,1,84.9,37.0,79.5,58.2
ALU-01669,Escola Delta,2º Médio,Manhã,17,F,1-2 SM,Fundamental Incompleto,1,73.0,45.8,49.9,47.8
ALU-01670,Escola Delta,2º Médio,Manhã,17,M,1-2 SM,Médio Completo,1,78.1,53.2,63.7,58.4
ALU-01671,Escola Delta,2º Médio,Manhã,17,F,1-2 SM,Pós-graduação,1,92.7,74.4,74.8,74.6
ALU-01672,Escola Delta,2º Médio,Manhã,16,F,1-2 SM,Médio Completo,0,85.7,67.2,65.9,66.6
ALU-01673,Escola Delta,2º Médio,Manhã,17,F,2-3 SM,Fundamental Completo,1,77.1,69.5,63.0,66.3
ALU-01674,Escola Delta,2º Médio,Manhã,17,F,5+ SM,Fundamental Completo,1,83.0,85.4,60.8,73.1
ALU-01675,Escola Delta,2º Médio,Manhã,16,M,3-5 SM,Fundamental Completo,1,96.7,53.3,86.3,69.8
ALU-01676,Escola Delta,2º Médio,Manhã,17,F,1-2 SM,Médio Completo,1,84.2,70.1,66.2,68.1
ALU-01677,Escola Delta,2º Médio,Manhã,16,M,3-5 SM,,0,79.5,58.6,59.1,58.8
ALU-01678,Escola Delta,2º Médio,Manhã,17,F,Até 1 SM,Superior Completo,0,82.5,52.9,54.9,53.9
ALU-01679,Escola Delta,2º Médio,Manhã,17,M,Até 1 SM,Superior Completo,1,95.4,77.1,40.9,59.0
ALU-01680,Escola Delta,2º Médio,Manhã,16,F,1-2 SM,Fundamental Incompleto,1,79.6,74.2,43.6,58.9
ALU-01681,Escola Delta,2º Médio,Manhã,17,M,1-2 SM,Fundamental Completo,1,85.8,43.3,75.4,59.4
ALU-01682,Escola Delta,2º Médio,Manhã,16,F,2-3 SM,Pós-graduação,1,84.8,88.2,76.7,82.4
ALU-01683,Escola Delta,2º Médio,Manhã,17,F,2-3 SM,Médio Completo,1,85.5,57.1,73.7,65.4
ALU-01684,Escola Delta,2º Médio,Manhã,17,M,Até 1 SM,Fundamental Incompleto,1,96.8,59.0,70.4,64.7
ALU-01685,Escola Delta,2º Médio,Manhã,17,F,1-2 SM,Médio Completo,1,96.4,60.9,46.0,53.5
ALU-01686,Escola Delta,2º Médio,Manhã,16,F,5+ SM,Médio Completo,1,85.7,65.4,64.6,65.0
ALU-01687,Escola Delta,2º Médio,Manhã,16,F,1-2 SM,Superior Completo,1,87.8,82.2,97.5,89.8
ALU-01688,Escola Delta,2º Médio,Manhã,17,F,1-2 SM,Pós-graduação,1,98.5,50.7,69.6,60.1
ALU-01689,Escola Delta,2º Médio,Manhã,16,M,5+ SM,Médio Completo,0,94.9,55.5,66.0,60.8
ALU-01690,Escola Delta,2º Médio,Manhã,16,F,2-3 SM,Médio Completo,1,85.7,60.3,41.1,50.7
ALU-01691,Escola Delta,2º Médio,Manhã,16,F,3-5 SM,Médio Completo,0,91.8,45.0,59.5,52.3
ALU-01692,Escola Delta,2º Médio,Manhã,16,M,Até 1 SM,Pós-graduação,1,80.6,48.8,72.6,60.7
ALU-01693,Escola Delta,2º Médio,Tarde,16,M,2-3 SM,Médio Completo,0,80.3,71.9,58.0,65.0
ALU-01694,Escola Delta,2º Médio,Tarde,17,F,1-2 SM,Pós-graduação,1,92.7,65.3,61.6,63.5
ALU-01695,Escola Delta,2º Médio,Tarde,17,M,2-3 SM,Fundamental Incompleto,1,94.4,55.0,55.7,55.4
ALU-01696,Escola Delta,2º Médio,Tarde,16,M,3-5 SM,Fundamental Completo,1,93.1,82.2,68.3,75.3
ALU-01697,Escola Delta,2º Médio,Tarde,16,F,Até 1 SM,Fundamental Completo,1,89.0,54.3,64.3,59.3
ALU-01698,Escola Delta,2º Médio,Tarde,17,F,1-2 SM,Médio Completo,1,86.6,80.6,64.0,72.3
ALU-01699,Escola Delta,2º Médio,Tarde,17,M,Até 1 SM,Fundamental Incompleto,1,74.1,54.8,49.1,52.0
ALU-01700,Escola Delta,2º Médio,Tarde,16,M,1-2 SM,Médio Completo,1,95.9,52.1,58.1,55.1
ALU-01701,Escola Delta,2º Médio,Tarde,17,M,2-3 SM,Fundamental Completo,1,85.8,80.2,62.7,71.5
ALU-01702,Escola Delta,2º Médio,Tarde,17,F,2-3 SM,Médio Completo,1,97.6,55.1,64.8,60.0
ALU-01703,Escola Delta,2º Médio,Tarde,16,F,3-5 SM,Superior Completo,1,83.8,73.4,93.8,83.6
ALU-01704,Escola Delta,2º Médio,Tarde,17,F,Até 1 SM,Fundamental Incompleto,1,89.5,57.4,67.6,62.5
ALU-01705,Escola Delta,2º Médio,Tarde,17,F,1-2 SM,Fundamental Completo,1,91.2,55.9,35.0,45.4
ALU-01706,Escola Delta,2º Médio,Tarde,17,M,2-3 SM,Superior Completo,1,85.0,70.0,70.5,70.2
ALU-01707,Escola Delta,2º Médio,Tarde,17,F,2-3 SM,Fundamental Completo,1,82.4,52.9,51.8,52.4
ALU-01708,Escola Delta,2º Médio,Tarde,16,F,2-3 SM,Médio Completo,1,80.3,59.0,65.7,62.3
ALU-01709,Escola Delta,2º Médio,Tarde,16,M,1-2 SM,Superior Completo,1,83.3,62.5,64.8,63.7
ALU-01710,Escola Delta,2º Médio,Tarde,16,F,Até 1 SM,Superior Completo,0,93.3,74.9,68.9,71.9
ALU-01711,Escola Delta,2º Médio,Tarde,16,F,,Fundamental Incompleto,1,74.1,49.9,43.4,46.7
ALU-01712,Escola Delta,2º Médio,Tarde,17,F,Até 1 SM,Médio Completo,1,100.0,76.0,71.9,73.9
ALU-01713,Escola Delta,2º Médio,Tarde,17,M,2-3 SM,Fundamental Incompleto,1,74.7,32.5,49.7,41.1
ALU-01714,Escola Delta,2º Médio,Tarde,16,F,2-3 SM,Pós-graduação,1,97.8,69.3,53.6,61.5
ALU-01715,Escola Delta,2º Médio,Tarde,17,M,Até 1 SM,Superior Completo,1,82.2,48.2,64.3,56.3
ALU-01716,Escola Delta,2º Médio,Tarde,17,F,Até 1 SM,Fundamental Incompleto,1,99.7,44.7,57.4,51.1
ALU-01717,Escola Delta,2º Médio,Tarde,17,F,2-3 SM,Fundamental Incompleto,1,96.4,64.6,66.1,65.3
ALU-01718,Escola Delta,2º Médio,Tarde,16,F,2-3 SM,Pós-graduação,1,83.3,47.8,80.8,64.3
ALU-01719,Escola Delta,2º Médio,Tarde,16,M,2-3 SM,Fundamental Completo,1,100.0,48.3,75.0,61.7
ALU-01720,Escola Delta,2º Médio,Tarde,16,M,1-2 SM,Superior Completo,1,77.5,54.6,71.9,63.2
ALU-01721,Escola Delta,2º Médio,Tarde,17,F,2-3 SM,Fundamental Completo,0,66.1,30.4,24.8,27.6
ALU-01722,Escola Delta,2º Médio,Tarde,16,F,5+ SM,Fundamental Completo,1,74.8,42.9,53.0,48.0
ALU-01723,Escola Delta,2º Médio,Tarde,17,M,Até 1 SM,Médio Completo,1,98.7,70.1,56.1,63.1
ALU-01724,Escola Delta,2º Médio,Tarde,17,M,5+ SM,Fundamental Incompleto,1,94.3,68.7,68.9,68.8
ALU-01725,Escola Delta,2º Médio,Tarde,17,F,2-3 SM,Fundamental Incompleto,1,97.4,58.8,51.2,55.0
ALU-01726,Escola Delta,2º Médio,Tarde,16,M,2-3 SM,Médio Completo,1,87.0,52.4,58.9,55.6
ALU-01727,Escola Delta,2º Médio,Tarde,17,F,3-5 SM,Fundamental Completo,1,75.4,60.1,83.7,71.9
ALU-01728,Escola Delta,2º Médio,Tarde,17,M,,Superior Completo,0,94.0,78.0,80.1,79.0
ALU-01729,Escola Delta,2º Médio,Tarde,17,F,2-3 SM,Médio Completo,1,73.1,26.1,52.5,39.3
ALU-01730,Escola Delta,3º Médio,Manhã,18,M,Até 1 SM,Médio Completo,1,79.3,51.7,45.9,48.8
ALU-01731,Escola Delta,3º Médio,Manhã,17,F,5+ SM,Médio Completo,0,85.9,66.0,72.4,69.2
ALU-01732,Escola Delta,3º Médio,Manhã,18,M,3-5 SM,Superior Completo,1,75.8,61.3,80.5,70.9
ALU-01733,Escola Delta,3º Médio,Manhã,17,F,1-2 SM,,1,84.0,63.0,37.7,50.4
ALU-01734,Escola Delta,3º Médio,Manhã,17,M,1-2 SM,Fundamental Incompleto,1,100.0,60.5,61.4,60.9
ALU-01735,Escola Delta,3º Médio,Manhã,18,F,5+ SM,Fundamental Incompleto,1,94.8,71.0,70.4,70.7
ALU-01736,Escola Delta,3º Médio,Manhã,17,F,3-5 SM,Fundamental Completo,1,78.4,83.8,64.3,74.0
ALU-01737,Escola Delta,3º Médio,Manhã,18,M,1-2 SM,Médio Completo,1,86.2,84.0,66.7,75.3
ALU-01738,Escola Delta,3º Médio,Manhã,18,F,1-2 SM,Médio Completo,1,79.3,77.3,63.2,70.3
