manutencao_id,veiculo_id,tipo_veiculo,ano_fabricacao,data_manutencao,oficina,tipo_manutencao,componente,custo_reais,tempo_parado_horas,km_odometro,cidade_servico
MAN-01080,VEI-0023,Caminhão,2021,2023-10-05,Auto Elétrica Norte,Corretiva,Elétrica,413.68,32.1,305631,Caucaia
MAN-01081,VEI-0048,Caminhão,2021,2023-11-26,Freios Total,Corretiva,Arrefecimento,1070.41,29.7,252959,Juazeiro do Norte
MAN-01082,VEI-0020,Utilitário,2015,2024-09-28,ServiCar Express,Corretiva,Pneus,2780.45,30.5,255859,Fortaleza
MAN-01083,VEI-0093,Utilitário,2019,2024-04-28,Auto Elétrica Norte,Corretiva,Direção,921.15,21.7,190260,Juazeiro do Norte
MAN-01084,VEI-0177,Van,2023,2024-05-30,MecaPremium,Corretiva,Motor,2552.2,23.1,287751,Maracanaú
MAN-01085,VEI-0047,Van,2022,2024-11-06,ServiCar Express,Corretiva,Pneus,2737.62,23.0,141490,Teresina
MAN-01086,VEI-0046,Utilitário,2015,2023-08-23,Moto Peças,Corretiva,Freios,853.42,15.3,69856,Juazeiro do Norte
MAN-01087,VEI-0089,Van,2022,2023-09-23,Pneus & Cia,Corretiva,Elétrica,226.96,26.9,336642,Fortaleza
MAN-01088,VEI-0091,Van,2018,2023-08-17,Pneus & Cia,Preventiva,Suspensão,1075.7,13.1,304855,Fortaleza
MAN-01089,VEI-0015,Van,2021,2023-08-10,Freios Total,Preventiva,Pneus,313.46,10.7,375101,Sobral
MAN-01090,VEI-0114,Van,2016,2023-08-31,Moto Peças,Corretiva,Motor,1866.02,27.8,89841,Sobral
MAN-01091,VEI-0006,Caminhão,2016,2023-11-18,Auto Elétrica Norte,Corretiva,Suspensão,612.64,41.7,233296,Sobral
MAN-01092,VEI-0157,Utilitário,2022,2024-10-08,AutoCenter VIP,Corretiva,Elétrica,918.55,,298482,Teresina
MAN-01093,VEI-0075,Utilitário,2017,2023-11-08,Retífica Ceará,Corretiva,Transmissão,5066.41,18.9,304475,Fortaleza
MAN-01094,VEI-0188,Van,2015,2023-07-21,ServiCar Express,Corretiva,Direção,1227.32,21.5,85800,Caucaia
MAN-01095,VEI-0090,Caminhão,2020,2024-11-06,Moto Peças,Corretiva,Suspensão,1265.0,25.8,37454,Caucaia
MAN-01096,VEI-0154,Utilitário,2023,2024-06-07,MecaPremium,Corretiva,Suspensão,2564.9,19.0,127772,Salvador
MAN-01097,VEI-0119,Caminhão,2020,2023-10-21,Mecânica Central,Preventiva,Elétrica,200.35,8.7,208936,Maracanaú
MAN-01098,VEI-0161,Utilitário,2021,2024-06-08,ServiCar Express,Corretiva,Suspensão,1454.79,19.4,165188,Caucaia
MAN-01099,VEI-0087,Caminhão,2020,2024-06-20,Retífica Ceará,Corretiva,Pneus,2527.63,28.2,113189,Maracanaú
MAN-01100,VEI-0156,Caminhão,2020,2024-04-25,Mecânica Central,Corretiva,Direção,756.75,24.5,44759,Juazeiro do Norte
MAN-01101,VEI-0117,Caminhão,2021,2024-05-15,Retífica Ceará,Corretiva,Arrefecimento,943.18,23.6,154244,Fortaleza
MAN-01102,VEI-0159,Utilitário,2019,2023-12-02,AutoCenter VIP,Corretiva,Direção,1780.07,34.2,105630,Juazeiro do Norte
MAN-01103,VEI-0086,Van,2018,2024-02-06,AutoCenter VIP,Corretiva,Motor,3496.23,29.8,161974,Recife
MAN-01104,VEI-0053,Utilitário,2021,2023-07-13,Mecânica Central,Corretiva,Pneus,1634.51,26.3,301692,Juazeiro do Norte
MAN-01105,VEI-0055,Utilitário,2021,2024-09-30,Moto Peças,Corretiva,Freios,1036.34,27.7,224980,Juazeiro do Norte
MAN-01106,VEI-0199,Van,2016,2024-09-04,Mecânica Central,Corretiva,Transmissão,3390.64,26.2,337304,Sobral
MAN-01107,VEI-0015,Van,2021,2024-07-03,Freios Total,Preventiva,Freios,131.93,12.9,361327,Sobral
MAN-01108,VEI-0193,Van,2021,2024-05-22,Retífica Ceará,Preventiva,Arrefecimento,800.2,9.6,179289,Maracanaú
MAN-01109,VEI-0053,Utilitário,2021,2024-08-25,MecaPremium,Preventiva,Arrefecimento,709.18,14.9,328851,Juazeiro do Norte
MAN-01110,VEI-0021,Van,2021,2023-07-05,AutoCenter VIP,Corretiva,Suspensão,1384.28,27.1,76948,Fortaleza
MAN-01111,VEI-0126,Caminhão,2017,2024-07-22,ServiCar Express,Corretiva,Arrefecimento,803.57,19.5,47153,Salvador
MAN-01112,VEI-0168,Caminhão,2020,2024-01-20,Moto Peças,Corretiva,Motor,1533.62,22.7,178953,Fortaleza
MAN-01113,VEI-0091,Van,2018,2023-08-26,ServiCar Express,Corretiva,Motor,5460.22,21.8,317346,Fortaleza
MAN-01114,VEI-0065,Caminhão,2023,2024-01-09,AutoCenter VIP,Preventiva,Arrefecimento,741.05,11.7,355572,Maracanaú
MAN-01115,VEI-0073,Caminhão,2016,2024-01-16,Pneus & Cia,Corretiva,Elétrica,717.44,18.9,135988,Fortaleza
MAN-01116,VEI-0094,Utilitário,2017,2023-08-23,Retífica Ceará,Preventiva,Arrefecimento,497.82,3.6,269376,Sobral
MAN-01117,VEI-0118,Utilitário,2015,2024-05-19,MecaPremium,Corretiva,Freios,621.74,32.8,339448,Fortaleza
MAN-01118,VEI-0104,Caminhão,2019,2024-06-02,MecaPremium,Corretiva,Freios,1179.03,34.0,81343,Juazeiro do Norte
MAN-01119,VEI-0021,Van,2021,2024-02-28,Freios Total,Corretiva,Elétrica,702.65,31.6,37532,Fortaleza
MAN-01120,VEI-0006,Caminhão,2016,2024-06-25,AutoCenter VIP,Corretiva,Transmissão,5397.2,,198226,Sobral
MAN-01121,VEI-0056,Caminhão,2020,2023-10-08,Moto Peças,Preventiva,Suspensão,1290.97,19.4,66954,Sobral
MAN-01122,VEI-0199,Van,2016,2024-08-19,Retífica Ceará,Preventiva,Motor,1352.62,16.2,275797,Sobral
MAN-01123,VEI-0149,Caminhão,2016,2023-12-13,Pneus & Cia,Preventiva,Pneus,186.98,6.0,142296,Fortaleza
MAN-01124,VEI-0092,Utilitário,2020,2024-04-18,Freios Total,Preventiva,Motor,1254.1,13.5,295180,Caucaia
MAN-01125,VEI-0094,Utilitário,2017,2023-11-17,ServiCar Express,Preventiva,Motor,2780.0,11.9,282091,Teresina
MAN-01126,VEI-0112,Van,2019,2024-04-13,MecaPremium,Corretiva,Transmissão,3343.49,16.2,345886,Sobral
MAN-01127,VEI-0007,Caminhão,2019,2023-07-29,AutoCenter VIP,Corretiva,Suspensão,1369.32,30.3,323545,Sobral
MAN-01128,VEI-0028,Caminhão,2016,2024-04-11,Moto Peças,Corretiva,Pneus,1560.38,27.2,293275,Sobral
MAN-01129,VEI-0144,Caminhão,2020,2023-08-23,MecaPremium,Preventiva,Arrefecimento,851.58,7.7,120530,Recife
MAN-01130,VEI-0107,Van,2022,2024-03-13,Oficina Popular,Corretiva,Motor,1868.92,33.8,197770,Sobral
MAN-01131,VEI-0105,Van,2021,2023-07-09,ServiCar Express,Corretiva,Motor,2789.48,26.0,152148,Teresina
MAN-01132,VEI-0148,Utilitário,2016,2023-12-22,Retífica Ceará,Preventiva,Motor,1111.27,10.9,208013,Fortaleza
MAN-01133,VEI-0086,Van,2018,2024-12-10,Moto Peças,Preventiva,Freios,329.08,4.1,228553,Caucaia
MAN-01134,VEI-0004,Utilitário,2020,2023-11-24,AutoCenter VIP,Preventiva,Pneus,1140.88,1.0,261434,Teresina
MAN-01135,VEI-0097,Caminhão,2016,2024-08-01,Freios Total,Preventiva,Freios,777.42,1.6,201707,Caucaia
MAN-01136,VEI-0155,Utilitário,2018,2024-02-29,Moto Peças,Corretiva,Elétrica,386.44,24.1,239882,Fortaleza
MAN-01137,VEI-0035,Van,2017,2024-08-11,Mecânica Central,Corretiva,Elétrica,729.19,34.1,157561,Caucaia
MAN-01138,VEI-0059,Van,2023,2024-01-06,Retífica Ceará,Corretiva,Suspensão,1565.4,19.7,231979,Fortaleza
MAN-01139,VEI-0026,Van,2020,2023-12-31,Freios Total,Preventiva,Direção,546.98,1.0,158424,Juazeiro do Norte
MAN-01140,VEI-0003,Utilitário,2020,2024-01-11,ServiCar Express,Corretiva,Arrefecimento,1175.27,14.0,114651,Caucaia
MAN-01141,VEI-0132,Van,2016,2024-03-28,Oficina Popular,Corretiva,Direção,948.93,16.7,103607,Juazeiro do Norte
MAN-01142,VEI-0120,Utilitário,2022,2024-04-27,MecaPremium,Preventiva,Elétrica,378.71,13.8,94097,Salvador
MAN-01143,VEI-0154,Utilitário,2023,2024-01-29,Freios Total,Corretiva,Direção,1003.52,15.7,113341,Caucaia
MAN-01144,VEI-0103,Van,2015,2024-11-13,MecaPremium,Corretiva,Transmissão,4632.0,12.6,187307,Juazeiro do Norte
MAN-01145,VEI-0008,Van,2019,2024-06-21,ServiCar Express,Corretiva,Direção,1323.24,27.0,110045,Recife
MAN-01146,VEI-0034,Caminhão,2021,2023-10-10,MecaPremium,Corretiva,Elétrica,755.13,22.9,331332,Juazeiro do Norte
MAN-01147,VEI-0094,Utilitário,2017,2024-05-09,MecaPremium,Corretiva,Transmissão,6136.65,21.4,262584,Salvador
MAN-01148,VEI-0116,Caminhão,2022,2024-03-17,Auto Elétrica Norte,Corretiva,Freios,796.97,19.4,340674,Caucaia
MAN-01149,VEI-0177,Van,2023,2024-12-05,MecaPremium,Preventiva,Freios,1212.83,1.0,300377,Maracanaú
MAN-01150,VEI-0179,Caminhão,2016,2024-01-24,Auto Elétrica Norte,Preventiva,Transmissão,3309.0,10.1,292214,Sobral
MAN-01151,VEI-0089,Van,2022,2024-04-13,Retífica Ceará,Preventiva,Freios,521.05,3.0,390694,Fortaleza
MAN-01152,VEI-0188,Van,2015,2024-03-08,Moto Peças,Corretiva,Direção,1044.85,12.1,54154,Caucaia
MAN-01153,VEI-0007,Caminhão,2019,2024-10-22,Moto Peças,Corretiva,Freios,467.89,31.4,333980,Sobral
MAN-01154,VEI-0034,Caminhão,2021,2024-10-24,Auto Elétrica Norte,Preventiva,Arrefecimento,535.73,11.7,383024,Juazeiro do Norte
MAN-01155,VEI-0043,Utilitário,2017,2024-12-19,AutoCenter VIP,Corretiva,Pneus,2475.59,31.1,218545,Recife
MAN-01156,VEI-0062,Caminhão,2022,2023-09-20,ServiCar Express,Preventiva,Elétrica,551.94,14.1,188992,Salvador
MAN-01157,VEI-0106,Caminhão,2017,2024-04-24,Retífica Ceará,Preventiva,Motor,182.79,5.5,164404,Fortaleza
MAN-01158,VEI-0157,Utilitário,2022,2024-12-08,Oficina Popular,Preventiva,Freios,454.43,17.0,314661,Maracanaú
MAN-01159,VEI-0023,Caminhão,2021,2024-07-22,Auto Elétrica Norte,Preventiva,Pneus,1407.03,16.4,356963,Caucaia
MAN-01160,VEI-0177,Van,2023,2024-09-06,ServiCar Express,Corretiva,Pneus,1514.14,22.8,275693,Maracanaú
MAN-01161,VEI-0186,Caminhão,2017,2023-07-19,Oficina Popular,Preventiva,Direção,363.45,2.8,283962,Maracanaú
MAN-01162,VEI-0021,Van,2021,2024-05-31,MecaPremium,Corretiva,Freios,1087.55,34.4,61121,Fortaleza
MAN-01163,VEI-0092,Utilitário,2020,2024-02-27,Mecânica Central,Corretiva,Elétrica,946.47,35.1,290862,Caucaia
MAN-01164,VEI-0195,Caminhão,2019,2023-09-19,Retífica Ceará,Preventiva,Direção,99.01,8.7,332398,Fortaleza
MAN-01165,VEI-0059,Van,2023,2024-04-21,ServiCar Express,Corretiva,Arrefecimento,1334.87,42.5,213983,Fortaleza
MAN-01166,VEI-0023,Caminhão,2021,2024-12-03,ServiCar Express,Preventiva,Suspensão,685.93,15.8,362915,Caucaia
MAN-01167,VEI-0185,Utilitário,2022,2023-07-05,Retífica Ceará,Corretiva,Elétrica,860.49,28.7,238704,Maracanaú
MAN-01168,VEI-0174,Van,2016,2024-01-17,AutoCenter VIP,Corretiva,Direção,2224.48,32.3,379824,Sobral
MAN-01169,VEI-0158,Utilitário,2020,2024-06-06,Mecânica Central,Corretiva,Freios,1001.26,25.0,185930,Maracanaú
MAN-01170,VEI-0114,Van,2016,2024-11-16,Oficina Popular,Corretiva,Suspensão,957.15,33.9,56187,Sobral
MAN-01171,VEI-0117,Caminhão,2021,2023-11-25,ServiCar Express,Corretiva,Suspensão,1461.61,20.2,147427,Fortaleza
MAN-01172,VEI-0051,Van,2017,2024-05-13,AutoCenter VIP,Corretiva,Motor,4078.78,29.7,127881,Caucaia
MAN-01173,VEI-0024,Caminhão,2019,2024-03-07,Pneus & Cia,Corretiva,Suspensão,1078.42,33.0,284149,Maracanaú
MAN-01174,VEI-0089,Van,2022,2023-12-21,Mecânica Central,Preventiva,Elétrica,342.32,1.0,355276,Fortaleza
MAN-01175,VEI-0169,Utilitário,2018,2024-10-28,ServiCar Express,Preventiva,Motor,1646.86,3.5,176677,Juazeiro do Norte
MAN-01176,VEI-0005,Utilitário,2020,2024-03-17,Oficina Popular,Preventiva,Direção,133.88,,115601,Fortaleza
MAN-01177,VEI-0030,Caminhão,2015,2023-10-18,Mecânica Central,Corretiva,Elétrica,512.42,23.1,105878,Fortaleza
MAN-01178,VEI-0010,Caminhão,2020,2024-11-02,MecaPremium,Corretiva,Transmissão,4414.04,12.8,237445,Salvador
MAN-01179,VEI-0010,Caminhão,2020,2024-01-09,MecaPremium,Corretiva,Direção,1578.27,17.6,199843,Fortaleza
MAN-01180,VEI-0174,Van,2016,2024-09-23,Moto Peças,Preventiva,Pneus,974.96,7.3,383240,Sobral
MAN-01181,VEI-0076,Utilitário,2016,2024-03-23,ServiCar Express,Corretiva,Elétrica,1023.71,16.5,163411,Teresina
MAN-01182,VEI-0030,Caminhão,2015,2023-09-30,Moto Peças,Corretiva,Motor,2945.13,24.0,103119,Fortaleza
MAN-01183,VEI-0057,Utilitário,2015,2024-03-22,MecaPremium,Corretiva,Pneus,1515.55,26.6,289256,Salvador
MAN-01184,VEI-0038,Utilitário,2016,2023-12-26,ServiCar Express,Corretiva,Arrefecimento,1379.46,30.8,72860,Juazeiro do Norte
MAN-01185,VEI-0135,Van,2018,2024-09-19,MecaPremium,Corretiva,Elétrica,935.45,23.1,220446,Fortaleza
MAN-01186,VEI-0172,Caminhão,2018,2023-08-11,Mecânica Central,Corretiva,Motor,2564.19,14.2,301320,Maracanaú
MAN-01187,VEI-0188,Van,2015,2023-07-23,Oficina Popular,Preventiva,Elétrica,429.76,11.5,39722,Caucaia
MAN-01188,VEI-0153,Caminhão,2020,2024-06-16,Mecânica Central,Corretiva,Direção,809.36,16.4,61708,Sobral
MAN-01189,VEI-0085,Van,2020,2024-11-21,MecaPremium,Corretiva,Freios,668.24,30.2,95331,Salvador
MAN-01190,VEI-0189,Utilitário,2023,2023-11-21,Moto Peças,Corretiva,Elétrica,540.25,30.6,231659,Caucaia
MAN-01191,VEI-0016,Van,2021,2024-09-14,Auto Elétrica Norte,Corretiva,Suspensão,1603.25,18.6,128299,Juazeiro do Norte
MAN-01192,VEI-0016,Van,2021,2023-09-18,Auto Elétrica Norte,Corretiva,Transmissão,3044.29,,129698,Juazeiro do Norte
MAN-01193,VEI-0036,Van,2021,2023-07-26,ServiCar Express,Corretiva,Suspensão,3236.11,32.4,265815,Sobral
MAN-01194,VEI-0060,Van,2015,2023-09-09,Oficina Popular,Corretiva,Motor,3801.82,27.8,343682,Juazeiro do Norte
MAN-01195,VEI-0006,Caminhão,2016,2024-12-15,ServiCar Express,Preventiva,Pneus,2143.62,8.7,207917,Sobral
MAN-01196,VEI-0045,Utilitário,2019,2024-09-27,Retífica Ceará,Corretiva,Transmissão,5046.77,26.9,336926,Fortaleza
MAN-01197,VEI-0086,Van,2018,2024-01-07,Retífica Ceará,Corretiva,Motor,2417.56,26.6,183748,Caucaia
MAN-01198,VEI-0112,Van,2019,2024-11-29,Freios Total,Corretiva,Arrefecimento,729.59,19.8,308561,Sobral
MAN-01199,VEI-0036,Van,2021,2024-03-17,AutoCenter VIP,Preventiva,Motor,652.21,1.0,213393,Sobral
MAN-01200,VEI-0121,Utilitário,2021,2024-08-04,Oficina Popular,Corretiva,Pneus,929.81,,131175,Maracanaú
MAN-01201,VEI-0040,Van,2021,2024-06-04,Auto Elétrica Norte,Corretiva,Arrefecimento,890.86,20.1,295465,Caucaia
MAN-01202,VEI-0128,Utilitário,2022,2024-11-16,Auto Elétrica Norte,Corretiva,Pneus,1349.56,25.3,100070,Maracanaú
MAN-01203,VEI-0147,Van,2023,2024-06-09,ServiCar Express,Corretiva,Suspensão,1545.33,28.0,168038,Juazeiro do Norte
MAN-01204,VEI-0085,Van,2020,2023-07-28,AutoCenter VIP,Corretiva,Direção,2006.3,25.6,95458,Sobral
MAN-01205,VEI-0182,Van,2022,2024-12-28,MecaPremium,Corretiva,Direção,1150.99,22.0,98050,Teresina
MAN-01206,VEI-0069,Caminhão,2017,2024-08-01,Auto Elétrica Norte,Corretiva,Pneus,1454.88,29.5,139797,Caucaia
MAN-01207,VEI-0099,Van,2021,2024-12-11,Mecânica Central,Preventiva,Elétrica,437.87,13.8,261621,Juazeiro do Norte
MAN-01208,VEI-0151,Utilitário,2019,2024-02-07,MecaPremium,Corretiva,Direção,1800.62,19.9,195534,Salvador
MAN-01209,VEI-0097,Caminhão,2016,2023-10-03,Freios Total,Preventiva,Motor,1487.43,3.7,242080,Caucaia
MAN-01210,VEI-0114,Van,2016,2024-01-07,AutoCenter VIP,Corretiva,Pneus,2693.8,27.0,94319,Sobral
MAN-01211,VEI-0172,Caminhão,2018,2024-11-25,Oficina Popular,Corretiva,Transmissão,2693.06,33.6,315568,Maracanaú
MAN-01212,VEI-0078,Caminhão,2015,2024-12-01,Oficina Popular,Corretiva,Direção,644.67,28.5,87354,Caucaia
MAN-01213,VEI-0023,Caminhão,2021,2023-11-23,Auto Elétrica Norte,Corretiva,Pneus,1487.66,30.8,340816,Caucaia
MAN-01214,VEI-0088,Utilitário,2021,2024-03-30,Freios Total,Preventiva,Suspensão,511.12,5.7,235801,Sobral
MAN-01215,VEI-0166,Van,2023,2024-03-20,AutoCenter VIP,Corretiva,Freios,1219.86,22.5,175851,Salvador
MAN-01216,VEI-0030,Caminhão,2015,2024-12-19,Auto Elétrica Norte,Corretiva,Elétrica,790.6,20.9,127178,Fortaleza
MAN-01217,VEI-0102,Caminhão,2023,2024-04-12,ServiCar Express,Preventiva,Freios,857.82,9.6,273169,Caucaia
MAN-01218,VEI-0070,Van,2017,2024-08-08,Oficina Popular,Corretiva,Direção,664.11,21.0,230378,Juazeiro do Norte
MAN-01219,VEI-0169,Utilitário,2018,2024-09-24,MecaPremium,Corretiva,Suspensão,1148.3,23.0,175050,Teresina
MAN-01220,VEI-0035,Van,2017,2024-12-10,Pneus & Cia,Corretiva,Direção,907.84,20.3,111361,Caucaia
MAN-01221,VEI-0091,Van,2018,2023-09-13,Retífica Ceará,Preventiva,Direção,491.27,6.3,344285,Fortaleza
MAN-01222,VEI-0003,Utilitário,2020,2023-11-08,Mecânica Central,Preventiva,Motor,2534.38,11.3,141859,Caucaia
MAN-01223,VEI-0093,Utilitário,2019,2023-11-06,AutoCenter VIP,Preventiva,Transmissão,2646.42,,170048,Juazeiro do Norte
MAN-01224,VEI-0045,Utilitário,2019,2023-11-07,Mecânica Central,Preventiva,Transmissão,1698.3,8.5,312618,Fortaleza
MAN-01225,VEI-0127,Utilitário,2020,2024-09-07,AutoCenter VIP,Corretiva,Direção,1418.35,23.1,228632,Juazeiro do Norte
MAN-01226,VEI-0148,Utilitário,2016,2024-06-02,Freios Total,Corretiva,Pneus,1552.63,33.1,232801,Fortaleza
MAN-01227,VEI-0108,Van,2021,2024-03-04,AutoCenter VIP,Preventiva,Motor,2234.2,9.7,366939,Maracanaú
MAN-01228,VEI-0035,Van,2017,2024-11-20,MecaPremium,Corretiva,Arrefecimento,1196.85,22.2,139561,Salvador
MAN-01229,VEI-0163,Van,2015,2024-12-16,AutoCenter VIP,Corretiva,Pneus,1779.05,32.1,133837,Sobral
MAN-01230,VEI-0052,Caminhão,2021,2024-01-29,ServiCar Express,Corretiva,Elétrica,894.71,10.3,306935,Caucaia
MAN-01231,VEI-0034,Caminhão,2021,2024-05-17,MecaPremium,Corretiva,Transmissão,3442.89,18.7,329019,Juazeiro do Norte
MAN-01232,VEI-0085,Van,2020,2024-10-10,ServiCar Express,Corretiva,Direção,1016.16,26.1,161414,Teresina
MAN-01233,VEI-0195,Caminhão,2019,2023-08-13,MecaPremium,Corretiva,Pneus,3012.86,,335295,Fortaleza
MAN-01234,VEI-0155,Utilitário,2018,2024-06-28,MecaPremium,Preventiva,Motor,2611.84,12.0,253484,Fortaleza
MAN-01235,VEI-0154,Utilitário,2023,2024-03-27,Retífica Ceará,Preventiva,Direção,588.03,13.3,122475,Caucaia
MAN-01236,VEI-0044,Caminhão,2018,2024-11-29,MecaPremium,Corretiva,Freios,1742.55,28.5,226946,Caucaia
MAN-01237,VEI-0190,Utilitário,2022,2024-02-29,Auto Elétrica Norte,Corretiva,Freios,1188.12,27.5,353900,Caucaia
MAN-01238,VEI-0041,Caminhão,2019,2024-08-01,Retífica Ceará,Preventiva,Transmissão,1062.97,5.7,38881,Caucaia
MAN-01239,VEI-0092,Utilitário,2020,2023-10-20,AutoCenter VIP,Corretiva,Freios,1724.36,26.3,245498,Caucaia
MAN-01240,VEI-0002,Caminhão,2019,2023-08-10,MecaPremium,Preventiva,Motor,2630.96,6.5,100865,Fortaleza
MAN-01241,VEI-0032,Utilitário,2016,2023-09-01,Retífica Ceará,Corretiva,Pneus,1926.93,29.7,168933,Fortaleza
MAN-01242,VEI-0022,Caminhão,2016,2023-12-22,Freios Total,Corretiva,Transmissão,2979.72,25.1,129874,Fortaleza
MAN-01243,VEI-0183,Van,2020,2024-03-24,Freios Total,Preventiva,Suspensão,601.64,19.7,296078,Juazeiro do Norte
MAN-01244,VEI-0192,Caminhão,2019,2024-11-29,Freios Total,Corretiva,Direção,426.44,24.8,154935,Juazeiro do Norte
MAN-01245,VEI-0163,Van,2015,2023-12-09,MecaPremium,Corretiva,Transmissão,4490.84,25.3,165816,Recife
MAN-01246,VEI-0061,Van,2023,2024-12-15,Retífica Ceará,Corretiva,Freios,799.66,20.7,283536,Fortaleza
MAN-01247,VEI-0113,Caminhão,2018,2024-04-11,Mecânica Central,Preventiva,Transmissão,1551.3,9.8,352457,Maracanaú
MAN-01248,VEI-0012,Caminhão,2015,2024-03-31,Auto Elétrica Norte,Corretiva,Motor,2325.8,15.0,92627,Juazeiro do Norte
MAN-01249,VEI-0099,Van,2021,2023-11-12,ServiCar Express,Preventiva,Suspensão,318.16,13.8,224454,Recife
MAN-01250,VEI-0169,Utilitário,2018,2024-04-08,ServiCar Express,Corretiva,Elétrica,694.03,30.4,168935,Teresina
MAN-01251,VEI-0075,Utilitário,2017,2023-07-30,AutoCenter VIP,Preventiva,Arrefecimento,897.05,12.6,282752,Fortaleza
MAN-01252,VEI-0165,Van,2017,2024-07-19,ServiCar Express,Corretiva,Arrefecimento,1013.03,29.2,28156,Teresina
MAN-01253,VEI-0152,Van,2023,2023-08-21,ServiCar Express,Preventiva,Transmissão,6067.01,13.4,50714,Sobral
MAN-01254,VEI-0092,Utilitário,2020,2024-07-03,Moto Peças,Preventiva,Direção,512.86,11.8,271040,Caucaia
MAN-01255,VEI-0069,Caminhão,2017,2023-12-05,MecaPremium,Corretiva,Transmissão,4863.69,26.9,107599,Teresina
MAN-01256,VEI-0149,Caminhão,2016,2024-07-05,Mecânica Central,Corretiva,Elétrica,526.55,23.0,168577,Fortaleza
MAN-01257,VEI-0169,Utilitário,2018,2024-10-25,Auto Elétrica Norte,Corretiva,Direção,979.9,27.3,170168,Juazeiro do Norte
MAN-01258,VEI-0087,Caminhão,2020,2024-04-07,Mecânica Central,Preventiva,Transmissão,1494.2,18.4,127055,Maracanaú
MAN-01259,VEI-0123,Caminhão,2020,2024-03-21,Pneus & Cia,Corretiva,Suspensão,556.3,26.5,322125,Maracanaú
MAN-01260,VEI-0119,Caminhão,2020,2023-09-23,MecaPremium,Corretiva,Pneus,2436.72,28.4,196132,Maracanaú
MAN-01261,VEI-0061,Van,2023,2024-03-08,AutoCenter VIP,Preventiva,Elétrica,921.84,8.5,284045,Fortaleza
MAN-01262,VEI-0178,Utilitário,2018,2024-04-24,Retífica Ceará,Corretiva,Direção,984.27,25.5,64419,Fortaleza
MAN-01263,VEI-0081,Caminhão,2021,2024-10-28,Pneus & Cia,Corretiva,Freios,940.4,27.2,128142,Juazeiro do Norte
MAN-01264,VEI-0066,Utilitário,2018,2023-07-18,AutoCenter VIP,Corretiva,Direção,1494.63,,101023,Sobral
MAN-01265,VEI-0078,Caminhão,2015,2023-08-21,Retífica Ceará,Preventiva,Direção,212.13,12.6,124708,Caucaia
MAN-01266,VEI-0112,Van,2019,2024-01-24,MecaPremium,Corretiva,Suspensão,2896.44,31.0,327207,Sobral
MAN-01267,VEI-0029,Van,2020,2024-10-24,Auto Elétrica Norte,Corretiva,Arrefecimento,532.86,29.8,300021,Caucaia
MAN-01268,VEI-0035,Van,2017,2024-11-15,Auto Elétrica Norte,Corretiva,Pneus,2010.44,29.9,166284,Caucaia
MAN-01269,VEI-0027,Utilitário,2019,2023-07-15,AutoCenter VIP,Corretiva,Arrefecimento,629.98,13.1,101712,Maracanaú
MAN-01270,VEI-0146,Utilitário,2017,2024-10-31,Retífica Ceará,Preventiva,Motor,1346.9,10.7,271676,Sobral
MAN-01271,VEI-0147,Van,2023,2024-09-17,AutoCenter VIP,Preventiva,Pneus,902.45,7.1,137840,Juazeiro do Norte
MAN-01272,VEI-0042,Van,2018,2024-09-16,ServiCar Express,Corretiva,Suspensão,2881.01,34.4,293389,Maracanaú
MAN-01273,VEI-0151,Utilitário,2019,2024-02-16,Moto Peças,Corretiva,Pneus,427.01,27.3,192285,Maracanaú
MAN-01274,VEI-0132,Van,2016,2023-08-11,AutoCenter VIP,Corretiva,Pneus,3147.27,25.5,71682,Juazeiro do Norte
MAN-01275,VEI-0164,Van,2016,2023-10-30,Retífica Ceará,Preventiva,Freios,380.98,16.9,270589,Caucaia
MAN-01276,VEI-0138,Utilitário,2016,2024-10-13,Moto Peças,Preventiva,Pneus,975.96,7.1,192948,Sobral
MAN-01277,VEI-0066,Utilitário,2018,2024-12-08,Retífica Ceará,Corretiva,Suspensão,615.45,23.6,93162,Sobral
MAN-01278,VEI-0015,Van,2021,2023-07-17,AutoCenter VIP,Corretiva,Freios,1137.73,26.6,350965,Salvador
MAN-01279,VEI-0175,Van,2018,2023-07-24,MecaPremium,Preventiva,Motor,3320.84,1.6,87911,Teresina
MAN-01280,VEI-0135,Van,2018,2024-04-26,Moto Peças,Preventiva,Pneus,662.74,4.1,210663,Fortaleza
MAN-01281,VEI-0034,Caminhão,2021,2024-09-21,Auto Elétrica Norte,Preventiva,Transmissão,2916.32,10.2,371751,Juazeiro do Norte
MAN-01282,VEI-0189,Utilitário,2023,2024-01-18,Mecânica Central,Corretiva,Motor,2309.23,10.3,208359,Caucaia
MAN-01283,VEI-0067,Van,2016,2023-09-11,MecaPremium,Corretiva,Arrefecimento,1293.53,33.8,205907,Juazeiro do Norte
MAN-01284,VEI-0046,Utilitário,2015,2023-10-30,ServiCar Express,Corretiva,Arrefecimento,1435.61,21.1,64815,Salvador
MAN-01285,VEI-0068,Van,2019,2024-05-13,Mecânica Central,Corretiva,Pneus,2571.8,27.3,133956,Juazeiro do Norte
MAN-01286,VEI-0086,Van,2018,2024-09-17,AutoCenter VIP,Corretiva,Elétrica,1269.27,19.9,165217,Caucaia
MAN-01287,VEI-0142,Caminhão,2016,2023-11-23,MecaPremium,Corretiva,Elétrica,829.71,27.8,153651,Teresina
