ano,mes,unidade,especialidade,leitos_disponiveis,taxa_ocupacao,internacoes,tempo_medio_internacao_dias,taxa_reinternacao_30d,obitos,custo_medio_internacao,faixa_etaria_predominante,tipo_internacao
2022,9,Hospital Municipal Leste,Cardiologia,28,0.738,140,7.8,0.113,3,12240.202000000001,65+,Eletiva
2022,9,Hospital Municipal Leste,Cirurgia Geral,35,0.668,241,3.8,0.038,0,8510.762,0-14,Urgência
2022,9,Hospital Maternidade Vida,Cardiologia,59,0.732,116,5.5,0.068,3,1228.86,15-29,Eletiva
2022,9,Hospital Maternidade Vida,Cirurgia Geral,70,0.862,96,6.0,0.084,4,2585.94,30-49,Eletiva
2022,9,Hospital Maternidade Vida,Ortopedia,69,0.66,75,5.8,0.109,1,3848.67,15-29,Urgência
2022,9,Hospital Maternidade Vida,Pediatria,50,0.685,73,5.1,0.092,3,3922.38,50-64,Eletiva
2022,9,Hospital Maternidade Vida,Oncologia,60,0.824,100,5.2,0.116,4,3759.74,30-49,Eletiva
2022,9,Hospital Pronto-Socorro 24h,Oncologia,30,0.725,42,3.7,0.119,2,5577.55,65+,Eletiva
2022,9,Hospital Pronto-Socorro 24h,Ortopedia,25,0.644,34,,0.069,1,4607.6,50-64,Urgência
2022,9,Hospital Pronto-Socorro 24h,Neurologia,20,0.695,26,1.5,0.055,1,4541.11,15-29,Urgência
2022,9,Hospital Clínica Esperança,Clínica Médica,27,0.619,217,6.7,0.04,4,11230.868999999999,50-64,Eletiva
2022,9,Hospital Clínica Esperança,Oncologia,26,0.671,144,9.0,0.059,4,10725.572000000002,50-64,Urgência
2022,9,Hospital Clínica Esperança,Ortopedia,19,0.565,148,6.1,0.043,0,11914.513,0-14,Urgência
2022,9,Hospital Clínica Esperança,Cardiologia,25,0.621,225,5.1,0.04,2,11340.056000000002,30-49,Urgência
2022,9,Hospital Clínica Esperança,Neurologia,26,0.896,276,3.2,0.122,4,11291.995,0-14,Eletiva
2022,9,Hospital Clínica Esperança,Cirurgia Geral,25,0.724,249,6.7,0.0,1,9959.703000000001,30-49,Urgência
2022,9,Hospital Hospital do Coração,Cardiologia,51,0.912,104,6.9,0.04,0,3128.0,30-49,Urgência
2022,9,Hospital Hospital do Coração,Clínica Médica,59,0.599,89,8.3,0.162,2,4283.99,0-14,Urgência
2022,9,Hospital Hospital do Coração,Neurologia,45,0.951,121,4.0,0.177,4,4009.76,15-29,Urgência
2022,9,Hospital Hospital do Coração,Pediatria,29,0.823,58,3.4,0.052,3,2985.78,30-49,Urgência
2022,9,Hospital Hospital do Coração,Oncologia,48,0.704,88,7.1,0.083,4,3748.39,65+,Urgência
2022,9,Hospital Hospital do Coração,Cirurgia Geral,46,0.566,69,3.8,0.021,2,2261.54,50-64,Urgência
2022,9,Hospital Oncológico,Cardiologia,50,0.691,71,4.4,0.155,2,4156.77,15-29,Eletiva
2022,9,Hospital Oncológico,Cirurgia Geral,65,0.646,73,5.2,0.057,0,3663.51,0-14,Urgência
2022,9,Hospital Oncológico,Pediatria,40,0.652,61,3.3,0.094,2,5005.39,30-49,Urgência
2022,9,Hospital Oncológico,Neurologia,29,0.616,31,7.7,0.051,1,2528.83,15-29,Urgência
2022,9,Hospital Infantil Anjo,Pediatria,61,0.8,124,3.5,0.085,8,2531.83,65+,Eletiva
2022,9,Hospital Infantil Anjo,Clínica Médica,71,0.48,73,3.3,0.056,0,3943.69,65+,Urgência
2022,9,Hospital Infantil Anjo,Obstetrícia,39,0.681,40,4.2,0.061,0,4194.09,65+,Eletiva
2022,9,Hospital Infantil Anjo,Cardiologia,57,0.514,77,4.8,0.086,2,4379.55,0-14,Urgência
2022,9,Hospital Infantil Anjo,Oncologia,32,0.574,41,3.1,0.051,2,4011.35,50-64,Eletiva
2022,9,Hospital Ortopédico Plus,Obstetrícia,42,0.673,66,8.0,0.098,4,3444.85,50-64,Urgência
2022,9,Hospital Ortopédico Plus,Ortopedia,30,0.596,48,8.1,0.072,1,3167.84,65+,Urgência
2022,9,Hospital Ortopédico Plus,Pediatria,29,0.756,61,8.2,0.095,1,5127.39,0-14,Urgência
2022,9,Hospital Ortopédico Plus,Clínica Médica,46,0.67,75,5.3,0.105,0,3805.43,15-29,Eletiva
2022,9,Hospital Ortopédico Plus,Oncologia,31,0.769,53,3.7,0.095,0,2495.94,50-64,Eletiva
2022,9,Hospital Ortopédico Plus,Cirurgia Geral,21,0.649,36,6.7,0.108,0,2400.58,0-14,Urgência
2022,9,Hospital Saúde Mental,Pediatria,68,0.654,71,13.4,0.079,0,1654.78,50-64,Urgência
2022,9,Hospital Saúde Mental,Ortopedia,43,0.623,60,1.2,0.045,1,3796.48,30-49,Urgência
2022,9,Hospital Saúde Mental,Obstetrícia,76,0.681,81,3.3,0.043,3,3803.58,30-49,Urgência
2022,9,Hospital Saúde Mental,Cirurgia Geral,52,0.709,66,2.6,0.031,1,3148.33,30-49,Urgência
2022,9,Hospital Saúde Mental,Clínica Médica,72,0.841,115,1.8,0.068,1,2590.78,15-29,Urgência
2022,9,Hospital Saúde Mental,Neurologia,28,0.696,44,3.5,0.113,0,5353.95,0-14,Eletiva
2022,10,Hospital São José,Ortopedia,59,0.61,99,1.0,0.065,0,3837.17,0-14,Urgência
2022,10,Hospital São José,Neurologia,72,0.602,73,7.8,0.084,1,2989.97,50-64,Urgência
2022,10,Hospital São José,Cirurgia Geral,31,0.713,60,4.9,0.094,3,3948.69,15-29,Eletiva
2022,10,Hospital São José,Cardiologia,28,0.787,65,1.7,0.111,2,3625.83,50-64,Urgência
2022,10,Hospital Santa Casa,Ortopedia,70,0.634,97,2.7,0.09,2,3454.18,0-14,Urgência
2022,10,Hospital Santa Casa,Clínica Médica,78,0.736,137,4.1,0.066,3,3286.0,15-29,Urgência
2022,10,Hospital Santa Casa,Neurologia,80,0.622,138,4.4,0.091,1,3123.92,65+,Urgência
2022,10,Hospital Regional Norte,Ortopedia,18,0.719,143,7.2,0.043,3,6573.17,0-14,Eletiva
2022,10,Hospital Regional Norte,Pediatria,26,0.845,152,5.2,0.082,2,4973.84,30-49,Urgência
2022,10,Hospital Regional Norte,Cirurgia Geral,16,0.751,61,3.4,0.109,1,4733.29,15-29,Urgência
2022,10,Hospital Regional Norte,Cardiologia,28,0.737,179,6.4,0.069,3,8737.1,50-64,Urgência
2022,10,Hospital Regional Sul,Pediatria,64,0.719,109,10.1,0.134,3,3449.26,15-29,Urgência
2022,10,Hospital Regional Sul,Ortopedia,32,0.417,22,1.2,0.114,0,3218.2,65+,Urgência
2022,10,Hospital Regional Sul,Neurologia,68,0.907,165,3.9,0.048,1,3705.71,50-64,Urgência
2022,10,Hospital Universitário,Pediatria,36,0.633,66,5.6,0.144,2,4067.72,0-14,Eletiva
2022,10,Hospital Universitário,Neurologia,44,0.597,63,4.5,0.11,0,2318.42,65+,Urgência
2022,10,Hospital Universitário,Ortopedia,70,0.622,97,5.9,0.03,2,3955.32,0-14,Urgência
2022,10,Hospital Universitário,Clínica Médica,47,0.581,76,7.5,0.11,3,2636.99,0-14,Urgência
2022,10,Hospital Universitário,Cardiologia,31,0.497,30,3.8,0.067,0,4552.71,50-64,Urgência
2022,10,Hospital Municipal Centro,Oncologia,36,0.862,69,8.9,0.07,0,5703.83,30-49,Urgência
2022,10,Hospital Municipal Centro,Ortopedia,21,0.667,28,4.8,0.099,0,3633.53,50-64,Urgência
2022,10,Hospital Municipal Centro,Cardiologia,47,0.553,52,4.0,0.109,1,2859.97,30-49,Urgência
2022,10,Hospital Municipal Centro,Cirurgia Geral,78,0.628,81,1.0,0.104,3,4924.22,50-64,Urgência
2022,10,Hospital Municipal Centro,Clínica Médica,37,0.761,43,5.0,0.082,0,4687.97,30-49,Urgência
2022,10,Hospital Municipal Centro,Obstetrícia,71,0.537,68,,0.007,2,3200.48,30-49,Urgência
2022,10,Hospital Municipal Leste,Ortopedia,16,0.657,67,6.7,0.027,3,6800.66,65+,Urgência
2022,10,Hospital Municipal Leste,Oncologia,17,0.585,63,4.3,0.146,2,6014.09,30-49,Eletiva
2022,10,Hospital Municipal Leste,Obstetrícia,27,0.717,117,4.0,0.036,5,5496.98,15-29,Urgência
2022,10,Hospital Municipal Leste,Clínica Médica,29,0.701,207,9.0,,2,6691.75,50-64,Eletiva
2022,10,Hospital Municipal Leste,Cirurgia Geral,19,0.678,120,6.9,0.046,6,4052.84,50-64,Urgência
2022,10,Hospital Municipal Leste,Neurologia,24,0.664,118,4.0,0.1,4,7547.6,65+,Urgência
2022,10,Hospital Maternidade Vida,Clínica Médica,36,0.945,91,5.0,0.13,2,3268.68,50-64,Urgência
2022,10,Hospital Maternidade Vida,Cirurgia Geral,23,0.752,41,4.7,0.138,0,2707.24,0-14,Urgência
2022,10,Hospital Maternidade Vida,Neurologia,80,0.783,172,6.5,0.055,2,2991.99,0-14,Urgência
2022,10,Hospital Maternidade Vida,Pediatria,51,0.786,67,4.3,0.092,1,2642.12,15-29,Urgência
2022,10,Hospital Maternidade Vida,Obstetrícia,33,0.66,37,8.5,0.174,0,3784.36,65+,Urgência
2022,10,Hospital Maternidade Vida,Oncologia,51,0.538,45,4.7,0.036,1,3518.52,15-29,Urgência
2022,10,Hospital Pronto-Socorro 24h,Obstetrícia,62,0.817,136,10.8,0.11,3,2827.05,50-64,Urgência
2022,10,Hospital Pronto-Socorro 24h,Neurologia,60,0.83,135,4.9,0.138,6,4120.81,50-64,Urgência
2022,10,Hospital Pronto-Socorro 24h,Pediatria,39,0.627,40,6.3,0.054,1,5537.37,50-64,Urgência
2022,10,Hospital Pronto-Socorro 24h,Clínica Médica,76,0.786,160,2.2,0.078,5,3714.08,50-64,Urgência
2022,10,Hospital Pronto-Socorro 24h,Cardiologia,65,0.583,80,6.5,0.071,2,4157.54,0-14,Urgência
2022,10,Hospital Pronto-Socorro 24h,Oncologia,46,0.544,65,2.8,0.071,2,4856.47,50-64,Eletiva
2022,10,Hospital Clínica Esperança,Neurologia,25,0.775,119,5.5,0.143,3,3898.34,65+,Urgência
2022,10,Hospital Clínica Esperança,Cirurgia Geral,25,0.487,55,7.0,0.05,1,7029.16,50-64,Urgência
2022,10,Hospital Clínica Esperança,Obstetrícia,33,0.769,180,,0.053,1,4824.1,15-29,Urgência
2022,10,Hospital Hospital do Coração,Clínica Médica,58,0.717,85,6.6,0.099,2,3290.38,50-64,Urgência
2022,10,Hospital Hospital do Coração,Ortopedia,27,0.594,29,7.3,0.173,1,2774.83,50-64,Urgência
2022,10,Hospital Hospital do Coração,Cardiologia,28,0.646,32,6.2,0.109,0,3734.53,15-29,Urgência
2022,10,Hospital Hospital do Coração,Neurologia,38,0.79,89,5.7,0.124,2,4822.38,50-64,Urgência
2022,10,Hospital Oncológico,Oncologia,64,0.654,86,6.5,0.032,3,4643.98,0-14,Urgência
2022,10,Hospital Oncológico,Cirurgia Geral,79,0.788,115,12.6,0.006,7,2527.22,65+,Urgência
2022,10,Hospital Oncológico,Pediatria,20,0.716,27,9.0,0.05,1,4754.91,65+,Eletiva
2022,10,Hospital Infantil Anjo,Pediatria,28,0.689,31,4.8,0.039,0,4365.11,15-29,Urgência
2022,10,Hospital Infantil Anjo,Cardiologia,75,0.816,124,5.2,0.002,5,3343.96,30-49,Urgência
2022,10,Hospital Infantil Anjo,Ortopedia,47,0.945,126,2.3,0.198,3,2929.39,50-64,Urgência
2022,10,Hospital Infantil Anjo,Oncologia,32,0.772,38,,0.076,2,500.0,50-64,Urgência
2022,10,Hospital Infantil Anjo,Obstetrícia,48,0.872,85,4.8,0.035,0,3585.16,15-29,Urgência
2022,10,Hospital Ortopédico Plus,Cirurgia Geral,67,0.624,118,5.4,0.035,2,4702.58,65+,Eletiva
2022,10,Hospital Ortopédico Plus,Oncologia,46,0.694,91,5.6,0.127,3,3998.56,30-49,Urgência
2022,10,Hospital Ortopédico Plus,Pediatria,45,0.527,39,9.6,0.076,1,1980.27,50-64,Urgência
2022,10,Hospital Ortopédico Plus,Neurologia,60,0.767,134,5.3,0.078,6,3224.12,50-64,Urgência
2022,10,Hospital Ortopédico Plus,Cardiologia,80,0.697,163,1.5,0.055,4,4869.86,30-49,Urgência
2022,10,Hospital Saúde Mental,Neurologia,36,0.772,49,10.4,0.063,2,4539.62,15-29,Urgência
2022,10,Hospital Saúde Mental,Clínica Médica,69,0.578,116,7.6,0.099,4,4014.97,30-49,Eletiva
2022,10,Hospital Saúde Mental,Ortopedia,42,0.534,56,,0.038,0,3635.62,50-64,Urgência
2022,11,Hospital São José,Cirurgia Geral,60,0.689,83,5.8,0.052,2,3273.59,50-64,Urgência
2022,11,Hospital São José,Neurologia,38,0.656,54,9.5,0.114,0,6236.73,30-49,Eletiva
2022,11,Hospital São José,Ortopedia,53,0.58,71,6.9,0.122,1,2470.07,50-64,Urgência
2022,11,Hospital São José,Pediatria,42,0.712,56,8.1,0.103,2,4466.08,15-29,Eletiva
2022,11,Hospital São José,Oncologia,73,0.681,139,6.1,0.064,6,2069.55,65+,Urgência
2022,11,Hospital São José,Obstetrícia,41,0.77,93,6.6,0.061,3,5022.0,65+,Urgência
2022,11,Hospital Santa Casa,Neurologia,20,0.704,34,5.8,0.041,1,2595.23,50-64,Urgência
2022,11,Hospital Santa Casa,Cardiologia,59,0.554,88,2.7,0.039,4,3155.83,30-49,Urgência
2022,11,Hospital Santa Casa,Clínica Médica,28,0.772,58,6.7,0.071,1,4629.27,15-29,Eletiva
2022,11,Hospital Regional Norte,Ortopedia,15,0.743,69,,0.037,1,7440.82,15-29,Eletiva
2022,11,Hospital Regional Norte,Clínica Médica,33,0.777,135,3.3,0.104,2,5491.2,65+,Urgência
2022,11,Hospital Regional Norte,Pediatria,30,0.791,160,4.6,0.0,8,4651.48,0-14,Urgência
2022,11,Hospital Regional Norte,Oncologia,33,0.703,203,6.3,0.034,6,9967.23,0-14,Eletiva
2022,11,Hospital Regional Norte,Cirurgia Geral,21,0.679,97,2.2,0.077,1,3424.74,50-64,Eletiva
2022,11,Hospital Regional Norte,Cardiologia,24,0.7,136,3.0,0.058,2,1683.56,15-29,Urgência
2022,11,Hospital Regional Sul,Oncologia,32,0.775,43,1.1,0.083,1,3091.38,15-29,Eletiva
2022,11,Hospital Regional Sul,Cirurgia Geral,55,0.742,115,5.6,0.065,4,4497.61,0-14,Urgência
2022,11,Hospital Regional Sul,Neurologia,41,0.495,43,4.6,0.066,1,4262.02,30-49,Urgência
2022,11,Hospital Universitário,Cardiologia,75,0.542,104,5.1,0.118,2,1649.51,0-14,Urgência
2022,11,Hospital Universitário,Cirurgia Geral,70,0.781,132,6.7,0.0,4,3237.93,0-14,Eletiva
2022,11,Hospital Universitário,Obstetrícia,60,0.78,95,6.6,0.071,0,3588.22,0-14,Eletiva
2022,11,Hospital Municipal Centro,Obstetrícia,48,0.579,82,5.5,0.075,3,2524.13,30-49,Eletiva
2022,11,Hospital Municipal Centro,Neurologia,25,0.701,37,9.4,0.059,0,3524.74,15-29,Eletiva
2022,11,Hospital Municipal Centro,Cirurgia Geral,71,0.573,87,10.1,0.038,4,3140.92,30-49,Urgência
2022,11,Hospital Municipal Centro,Clínica Médica,48,0.73,94,5.8,0.096,2,2377.88,15-29,Urgência
2022,11,Hospital Municipal Centro,Oncologia,23,0.98,47,11.0,0.101,1,4562.27,65+,Urgência
2022,11,Hospital Municipal Leste,Neurologia,25,0.733,115,5.3,0.134,2,6239.58,65+,Urgência
2022,11,Hospital Municipal Leste,Obstetrícia,26,0.747,198,4.1,0.095,5,7648.83,15-29,Urgência
2022,11,Hospital Municipal Leste,Oncologia,17,0.616,72,5.3,0.163,2,6553.21,30-49,Urgência
2022,11,Hospital Municipal Leste,Cardiologia,18,0.697,120,5.3,0.128,5,11507.23,50-64,Urgência
2022,11,Hospital Municipal Leste,Pediatria,15,0.392,59,7.6,0.002,1,5857.52,30-49,Urgência
2022,11,Hospital Municipal Leste,Ortopedia,33,0.613,178,3.6,0.076,3,11087.63,30-49,Urgência
2022,11,Hospital Maternidade Vida,Pediatria,73,0.675,105,6.1,0.099,3,4825.79,50-64,Urgência
2022,11,Hospital Maternidade Vida,Obstetrícia,75,0.805,114,2.9,0.08,0,4350.26,50-64,Urgência
2022,11,Hospital Maternidade Vida,Ortopedia,72,0.794,127,8.0,0.0,5,2276.86,15-29,Urgência
2022,11,Hospital Pronto-Socorro 24h,Clínica Médica,58,0.708,114,7.3,0.105,2,4678.93,0-14,Urgência
2022,11,Hospital Pronto-Socorro 24h,Obstetrícia,39,0.822,71,5.4,0.086,1,3232.94,30-49,Urgência
2022,11,Hospital Pronto-Socorro 24h,Cirurgia Geral,33,0.7,40,5.5,0.077,0,3389.93,0-14,Urgência
2022,11,Hospital Pronto-Socorro 24h,Cardiologia,50,0.581,82,4.1,0.089,1,3244.64,15-29,Urgência
2022,11,Hospital Pronto-Socorro 24h,Pediatria,68,0.559,82,1.0,0.105,1,5097.0,65+,Urgência
2022,11,Hospital Pronto-Socorro 24h,Oncologia,44,0.733,74,8.0,0.161,1,3372.62,15-29,Urgência
2022,11,Hospital Clínica Esperança,Cirurgia Geral,32,0.548,105,4.0,0.069,0,7202.14,65+,Eletiva
2022,11,Hospital Clínica Esperança,Obstetrícia,23,0.741,164,3.7,0.012,6,4956.54,0-14,Urgência
2022,11,Hospital Clínica Esperança,Cardiologia,20,0.644,102,4.7,0.108,3,7290.63,15-29,Eletiva
2022,11,Hospital Clínica Esperança,Clínica Médica,17,0.888,95,10.6,0.105,2,6182.55,15-29,Urgência
2022,11,Hospital Clínica Esperança,Oncologia,25,0.622,113,6.2,0.072,3,9523.73,65+,Urgência
2022,11,Hospital Hospital do Coração,Cardiologia,49,0.678,51,5.2,0.021,0,4762.22,65+,Urgência
2022,11,Hospital Hospital do Coração,Clínica Médica,35,0.738,68,4.7,0.063,1,3048.13,65+,Eletiva
2022,11,Hospital Hospital do Coração,Pediatria,70,0.834,173,5.0,0.09,2,1545.79,50-64,Urgência
2022,11,Hospital Oncológico,Oncologia,38,0.842,79,5.9,0.092,3,3123.04,30-49,Urgência
2022,11,Hospital Oncológico,Neurologia,42,0.766,88,4.1,0.075,3,3127.91,0-14,Urgência
2022,11,Hospital Oncológico,Cardiologia,64,0.71,76,7.5,0.119,2,4545.38,65+,Urgência
2022,11,Hospital Infantil Anjo,Cardiologia,35,0.665,42,3.6,0.115,1,3959.52,0-14,Urgência
2022,11,Hospital Infantil Anjo,Neurologia,20,0.687,39,4.3,0.043,1,2546.64,50-64,Urgência
2022,11,Hospital Infantil Anjo,Obstetrícia,70,0.844,136,3.0,0.137,1,3016.88,50-64,Urgência
2022,11,Hospital Infantil Anjo,Ortopedia,44,0.741,57,5.9,0.019,2,3559.02,15-29,Urgência
2022,11,Hospital Infantil Anjo,Pediatria,20,0.724,27,6.0,0.113,0,4664.27,30-49,Eletiva
2022,11,Hospital Ortopédico Plus,Oncologia,51,0.809,117,5.0,0.054,4,5249.86,50-64,Urgência
2022,11,Hospital Ortopédico Plus,Pediatria,75,0.696,91,8.4,0.103,4,2861.53,15-29,Urgência
2022,11,Hospital Ortopédico Plus,Clínica Médica,57,0.576,55,7.3,0.092,1,3194.12,65+,Urgência
2022,11,Hospital Ortopédico Plus,Neurologia,32,0.735,69,5.1,0.056,0,2625.84,0-14,Urgência
2022,11,Hospital Saúde Mental,Obstetrícia,37,0.495,30,2.6,0.075,0,3467.74,15-29,Urgência
2022,11,Hospital Saúde Mental,Ortopedia,37,0.849,62,4.0,0.052,2,4824.43,15-29,Urgência
2022,11,Hospital Saúde Mental,Neurologia,24,0.571,39,6.2,0.114,1,4039.0,0-14,Urgência
2022,12,Hospital São José,Clínica Médica,26,0.421,30,6.5,0.101,0,3532.37,65+,Urgência
2022,12,Hospital São José,Cardiologia,68,0.767,85,4.3,0.087,5,3144.66,50-64,Urgência
2022,12,Hospital São José,Obstetrícia,76,0.745,95,4.8,0.118,2,3054.18,0-14,Urgência
2022,12,Hospital São José,Pediatria,63,0.88,87,10.1,0.105,1,4302.77,50-64,Eletiva
2022,12,Hospital São José,Neurologia,75,0.577,65,3.4,0.027,3,4512.64,30-49,Urgência
2022,12,Hospital São José,Oncologia,49,0.606,67,4.5,0.07,3,3621.93,65+,Eletiva
2022,12,Hospital Santa Casa,Cardiologia,66,0.664,74,4.4,0.1,2,2465.46,30-49,Urgência
2022,12,Hospital Santa Casa,Pediatria,57,0.647,104,5.7,0.058,2,4354.85,30-49,Urgência
2022,12,Hospital Santa Casa,Ortopedia,53,0.565,47,3.6,0.004,1,4160.89,15-29,Eletiva
2022,12,Hospital Santa Casa,Obstetrícia,60,0.623,106,6.0,0.044,1,2160.06,50-64,Urgência
2022,12,Hospital Regional Norte,Cardiologia,16,0.45,60,5.6,0.053,1,4271.72,50-64,Eletiva
2022,12,Hospital Regional Norte,Ortopedia,20,0.745,100,7.8,0.082,2,6985.28,65+,Urgência
2022,12,Hospital Regional Norte,Pediatria,15,0.751,57,7.4,0.116,3,6763.6,30-49,Urgência
2022,12,Hospital Regional Norte,Cirurgia Geral,19,0.799,114,10.0,0.14,2,9933.27,15-29,Urgência
2022,12,Hospital Regional Norte,Clínica Médica,17,0.903,72,9.0,0.02,1,6873.42,0-14,Eletiva
2022,12,Hospital Regional Sul,Pediatria,75,0.836,105,2.2,0.077,0,3611.42,50-64,Urgência
2022,12,Hospital Regional Sul,Oncologia,30,0.52,38,5.3,0.033,1,2640.82,30-49,Urgência
2022,12,Hospital Regional Sul,Cirurgia Geral,65,0.744,141,2.2,0.089,1,2150.93,0-14,Eletiva
2022,12,Hospital Regional Sul,Clínica Médica,34,0.824,51,3.8,0.088,2,3081.06,30-49,Urgência
2022,12,Hospital Regional Sul,Neurologia,55,0.769,68,5.5,0.047,1,3414.66,0-14,Urgência
2022,12,Hospital Universitário,Neurologia,43,0.755,67,3.4,0.093,2,2923.53,0-14,Urgência
2022,12,Hospital Universitário,Ortopedia,73,0.63,103,4.5,0.075,2,4209.05,0-14,Urgência
2022,12,Hospital Universitário,Oncologia,43,0.798,61,5.9,0.064,2,4107.39,30-49,Eletiva
2022,12,Hospital Universitário,Obstetrícia,65,0.553,86,8.7,0.14,2,2276.47,30-49,Urgência
2022,12,Hospital Universitário,Cardiologia,69,0.652,120,9.9,0.046,4,2220.81,50-64,Eletiva
2022,12,Hospital Municipal Centro,Ortopedia,53,0.636,80,2.8,0.065,2,2660.99,0-14,Urgência
2022,12,Hospital Municipal Centro,Cirurgia Geral,74,0.798,150,9.5,0.091,6,2595.57,65+,Eletiva
2022,12,Hospital Municipal Centro,Obstetrícia,39,0.678,77,10.1,0.084,2,2713.56,50-64,Urgência
2022,12,Hospital Municipal Centro,Neurologia,63,0.723,115,1.3,0.064,5,3266.83,15-29,Eletiva
2022,12,Hospital Municipal Centro,Oncologia,80,0.707,169,1.4,0.05,7,2826.31,50-64,Urgência
2022,12,Hospital Municipal Centro,Clínica Médica,33,0.761,52,5.2,0.045,1,4886.88,30-49,Urgência
2022,12,Hospital Municipal Leste,Cirurgia Geral,34,0.679,141,11.3,0.123,3,9526.43,0-14,Urgência
2022,12,Hospital Municipal Leste,Obstetrícia,26,0.647,143,5.3,0.091,5,4415.4,15-29,Eletiva
2022,12,Hospital Municipal Leste,Cardiologia,21,0.689,104,4.7,0.06,1,6036.41,50-64,Urgência
2022,12,Hospital Municipal Leste,Oncologia,15,0.85,115,5.3,0.081,4,5195.3,0-14,Urgência
2022,12,Hospital Maternidade Vida,Oncologia,59,0.661,106,7.0,0.046,4,4753.27,50-64,Urgência
2022,12,Hospital Maternidade Vida,Pediatria,44,0.785,81,4.7,0.004,4,3630.83,30-49,Urgência
2022,12,Hospital Maternidade Vida,Obstetrícia,62,0.962,171,4.2,0.019,5,4641.77,65+,Urgência
2022,12,Hospital Maternidade Vida,Neurologia,43,0.77,87,6.0,0.06,3,3479.35,50-64,Urgência
2022,12,Hospital Maternidade Vida,Ortopedia,24,0.863,50,4.2,0.04,1,4339.85,15-29,Urgência
2022,12,Hospital Pronto-Socorro 24h,Clínica Médica,65,0.813,138,4.4,0.065,4,2789.29,50-64,Eletiva
2022,12,Hospital Pronto-Socorro 24h,Pediatria,50,0.693,94,6.3,0.059,3,3552.14,30-49,Urgência
2022,12,Hospital Pronto-Socorro 24h,Oncologia,54,0.716,96,4.0,0.112,2,2917.01,0-14,Eletiva
2022,12,Hospital Clínica Esperança,Clínica Médica,24,0.747,129,7.8,0.092,4,10288.8,15-29,Urgência
2022,12,Hospital Clínica Esperança,Neurologia,28,0.74,197,5.6,0.173,8,11460.84,15-29,Urgência
2022,12,Hospital Clínica Esperança,Obstetrícia,31,0.85,128,,0.07,4,11559.18,0-14,Eletiva
2022,12,Hospital Clínica Esperança,Cardiologia,18,0.674,74,6.7,0.046,3,11684.11,30-49,Urgência
2022,12,Hospital Clínica Esperança,Oncologia,21,0.809,127,1.0,0.08,3,4349.94,65+,Eletiva
2022,12,Hospital Clínica Esperança,Cirurgia Geral,18,0.446,70,1.4,0.141,1,6771.97,30-49,Urgência
2022,12,Hospital Hospital do Coração,Obstetrícia,78,0.868,161,2.9,0.119,5,4822.64,0-14,Eletiva
2022,12,Hospital Hospital do Coração,Clínica Médica,21,0.53,21,1.9,0.075,0,3243.38,30-49,Urgência
2022,12,Hospital Hospital do Coração,Cardiologia,38,0.691,47,,0.12,1,5103.03,50-64,Urgência
2022,12,Hospital Oncológico,Cardiologia,53,0.752,108,3.0,,2,3401.6,15-29,Urgência
2022,12,Hospital Oncológico,Pediatria,78,0.611,137,10.0,0.075,3,2830.66,50-64,Urgência
2022,12,Hospital Oncológico,Obstetrícia,31,0.708,61,5.6,0.104,2,3133.01,15-29,Eletiva
2022,12,Hospital Oncológico,Clínica Médica,25,0.67,29,1.3,0.058,1,4641.48,50-64,Urgência
2022,12,Hospital Infantil Anjo,Pediatria,31,0.64,46,4.2,0.106,1,4243.59,30-49,Urgência
2022,12,Hospital Infantil Anjo,Obstetrícia,44,0.615,47,2.7,0.097,1,1817.33,50-64,Urgência
2022,12,Hospital Infantil Anjo,Cirurgia Geral,68,0.547,98,8.8,0.127,2,4423.62,30-49,Urgência
2022,12,Hospital Infantil Anjo,Neurologia,49,0.878,84,4.8,0.13,1,3608.1,50-64,Eletiva
2022,12,Hospital Infantil Anjo,Ortopedia,29,0.729,59,5.4,0.075,0,2644.06,50-64,Urgência
2022,12,Hospital Ortopédico Plus,Oncologia,76,0.79,93,7.7,0.061,1,3236.69,50-64,Urgência
2022,12,Hospital Ortopédico Plus,Pediatria,69,0.884,138,3.4,0.019,4,3021.06,50-64,Eletiva
2022,12,Hospital Ortopédico Plus,Obstetrícia,35,0.556,43,7.6,0.062,1,3269.44,15-29,Urgência
2022,12,Hospital Ortopédico Plus,Cardiologia,58,0.546,59,6.5,0.001,0,3585.69,0-14,Urgência
2022,12,Hospital Ortopédico Plus,Clínica Médica,45,0.704,81,6.5,0.077,4,2404.6,15-29,Urgência
2022,12,Hospital Ortopédico Plus,Cirurgia Geral,36,0.669,55,2.7,0.12,0,3331.6,0-14,Urgência
2022,12,Hospital Saúde Mental,Pediatria,64,0.52,65,10.1,0.074,2,3503.77,50-64,Urgência
2022,12,Hospital Saúde Mental,Oncologia,61,0.69,74,8.1,0.088,2,2322.41,0-14,Urgência
2022,12,Hospital Saúde Mental,Obstetrícia,56,0.732,111,5.8,0.093,4,5038.89,30-49,Urgência
2022,12,Hospital Saúde Mental,Cirurgia Geral,48,0.603,81,3.0,0.097,3,2921.1,30-49,Urgência
2022,12,Hospital Saúde Mental,Ortopedia,57,0.787,83,1.3,0.086,3,3546.96,0-14,Urgência
2023,1,Hospital São José,Ortopedia,44,0.438,50,1.1,0.121,1,2949.14,30-49,Urgência
