municipio,ano,programa,valor_repassado,valor_executado_declarado,fonte
Município 45,2023,Educação Fundamental,652930.37,596704.77,FPM
Município 45,2023,Esporte,723217.9,673417.71,FPM
Município 45,2023,Cultura,627274.34,536389.12,FPM
Município 45,2023,Saúde Básica,576330.83,497512.64,FPM
Município 46,2020,Educação Fundamental,493975.72,483227.47,FPM
Município 46,2020,Saneamento,660866.13,580482.22,SUS
Município 46,2020,Esporte,515183.14,452442.04,Emenda Parlamentar
Município 46,2020,Cultura,579242.27,571003.55,FUNDEB
Município 46,2021,Infraestrutura,493473.3,443062.89,SUS
Município 46,2021,Educação Fundamental,459635.0,411725.47,FUNDEB
Município 46,2021,Assistência Social,218495.25,186964.89,FPM
Município 46,2021,Esporte,185182.44,159906.41,SUS
Município 46,2022,Saúde Básica,84858.1,81219.62,PAC
Município 46,2022,Esporte,490269.05,445020.97,FUNDEB
Município 46,2022,Assistência Social,518781.08,491346.31,PAC
Município 46,2022,Infraestrutura,453183.69,390267.02,SUS
Município 46,2023,Esporte,488007.19,469487.71,PAC
Município 46,2023,Educação Fundamental,214183.69,186210.17,Emenda Parlamentar
Município 46,2023,Infraestrutura,301988.08,282621.52,PAC
Município 46,2023,Assistência Social,570594.55,492145.43,Emenda Parlamentar
Município 47,2020,Saneamento,504289.15,481574.52,FUNDEB
Município 47,2020,Saúde Básica,380333.09,374479.4,SUS
Município 47,2020,Educação Fundamental,719937.29,696148.58,Emenda Parlamentar
Município 47,2021,Educação Fundamental,277393.06,238539.14,Emenda Parlamentar
Município 47,2021,Saneamento,334812.4,309575.59,SUS
Município 47,2021,Infraestrutura,377304.83,321892.13,Emenda Parlamentar
Município 47,2021,Esporte,133699.06,131555.75,PAC
Município 47,2021,Assistência Social,566672.59,543205.64,FPM
Município 47,2022,Saúde Básica,684682.94,595395.42,PAC
Município 47,2022,Infraestrutura,758399.64,756053.19,Emenda Parlamentar
Município 47,2022,Esporte,50000.0,45978.59,SUS
Município 47,2022,Educação Fundamental,825253.41,737776.48,FPM
Município 47,2022,Cultura,344906.42,341082.66,PAC
Município 47,2022,Saneamento,588066.09,575227.62,FUNDEB
Município 47,2023,Saúde Básica,176712.53,156237.26,PAC
Município 47,2023,Saneamento,786279.89,746032.23,Emenda Parlamentar
Município 47,2023,Educação Fundamental,253320.68,239779.81,Emenda Parlamentar
Município 47,2023,Infraestrutura,367939.21,342649.84,FPM
Município 48,2020,Saneamento,530967.85,478463.55,SUS
Município 48,2020,Esporte,378403.55,368723.89,FPM
Município 48,2020,Saúde Básica,564964.94,560570.47,FPM
Município 48,2021,Infraestrutura,579574.92,565263.09,FPM
Município 48,2021,Educação Fundamental,849873.77,729563.15,SUS
Município 48,2021,Cultura,398293.72,378011.93,FPM
Município 48,2021,Assistência Social,372481.81,340714.49,SUS
Município 48,2022,Esporte,637305.05,546826.84,PAC
Município 48,2022,Cultura,519069.82,486963.15,SUS
Município 48,2022,Saneamento,367798.76,348656.92,Emenda Parlamentar
Município 48,2022,Saúde Básica,845994.73,749939.43,PAC
Município 48,2022,Educação Fundamental,550117.88,491342.85,SUS
Município 48,2023,Assistência Social,930110.29,928406.15,FUNDEB
Município 48,2023,Infraestrutura,484940.53,446368.9,Emenda Parlamentar
Município 48,2023,Saúde Básica,813917.49,790831.15,PAC
Município 48,2023,Saneamento,713722.09,657065.65,FPM
Município 48,2023,Cultura,482962.42,479293.56,FPM
Município 48,2023,Educação Fundamental,342353.45,334699.81,FPM
Município 49,2020,Educação Fundamental,445044.29,427159.42,FUNDEB
Município 49,2020,Esporte,449106.01,435338.75,FPM
Município 49,2020,Assistência Social,398379.25,385320.18,SUS
Município 49,2020,Saneamento,527438.72,507239.06,FPM
Município 49,2020,Cultura,591192.24,508612.75,FUNDEB
Município 49,2020,Infraestrutura,493265.13,439085.71,SUS
Município 49,2021,Saneamento,295502.89,283050.26,FPM
Município 49,2021,Cultura,425602.98,405718.74,FPM
Município 49,2021,Esporte,590041.75,524129.21,FUNDEB
Município 49,2022,Saúde Básica,863055.35,791554.33,PAC
Município 49,2022,Assistência Social,649618.04,570421.19,PAC
Município 49,2022,Infraestrutura,472946.52,441703.19,FPM
Município 49,2022,Saneamento,363219.69,334366.1,FPM
Município 49,2022,Cultura,378194.96,340577.05,PAC
Município 49,2022,Esporte,483018.5,442654.2,SUS
Município 49,2023,Cultura,485011.19,444256.05,FUNDEB
Município 49,2023,Saneamento,588118.72,519202.29,Emenda Parlamentar
Município 49,2023,Esporte,180836.0,166541.9,FUNDEB
Município 49,2023,Saúde Básica,658620.39,588205.9,SUS
Município 49,2023,Educação Fundamental,280439.75,251269.45,FPM
Município 50,2020,Educação Fundamental,553937.38,483359.11,FPM
Município 50,2020,Cultura,430683.18,398996.29,SUS
Município 50,2020,Assistência Social,554244.96,538715.91,FPM
Município 50,2021,Educação Fundamental,682221.84,594835.32,Emenda Parlamentar
Município 50,2021,Infraestrutura,402694.58,348371.74,FPM
Município 50,2021,Assistência Social,474885.77,403857.68,SUS
Município 50,2022,Educação Fundamental,544175.73,487226.68,SUS
Município 50,2022,Cultura,487196.04,440609.44,FPM
Município 50,2022,Esporte,564823.73,550107.99,SUS
Município 50,2023,Saneamento,742536.73,738576.1,PAC
Município 50,2023,Assistência Social,334688.15,327680.34,FUNDEB
Município 50,2023,Esporte,532835.57,496211.87,SUS
Município 51,2020,Cultura,483112.97,460482.15,PAC
Município 51,2020,Saneamento,627012.64,616428.78,FPM
Município 51,2020,Assistência Social,255159.95,243458.69,FUNDEB
Município 51,2021,Cultura,589255.15,576278.04,PAC
Município 51,2021,Esporte,481141.75,451860.91,FPM
Município 51,2021,Educação Fundamental,625048.08,575157.69,FPM
Município 51,2021,Assistência Social,316501.18,281548.49,SUS
Município 51,2021,Infraestrutura,299605.27,281582.82,SUS
Município 51,2022,Saúde Básica,459160.44,432990.16,PAC
Município 51,2022,Infraestrutura,301943.9,267295.9,PAC
Município 51,2022,Educação Fundamental,752518.99,711351.89,PAC
Município 51,2022,Assistência Social,828988.43,807996.68,FPM
Município 51,2023,Saneamento,711287.35,685809.25,Emenda Parlamentar
Município 51,2023,Educação Fundamental,473326.49,467202.4,FPM
Município 51,2023,Cultura,480792.63,412055.46,Emenda Parlamentar
Município 51,2023,Infraestrutura,527031.14,467518.91,FPM
Município 51,2023,Saúde Básica,763189.17,722023.68,FUNDEB
Município 51,2023,Assistência Social,514879.58,508261.53,PAC
Município 52,2020,Esporte,501444.81,481796.97,Emenda Parlamentar
Município 52,2020,Saneamento,610805.73,526362.98,PAC
Município 52,2020,Infraestrutura,554414.16,480215.57,SUS
Município 52,2020,Educação Fundamental,481464.98,479271.96,PAC
Município 52,2020,Cultura,513094.37,504657.85,SUS
Município 52,2020,Saúde Básica,520352.2,446947.93,FUNDEB
Município 52,2021,Esporte,357553.39,341810.34,SUS
Município 52,2021,Saneamento,520306.1,475711.39,Emenda Parlamentar
Município 52,2021,Educação Fundamental,629894.66,554823.84,SUS
Município 52,2022,Cultura,304396.85,260903.74,FPM
Município 52,2022,Assistência Social,492206.57,448660.75,PAC
Município 52,2022,Saúde Básica,717203.31,700090.42,Emenda Parlamentar
Município 52,2022,Saneamento,499473.73,449758.84,Emenda Parlamentar
Município 52,2022,Esporte,570456.37,559154.04,FPM
Município 52,2023,Cultura,535244.46,491807.95,FPM
Município 52,2023,Saúde Básica,742740.5,638838.48,PAC
Município 52,2023,Saneamento,447393.68,420995.89,Emenda Parlamentar
Município 52,2023,Esporte,469991.94,413577.65,SUS
Município 52,2023,Infraestrutura,104401.46,90645.63,FPM
Município 52,2023,Educação Fundamental,352505.71,331017.29,SUS
Município 53,2020,Assistência Social,361408.53,324401.61,Emenda Parlamentar
Município 53,2020,Saneamento,360771.99,356208.63,SUS
Município 53,2020,Infraestrutura,555297.49,545569.56,Emenda Parlamentar
Município 53,2021,Educação Fundamental,477768.87,418683.94,Emenda Parlamentar
Município 53,2021,Saneamento,476247.89,444101.54,SUS
Município 53,2021,Cultura,282268.8,267977.37,PAC
Município 53,2021,Infraestrutura,384200.96,340064.29,FPM
Município 53,2022,Saúde Básica,579447.34,559514.84,SUS
Município 53,2022,Saneamento,448311.11,435741.75,Emenda Parlamentar
Município 53,2022,Esporte,330990.32,298693.52,FPM
Município 53,2022,Educação Fundamental,396278.7,348875.16,Emenda Parlamentar
Município 53,2022,Cultura,556231.16,552846.55,SUS
Município 53,2022,Assistência Social,700885.38,625980.71,FUNDEB
Município 53,2023,Educação Fundamental,436675.74,372279.65,Emenda Parlamentar
Município 53,2023,Cultura,412324.79,388439.03,SUS
Município 53,2023,Esporte,636598.77,614588.7,Emenda Parlamentar
Município 54,2020,Assistência Social,752994.58,662245.37,FPM
Município 54,2020,Infraestrutura,685159.55,627385.36,FUNDEB
Município 54,2020,Cultura,411826.68,403814.41,SUS
Município 54,2021,Esporte,615296.62,593885.7,FPM
Município 54,2021,Assistência Social,514188.45,438851.51,FUNDEB
Município 54,2021,Educação Fundamental,768959.52,672233.88,FUNDEB
Município 54,2022,Infraestrutura,611069.41,551559.24,FPM
Município 54,2022,Saneamento,618178.96,567453.75,Emenda Parlamentar
Município 54,2022,Assistência Social,434406.0,405727.26,Emenda Parlamentar
Município 54,2022,Cultura,422182.71,403017.46,FUNDEB
Município 54,2022,Educação Fundamental,619163.7,568548.28,PAC
Município 54,2023,Saúde Básica,968558.33,887600.77,FPM
Município 54,2023,Educação Fundamental,446494.92,398113.03,SUS
Município 54,2023,Saneamento,251148.54,236935.57,SUS
Município 55,2020,Esporte,734725.15,698269.52,SUS
Município 55,2020,Cultura,698378.66,668111.92,Emenda Parlamentar
Município 55,2020,Assistência Social,690473.25,684082.0,FUNDEB
Município 55,2020,Infraestrutura,645757.9,603735.75,SUS
Município 55,2020,Educação Fundamental,604189.47,561386.22,SUS
Município 55,2020,Saúde Básica,381677.27,334217.35,PAC
Município 55,2021,Saneamento,476617.91,408260.36,PAC
Município 55,2021,Saúde Básica,241411.78,206531.78,SUS
Município 55,2021,Educação Fundamental,572573.34,528520.4,FUNDEB
Município 55,2021,Cultura,614288.54,600509.71,Emenda Parlamentar
Município 55,2022,Educação Fundamental,341253.86,314250.1,FPM
Município 55,2022,Cultura,383709.18,346633.54,PAC
Município 55,2022,Infraestrutura,350328.21,334042.3,PAC
Município 55,2022,Saneamento,647091.79,560684.26,Emenda Parlamentar
Município 55,2022,Assistência Social,862691.23,774151.85,PAC
Município 55,2022,Saúde Básica,511569.83,448455.32,FUNDEB
Município 55,2023,Esporte,426924.2,371565.83,SUS
Município 55,2023,Cultura,1051353.64,919754.56,PAC
Município 55,2023,Saneamento,707875.95,672603.66,PAC
Município 55,2023,Saúde Básica,297403.72,261873.71,FUNDEB
Município 55,2023,Educação Fundamental,450399.92,443471.32,FPM
Município 56,2020,Cultura,716262.73,711869.05,SUS
Município 56,2020,Assistência Social,915761.68,832564.43,FPM
Município 56,2020,Infraestrutura,547452.71,476174.95,FPM
Município 56,2021,Saúde Básica,186537.47,170664.6,PAC
Município 56,2021,Infraestrutura,587593.51,587485.75,SUS
Município 56,2021,Esporte,838536.19,827719.73,PAC
Município 56,2021,Cultura,578085.18,496998.87,PAC
Município 56,2021,Assistência Social,512133.5,479265.52,FUNDEB
Município 56,2021,Saneamento,497491.55,486960.22,Emenda Parlamentar
Município 56,2022,Esporte,680419.22,628769.37,FUNDEB
Município 56,2022,Saneamento,879408.08,848163.77,FUNDEB
Município 56,2022,Infraestrutura,890840.44,816596.91,FPM
Município 56,2022,Saúde Básica,608044.94,578313.0,PAC
Município 56,2022,Cultura,282739.71,249329.72,SUS
Município 56,2023,Infraestrutura,617420.44,556278.22,Emenda Parlamentar
Município 56,2023,Esporte,477598.63,446266.49,Emenda Parlamentar
Município 56,2023,Educação Fundamental,618186.92,567818.4,PAC
Município 57,2020,Infraestrutura,622003.68,568838.12,PAC
Município 57,2020,Assistência Social,176015.52,160110.44,SUS
Município 57,2020,Cultura,400906.38,376272.74,PAC
Município 57,2020,Esporte,359509.64,323278.65,PAC
Município 57,2020,Saneamento,809967.8,746046.08,PAC
Município 57,2021,Assistência Social,452510.78,437760.08,FPM
Município 57,2021,Cultura,466475.94,431534.64,FUNDEB
Município 57,2021,Saneamento,831570.0,744911.41,Emenda Parlamentar
Município 57,2021,Infraestrutura,821977.28,714449.41,FUNDEB
Município 57,2021,Saúde Básica,515757.07,515690.45,PAC
Município 57,2021,Educação Fundamental,1066900.19,998417.9,PAC
Município 57,2022,Cultura,896036.37,797165.98,Emenda Parlamentar
Município 57,2022,Saneamento,627037.88,556751.47,SUS
Município 57,2022,Saúde Básica,638443.45,574284.2,PAC
Município 57,2023,Esporte,216475.27,193887.9,FUNDEB
Município 57,2023,Saúde Básica,468021.39,464603.38,SUS
Município 57,2023,Cultura,466764.16,446031.99,SUS
Município 57,2023,Saneamento,318225.56,279614.84,SUS
Município 57,2023,Educação Fundamental,380987.32,377635.62,PAC
Município 58,2020,Assistência Social,260768.34,253933.48,Emenda Parlamentar
Município 58,2020,Saúde Básica,627699.87,599694.57,SUS
Município 58,2020,Infraestrutura,167635.12,158035.06,SUS
Município 58,2020,Saneamento,523322.21,521387.68,Emenda Parlamentar
Município 58,2020,Esporte,557806.59,497066.36,Emenda Parlamentar
Município 58,2021,Saneamento,687340.71,632901.84,PAC
Município 58,2021,Assistência Social,835935.03,731968.13,FPM
Município 58,2021,Educação Fundamental,512622.29,478219.04,PAC
Município 58,2022,Assistência Social,749665.87,749338.83,FPM
Município 58,2022,Infraestrutura,444518.23,424472.23,FPM
Município 58,2022,Saneamento,468083.1,432946.44,PAC
Município 58,2022,Saúde Básica,840824.47,730780.28,FUNDEB
Município 58,2022,Esporte,232321.28,198039.78,FPM
Município 58,2023,Esporte,611829.5,521281.53,PAC
Município 58,2023,Educação Fundamental,86495.8,85539.38,FPM
Município 58,2023,Infraestrutura,104219.12,96780.15,SUS
Município 58,2023,Saúde Básica,677929.06,596352.7,PAC
Município 59,2020,Assistência Social,283427.82,252279.06,FUNDEB
Município 59,2020,Infraestrutura,322228.68,299457.45,FUNDEB
Município 59,2020,Saúde Básica,50000.0,45053.42,Emenda Parlamentar
Município 59,2020,Esporte,656437.01,616185.19,Emenda Parlamentar
Município 59,2020,Cultura,420609.11,378381.23,PAC
Município 59,2021,Cultura,430322.83,389420.22,Emenda Parlamentar
Município 59,2021,Educação Fundamental,262871.88,245096.29,PAC
Município 59,2021,Infraestrutura,641565.58,549085.85,Emenda Parlamentar
Município 59,2021,Esporte,312536.92,274962.83,FUNDEB
Município 59,2021,Saneamento,854572.19,769330.81,FUNDEB
Município 59,2021,Saúde Básica,616066.4,609454.12,PAC
Município 59,2022,Saneamento,669549.43,627300.15,PAC
Município 59,2022,Saúde Básica,745101.86,726325.39,PAC
Município 59,2022,Esporte,655113.94,602694.74,FPM
Município 59,2022,Cultura,438527.21,417905.11,Emenda Parlamentar
Município 59,2023,Infraestrutura,532363.78,519070.34,SUS
Município 59,2023,Assistência Social,296534.56,274151.64,FUNDEB
Município 59,2023,Cultura,542037.86,484982.37,PAC
Município 59,2023,Saneamento,756552.54,658062.61,Emenda Parlamentar
Município 59,2023,Saúde Básica,885696.24,758683.91,SUS
Município 59,2023,Educação Fundamental,485947.57,459800.66,Emenda Parlamentar
Município 60,2020,Esporte,310967.16,291951.25,FPM
Município 60,2020,Cultura,395224.05,336303.06,FUNDEB
Município 60,2020,Educação Fundamental,377661.04,321778.89,FPM
Município 60,2020,Saneamento,656239.83,655245.12,Emenda Parlamentar
Município 60,2020,Saúde Básica,498090.1,462570.18,PAC
Município 60,2020,Assistência Social,365018.01,325251.91,SUS
Município 60,2021,Esporte,304575.59,288522.24,Emenda Parlamentar
Município 60,2021,Saúde Básica,544918.68,481425.07,FUNDEB
Município 60,2021,Educação Fundamental,403475.07,391556.9,FPM
Município 60,2022,Cultura,592945.56,588281.21,Emenda Parlamentar
Município 60,2022,Saneamento,566429.01,549852.55,SUS
Município 60,2022,Esporte,667045.19,613963.6,SUS
Município 60,2022,Assistência Social,627717.12,541764.94,SUS
Município 60,2022,Infraestrutura,556841.83,496481.83,FPM
Município 60,2023,Educação Fundamental,508310.55,459538.78,SUS
Município 60,2023,Saneamento,585593.39,551132.01,SUS
Município 60,2023,Esporte,672700.55,614533.41,PAC
Município 60,2023,Assistência Social,470209.56,420882.24,SUS
Município 60,2023,Infraestrutura,254427.02,244626.02,Emenda Parlamentar
Município 60,2023,Cultura,340517.38,292739.36,FPM
Município 61,2020,Infraestrutura,633197.17,564949.25,PAC
Município 61,2020,Saúde Básica,508051.8,439512.6,FUNDEB
Município 61,2020,Assistência Social,728179.39,689222.48,FUNDEB
Município 61,2020,Educação Fundamental,777685.17,766367.01,FUNDEB
Município 61,2021,Educação Fundamental,432022.92,420631.11,PAC
Município 61,2021,Infraestrutura,461720.78,414094.67,SUS
Município 61,2021,Cultura,500943.97,452880.41,FPM
Município 61,2021,Saneamento,324543.22,293093.63,FUNDEB
Município 61,2021,Esporte,455401.57,399094.69,FUNDEB
Município 61,2022,Saúde Básica,392279.81,370907.37,PAC
Município 61,2022,Saneamento,535216.18,495870.73,FUNDEB
Município 61,2022,Assistência Social,260595.34,246313.01,SUS
Município 61,2023,Educação Fundamental,445959.86,396571.14,Emenda Parlamentar
Município 61,2023,Infraestrutura,195247.07,188338.64,SUS
Município 61,2023,Esporte,270544.0,256621.52,Emenda Parlamentar
Município 61,2023,Saneamento,465734.19,442289.3,FUNDEB
Município 61,2023,Saúde Básica,113132.32,103001.57,PAC
Município 62,2020,Esporte,455590.58,425824.52,PAC
Município 62,2020,Saneamento,693869.53,632492.68,PAC
Município 62,2020,Educação Fundamental,362856.86,342709.03,FUNDEB
Município 62,2020,Infraestrutura,440221.23,397453.48,Emenda Parlamentar
Município 62,2020,Saúde Básica,499898.75,437570.55,FPM
Município 62,2020,Cultura,462321.29,428844.06,PAC
Município 62,2021,Assistência Social,692800.19,617019.6,FUNDEB
Município 62,2021,Infraestrutura,467008.2,398897.61,FPM
Município 62,2021,Educação Fundamental,480561.86,427952.22,FPM
Município 62,2021,Esporte,537240.48,468309.35,SUS
Município 62,2021,Saneamento,374645.86,321746.42,FUNDEB
Município 62,2022,Saneamento,737565.06,661222.31,PAC
Município 62,2022,Cultura,168722.63,157246.32,Emenda Parlamentar
Município 62,2022,Educação Fundamental,640433.34,619750.18,FUNDEB
Município 62,2023,Esporte,477277.42,463186.34,FPM
Município 62,2023,Saúde Básica,582076.83,569391.23,PAC
Município 62,2023,Educação Fundamental,648612.2,612532.65,PAC
Município 63,2020,Infraestrutura,427870.02,389287.2,PAC
Município 63,2020,Saúde Básica,450259.11,384020.83,FUNDEB
Município 63,2020,Cultura,420639.25,407756.18,FPM
Município 63,2020,Esporte,365271.03,321577.92,PAC
Município 63,2021,Infraestrutura,1000204.57,944576.76,FPM
Município 63,2021,Cultura,98149.51,95281.44,SUS
Município 63,2021,Esporte,580475.23,577054.14,Emenda Parlamentar
Município 63,2022,Infraestrutura,454626.34,429924.56,FPM
Município 63,2022,Educação Fundamental,551500.24,478368.94,FPM
Município 63,2022,Saneamento,453115.74,429138.84,PAC
Município 63,2023,Esporte,381442.99,328034.76,FPM
Município 63,2023,Educação Fundamental,434781.32,430437.64,FUNDEB
Município 63,2023,Infraestrutura,439064.0,389967.31,FPM
Município 64,2020,Cultura,252733.66,233340.52,FPM
Município 64,2020,Esporte,578923.59,521409.91,FUNDEB
Município 64,2020,Saúde Básica,447749.29,387545.92,Emenda Parlamentar
Município 64,2020,Educação Fundamental,646782.71,597999.06,PAC
Município 64,2020,Saneamento,515616.84,493662.47,Emenda Parlamentar
Município 64,2020,Infraestrutura,736891.78,719258.39,Emenda Parlamentar
Município 64,2021,Assistência Social,522396.86,510155.86,Emenda Parlamentar
Município 64,2021,Saneamento,314086.72,304613.44,FPM
Município 64,2021,Cultura,538181.84,527423.22,SUS
Município 64,2021,Esporte,61660.35,52863.44,FUNDEB
Município 64,2021,Infraestrutura,228673.19,213317.64,SUS
Município 64,2022,Cultura,960336.89,904132.81,FUNDEB
Município 64,2022,Esporte,668074.1,666899.37,SUS
Município 64,2022,Saúde Básica,382931.16,333220.37,FPM
Município 64,2023,Saneamento,633938.95,541138.52,PAC
Município 64,2023,Cultura,697284.5,607958.55,FUNDEB
Município 64,2023,Saúde Básica,422220.84,384293.3,PAC
Município 64,2023,Assistência Social,441504.6,403938.56,SUS
Município 65,2020,Saneamento,209119.82,190582.87,FPM
Município 65,2020,Esporte,396323.76,392728.54,FPM
Município 65,2020,Saúde Básica,758727.92,674597.16,FUNDEB
Município 65,2020,Infraestrutura,408208.14,358964.24,FPM
Município 65,2020,Educação Fundamental,445084.05,431698.84,SUS
Município 65,2020,Assistência Social,717490.9,701371.28,FPM
Município 65,2021,Esporte,629929.77,598394.13,PAC
Município 65,2021,Saneamento,377513.31,365402.39,PAC
Município 65,2021,Infraestrutura,586256.85,581241.8,FUNDEB
Município 65,2022,Assistência Social,396542.77,342841.67,SUS
Município 65,2022,Saneamento,501867.56,493871.58,PAC
Município 65,2022,Cultura,50000.0,48170.33,PAC
Município 65,2022,Infraestrutura,177391.26,168886.13,FUNDEB
Município 65,2022,Esporte,568969.86,550985.42,Emenda Parlamentar
Município 65,2022,Educação Fundamental,729797.1,712432.22,FPM
Município 65,2023,Cultura,388883.76,348661.96,SUS
Município 65,2023,Esporte,97781.65,93420.21,PAC
Município 65,2023,Infraestrutura,510682.14,484224.13,Emenda Parlamentar
Município 66,2020,Educação Fundamental,717420.99,639184.05,FPM
Município 66,2020,Saneamento,448335.21,417403.9,Emenda Parlamentar
Município 66,2020,Infraestrutura,668017.37,570725.07,Emenda Parlamentar
Município 66,2020,Esporte,701847.56,692490.89,FPM
Município 66,2020,Saúde Básica,655628.45,589916.08,PAC
Município 66,2020,Assistência Social,437833.93,431781.13,FPM
Município 66,2021,Educação Fundamental,382421.46,367299.39,SUS
Município 66,2021,Esporte,455049.23,388335.35,FUNDEB
Município 66,2021,Saneamento,297060.01,292142.43,PAC
Município 66,2022,Educação Fundamental,474568.46,416752.64,FUNDEB
Município 66,2022,Assistência Social,741719.69,672694.15,FUNDEB
Município 66,2022,Infraestrutura,532664.27,498355.59,SUS
Município 66,2022,Saúde Básica,144766.02,144634.16,Emenda Parlamentar
Município 66,2023,Educação Fundamental,269380.13,238370.23,FPM
Município 66,2023,Infraestrutura,554149.9,537383.7,FPM
Município 66,2023,Esporte,353657.81,323510.77,SUS
Município 67,2020,Esporte,911409.15,799296.44,PAC
Município 67,2020,Assistência Social,222535.01,198545.17,FUNDEB
Município 67,2020,Infraestrutura,386145.49,337260.32,FPM
Município 67,2020,Saneamento,689013.97,688053.16,SUS
Município 67,2021,Educação Fundamental,373050.73,350596.09,PAC
Município 67,2021,Infraestrutura,444122.53,429652.85,Emenda Parlamentar
Município 67,2021,Assistência Social,271543.5,234663.5,FUNDEB
Município 67,2021,Cultura,721941.85,622049.39,PAC
Município 67,2021,Saúde Básica,814218.21,701814.06,SUS
Município 67,2022,Assistência Social,693981.57,664947.55,FUNDEB
Município 67,2022,Saneamento,760751.82,718353.5,FPM
Município 67,2022,Saúde Básica,725249.29,708834.49,Emenda Parlamentar
Município 67,2023,Cultura,312074.28,286195.02,FPM
Município 67,2023,Educação Fundamental,50000.0,47814.04,FUNDEB
Município 67,2023,Esporte,856738.38,779680.48,PAC
Município 68,2020,Assistência Social,638997.02,590078.23,FPM
Município 68,2020,Saneamento,263814.59,243456.98,Emenda Parlamentar
Município 68,2020,Educação Fundamental,421911.38,384306.32,FUNDEB
Município 68,2020,Esporte,371315.53,359037.52,FPM
Município 68,2021,Assistência Social,286502.41,255602.98,Emenda Parlamentar
Município 68,2021,Cultura,636252.99,627798.21,PAC
Município 68,2021,Educação Fundamental,235923.65,208680.9,FPM
Município 68,2021,Esporte,77029.15,76288.18,Emenda Parlamentar
Município 68,2022,Assistência Social,1037697.71,1035308.63,PAC
Município 68,2022,Saneamento,203545.61,195266.68,Emenda Parlamentar
Município 68,2022,Cultura,777549.17,715564.62,FPM
Município 68,2023,Saúde Básica,526952.53,455016.14,FPM
Município 68,2023,Saneamento,648238.05,574143.57,FPM
Município 68,2023,Educação Fundamental,652093.51,625303.86,FUNDEB
Município 69,2020,Saúde Básica,332638.25,312858.69,FPM
Município 69,2020,Educação Fundamental,454907.35,424733.23,FPM
Município 69,2020,Saneamento,470410.51,402695.87,SUS
Município 69,2020,Esporte,391136.24,336690.72,FUNDEB
Município 69,2021,Esporte,503129.03,466812.45,PAC
Município 69,2021,Cultura,391605.77,344446.15,Emenda Parlamentar
Município 69,2021,Saúde Básica,619292.13,533922.76,FUNDEB
Município 69,2021,Assistência Social,549946.89,543671.35,PAC
Município 69,2022,Saneamento,695697.4,679571.06,FUNDEB
Município 69,2022,Infraestrutura,699875.54,634459.4,SUS
Município 69,2022,Cultura,240388.05,212868.24,Emenda Parlamentar
Município 69,2022,Saúde Básica,386792.19,382194.67,FUNDEB
Município 69,2023,Cultura,279449.16,268709.95,Emenda Parlamentar
Município 69,2023,Esporte,673719.48,642839.44,FUNDEB
Município 69,2023,Assistência Social,775746.52,662712.11,SUS
Município 69,2023,Infraestrutura,595684.97,545728.32,Emenda Parlamentar
Município 69,2023,Saneamento,737959.68,675838.19,Emenda Parlamentar
Município 69,2023,Saúde Básica,562365.09,525331.58,FUNDEB
Município 70,2020,Cultura,522089.24,474122.83,Emenda Parlamentar
Município 70,2020,Esporte,340722.92,304245.49,SUS
Município 70,2020,Saúde Básica,472006.47,464295.03,FUNDEB
Município 70,2020,Infraestrutura,570113.54,562547.94,FUNDEB
Município 70,2020,Assistência Social,561038.05,527780.77,FPM
Município 70,2020,Saneamento,338895.06,297750.87,FUNDEB
Município 70,2021,Esporte,361309.84,323785.35,FUNDEB
Município 70,2021,Saúde Básica,357794.03,305941.1,PAC
Município 70,2021,Educação Fundamental,520722.85,489701.22,SUS
Município 70,2021,Cultura,303542.55,275557.27,FUNDEB
Município 70,2021,Assistência Social,377552.24,345003.49,SUS
Município 70,2021,Saneamento,338125.48,333729.72,SUS
Município 70,2022,Assistência Social,538508.05,466689.11,FPM
Município 70,2022,Infraestrutura,296952.23,260647.68,Emenda Parlamentar
Município 70,2022,Cultura,286935.64,268669.89,FPM
Município 70,2023,Assistência Social,173785.08,164537.24,SUS
Município 70,2023,Saúde Básica,341030.49,297090.84,FUNDEB
Município 70,2023,Esporte,714646.24,674612.98,FPM
Município 71,2020,Educação Fundamental,274645.25,247551.08,Emenda Parlamentar
Município 71,2020,Esporte,801702.03,754758.39,PAC
Município 71,2020,Assistência Social,826831.33,804137.09,FUNDEB
Município 71,2020,Saúde Básica,718686.09,648836.42,SUS
Município 71,2020,Infraestrutura,351828.76,337627.51,Emenda Parlamentar
Município 71,2021,Educação Fundamental,340009.38,319636.16,FPM
Município 71,2021,Cultura,100345.09,99490.92,PAC
Município 71,2021,Infraestrutura,607715.25,571536.09,PAC
Município 71,2022,Cultura,457843.86,441558.24,PAC
Município 71,2022,Saúde Básica,342666.06,328467.77,FUNDEB
Município 71,2022,Infraestrutura,548976.82,503290.07,PAC
Município 71,2022,Assistência Social,316079.53,279994.58,FUNDEB
Município 71,2022,Esporte,469144.65,432456.7,PAC
Município 71,2022,Educação Fundamental,489993.98,425223.09,PAC
Município 71,2023,Esporte,594691.33,593690.89,SUS
Município 71,2023,Assistência Social,399307.58,378816.79,FUNDEB
Município 71,2023,Cultura,533960.74,487819.8,FUNDEB
Município 71,2023,Infraestrutura,522279.68,458867.59,FUNDEB
Município 72,2020,Infraestrutura,452405.19,434286.88,PAC
Município 72,2020,Esporte,339950.51,315420.98,Emenda Parlamentar
