manutencao_id,veiculo_id,tipo_veiculo,ano_fabricacao,data_manutencao,tipo_manutencao,componente,custo_reais,tempo_parado_horas,km_odometro
MAN-00983,VEI-0044,Utilitário,2019,2024-02-14,Corretiva,Suspensão,896.23,27.7,221821
MAN-00984,VEI-0049,Caminhão,2016,2024-05-16,Preventiva,Motor,1409.94,1.0,136569
MAN-00985,VEI-0187,Caminhão,2022,2023-09-08,Corretiva,Freios,587.45,24.4,236862
MAN-00986,VEI-0138,Van,2016,2023-10-02,Corretiva,Transmissão,3030.63,25.6,251054
MAN-00987,VEI-0009,Utilitário,2019,2024-01-06,Corretiva,Pneus,974.5,30.5,247609
MAN-00988,VEI-0018,Caminhão,2019,2023-12-03,Preventiva,Elétrica,263.0,8.6,247434
MAN-00989,VEI-0063,Utilitário,2017,2024-02-12,Corretiva,Transmissão,2377.35,27.0,295141
MAN-00990,VEI-0107,Van,2023,2024-04-06,Preventiva,Elétrica,561.63,13.0,154737
MAN-00991,VEI-0110,Caminhão,2018,2023-08-30,Corretiva,Suspensão,978.23,24.2,63122
MAN-00992,VEI-0197,Caminhão,2020,2024-05-01,Corretiva,Transmissão,1933.07,29.0,259632
MAN-00993,VEI-0183,Caminhão,2019,2023-10-27,Corretiva,Arrefecimento,757.42,43.7,283504
MAN-00994,VEI-0186,Caminhão,2021,2024-07-11,Corretiva,Arrefecimento,312.24,17.5,288023
MAN-00995,VEI-0093,Van,2018,2024-03-08,Corretiva,Pneus,1440.13,33.5,255890
MAN-00996,VEI-0018,Caminhão,2019,2023-09-14,Corretiva,Pneus,1147.39,8.1,288200
MAN-00997,VEI-0092,Caminhão,2023,2024-12-29,Corretiva,Direção,775.32,31.3,345390
MAN-00998,VEI-0173,Van,2017,2024-11-20,Corretiva,Arrefecimento,410.66,24.9,54435
MAN-00999,VEI-0144,Utilitário,2018,2024-10-21,Corretiva,Motor,2230.47,11.1,61344
MAN-01000,VEI-0044,Utilitário,2019,2024-03-03,Corretiva,Transmissão,2404.1,28.3,181679
MAN-01001,VEI-0086,Caminhão,2016,2024-05-21,Preventiva,Arrefecimento,862.06,1.0,245723
MAN-01002,VEI-0180,Caminhão,2016,2024-05-25,Preventiva,Motor,1736.46,8.5,189958
MAN-01003,VEI-0036,Caminhão,2016,2024-02-21,Preventiva,Pneus,511.18,1.0,122197
MAN-01004,VEI-0156,Utilitário,2020,2024-10-26,Preventiva,Freios,545.45,9.1,62143
MAN-01005,VEI-0046,Caminhão,2020,2023-10-19,Preventiva,Transmissão,802.07,12.6,219767
MAN-01006,VEI-0129,Van,2019,2023-12-26,Corretiva,Motor,2232.03,19.3,203981
MAN-01007,VEI-0051,Van,2016,2024-01-01,Preventiva,Arrefecimento,534.61,8.5,358287
MAN-01008,VEI-0147,Utilitário,2019,2024-06-25,Corretiva,Pneus,710.05,26.2,286683
MAN-01009,VEI-0039,Utilitário,2018,2024-08-03,Preventiva,Suspensão,1278.38,18.7,116081
MAN-01010,VEI-0094,Caminhão,2015,2024-12-23,Corretiva,Arrefecimento,1076.12,13.2,186193
MAN-01011,VEI-0172,Caminhão,2019,2024-07-23,Corretiva,Suspensão,1354.88,26.3,347285
MAN-01012,VEI-0039,Utilitário,2018,2023-12-27,Preventiva,Elétrica,399.24,2.2,73958
MAN-01013,VEI-0063,Utilitário,2017,2023-11-13,Corretiva,Transmissão,2100.72,19.5,280313
MAN-01014,VEI-0181,Van,2015,2024-09-22,Corretiva,Elétrica,560.64,22.2,263134
MAN-01015,VEI-0122,Van,2018,2023-07-02,Corretiva,Elétrica,503.14,9.0,78401
MAN-01016,VEI-0184,Caminhão,2016,2023-12-02,Corretiva,Arrefecimento,646.77,19.1,351093
MAN-01017,VEI-0113,Caminhão,2020,2023-08-03,Preventiva,Suspensão,549.81,1.4,205338
MAN-01018,VEI-0197,Caminhão,2020,2024-04-03,Preventiva,Transmissão,1722.26,12.0,269441
MAN-01019,VEI-0126,Van,2020,2024-11-21,Corretiva,Arrefecimento,738.04,,196497
MAN-01020,VEI-0040,Van,2023,2023-07-05,Preventiva,Elétrica,461.09,2.1,113824
MAN-01021,VEI-0193,Caminhão,2020,2024-02-18,Corretiva,Freios,725.37,19.7,72832
MAN-01022,VEI-0101,Van,2019,2024-01-01,Corretiva,Direção,1046.73,29.9,284893
MAN-01023,VEI-0142,Utilitário,2018,2024-03-23,Corretiva,Pneus,1645.97,25.6,181329
MAN-01024,VEI-0054,Caminhão,2019,2024-06-04,Corretiva,Direção,1153.16,19.3,189403
MAN-01025,VEI-0144,Utilitário,2018,2024-01-28,Corretiva,Elétrica,265.78,13.0,71976
MAN-01026,VEI-0115,Utilitário,2020,2024-05-11,Corretiva,Freios,926.0,25.9,216384
MAN-01027,VEI-0038,Utilitário,2022,2024-11-01,Corretiva,Suspensão,1404.9,37.2,213710
MAN-01028,VEI-0117,Van,2016,2024-10-25,Preventiva,Direção,334.28,15.3,143307
MAN-01029,VEI-0094,Caminhão,2015,2024-09-04,Preventiva,Suspensão,1631.23,17.4,200459
MAN-01030,VEI-0171,Caminhão,2019,2024-05-15,Preventiva,Freios,303.67,3.9,279651
MAN-01031,VEI-0164,Van,2017,2024-10-16,Preventiva,Suspensão,168.9,6.6,159595
MAN-01032,VEI-0089,Caminhão,2022,2024-03-05,Corretiva,Suspensão,1021.07,21.9,321816
MAN-01033,VEI-0007,Utilitário,2020,2024-03-31,Corretiva,Freios,710.92,28.9,188715
MAN-01034,VEI-0095,Utilitário,2023,2023-09-04,Corretiva,Transmissão,3517.94,28.9,153307
MAN-01035,VEI-0065,Van,2016,2024-05-14,Preventiva,Arrefecimento,411.28,1.5,265428
MAN-01036,VEI-0159,Caminhão,2021,2023-07-25,Preventiva,Elétrica,542.02,2.9,186612
MAN-01037,VEI-0163,Van,2017,2024-03-01,Corretiva,Transmissão,2817.62,26.6,60934
MAN-01038,VEI-0006,Caminhão,2018,2024-03-24,Corretiva,Elétrica,50.0,20.8,170723
MAN-01039,VEI-0024,Van,2018,2023-12-09,Corretiva,Transmissão,1871.35,24.2,132538
MAN-01040,VEI-0152,Caminhão,2021,2023-09-30,Preventiva,Direção,946.44,9.2,124629
MAN-01041,VEI-0004,Caminhão,2020,2024-10-20,Corretiva,Pneus,1121.34,23.5,176653
MAN-01042,VEI-0053,Van,2022,2023-09-27,Preventiva,Suspensão,338.55,4.3,78914
MAN-01043,VEI-0027,Van,2021,2024-02-10,Corretiva,Suspensão,1503.19,16.5,200383
MAN-01044,VEI-0142,Utilitário,2018,2024-07-07,Corretiva,Motor,4220.76,16.8,224548
MAN-01045,VEI-0159,Caminhão,2021,2024-03-27,Corretiva,Arrefecimento,573.73,17.2,226444
MAN-01046,VEI-0001,Van,2019,2024-08-17,Corretiva,Arrefecimento,443.6,11.5,306133
MAN-01047,VEI-0127,Caminhão,2015,2024-09-11,Corretiva,Direção,743.87,34.0,112934
MAN-01048,VEI-0084,Utilitário,2022,2024-11-25,Corretiva,Motor,3681.61,14.0,190453
MAN-01049,VEI-0046,Caminhão,2020,2024-12-19,Preventiva,Transmissão,623.17,23.4,214843
MAN-01050,VEI-0114,Van,2015,2023-07-10,Preventiva,Pneus,1429.82,,286415
MAN-01051,VEI-0143,Utilitário,2016,2024-06-14,Corretiva,Arrefecimento,426.43,31.9,244966
MAN-01052,VEI-0036,Caminhão,2016,2024-03-01,Corretiva,Freios,636.85,33.0,87897
MAN-01053,VEI-0011,Utilitário,2016,2023-08-16,Corretiva,Motor,1982.25,25.3,208067
MAN-01054,VEI-0138,Van,2016,2024-04-14,Corretiva,Elétrica,651.11,25.9,209234
MAN-01055,VEI-0160,Van,2021,2024-08-20,Corretiva,Arrefecimento,325.6,28.0,206036
MAN-01056,VEI-0073,Caminhão,2021,2023-12-22,Preventiva,Direção,556.24,11.5,323751
MAN-01057,VEI-0143,Utilitário,2016,2024-06-28,Preventiva,Pneus,1267.85,8.0,238765
MAN-01058,VEI-0137,Utilitário,2019,2024-02-09,Preventiva,Motor,947.81,14.7,71556
MAN-01059,VEI-0058,Van,2018,2023-10-07,Preventiva,Suspensão,515.28,4.9,73077
MAN-01060,VEI-0104,Caminhão,2015,2024-05-03,Corretiva,Elétrica,755.85,18.0,210204
MAN-01061,VEI-0008,Utilitário,2022,2023-10-11,Preventiva,Arrefecimento,601.15,12.4,151005
MAN-01062,VEI-0022,Utilitário,2017,2024-12-10,Corretiva,Direção,716.36,33.4,152694
MAN-01063,VEI-0008,Utilitário,2022,2023-08-25,Corretiva,Elétrica,461.42,22.0,95610
MAN-01064,VEI-0177,Caminhão,2017,2024-07-18,Corretiva,Direção,744.3,13.9,346927
MAN-01065,VEI-0065,Van,2016,2024-03-11,Corretiva,Pneus,1332.75,28.2,276466
MAN-01066,VEI-0030,Caminhão,2017,2024-01-09,Preventiva,Suspensão,650.06,20.5,149245
MAN-01067,VEI-0093,Van,2018,2024-12-26,Corretiva,Arrefecimento,1147.38,26.5,267040
MAN-01068,VEI-0184,Caminhão,2016,2024-02-15,Corretiva,Transmissão,2743.73,20.1,308951
MAN-01069,VEI-0147,Utilitário,2019,2024-04-22,Preventiva,Freios,692.23,13.6,286632
MAN-01070,VEI-0095,Utilitário,2023,2024-11-19,Corretiva,Suspensão,1021.41,30.1,142908
MAN-01071,VEI-0029,Van,2021,2023-07-28,Preventiva,Elétrica,301.76,18.5,108414
MAN-01072,VEI-0192,Caminhão,2022,2024-06-14,Preventiva,Direção,428.6,9.0,259412
MAN-01073,VEI-0037,Caminhão,2016,2024-04-09,Corretiva,Freios,707.24,25.9,213571
MAN-01074,VEI-0151,Van,2016,2024-03-27,Corretiva,Suspensão,1355.83,21.1,80282
MAN-01075,VEI-0106,Caminhão,2020,2024-09-27,Corretiva,Motor,2113.75,27.8,220147
MAN-01076,VEI-0189,Caminhão,2020,2024-06-17,Corretiva,Transmissão,1601.36,37.1,291325
MAN-01077,VEI-0087,Caminhão,2018,2023-10-30,Corretiva,Freios,844.88,22.9,220223
MAN-01078,VEI-0194,Van,2020,2023-11-18,Corretiva,Transmissão,3206.36,28.1,45791
MAN-01079,VEI-0181,Van,2015,2024-02-06,Corretiva,Pneus,1910.86,20.6,283263
MAN-01080,VEI-0103,Utilitário,2023,2024-05-30,Preventiva,Pneus,1368.3,6.6,231811
MAN-01081,VEI-0199,Van,2022,2024-09-17,Corretiva,Pneus,2183.03,31.0,348310
MAN-01082,VEI-0103,Utilitário,2023,2023-11-13,Corretiva,Elétrica,694.04,26.3,197212
MAN-01083,VEI-0196,Van,2019,2023-12-13,Corretiva,Arrefecimento,807.66,31.9,158655
MAN-01084,VEI-0090,Utilitário,2022,2024-12-02,Corretiva,Pneus,929.93,17.3,134565
MAN-01085,VEI-0097,Van,2015,2024-08-19,Preventiva,Elétrica,252.66,9.3,232236
MAN-01086,VEI-0003,Van,2019,2024-08-03,Corretiva,Freios,1075.11,16.4,46908
MAN-01087,VEI-0003,Van,2019,2023-09-06,Corretiva,Direção,556.07,21.8,52201
MAN-01088,VEI-0142,Utilitário,2018,2024-11-03,Corretiva,Direção,352.03,21.8,175924
MAN-01089,VEI-0110,Caminhão,2018,2024-11-18,Preventiva,Freios,402.88,1.0,70545
MAN-01090,VEI-0096,Van,2016,2023-07-25,Preventiva,Transmissão,2078.32,1.0,333218
MAN-01091,VEI-0008,Utilitário,2022,2024-07-07,Preventiva,Pneus,1850.87,13.2,118759
MAN-01092,VEI-0107,Van,2023,2024-10-12,Corretiva,Freios,866.97,24.4,183948
MAN-01093,VEI-0125,Van,2018,2024-05-12,Preventiva,Freios,527.7,8.3,243004
MAN-01094,VEI-0082,Caminhão,2019,2024-01-19,Preventiva,Direção,464.99,15.2,15375
MAN-01095,VEI-0110,Caminhão,2018,2024-04-03,Corretiva,Motor,2675.58,32.3,87077
MAN-01096,VEI-0143,Utilitário,2016,2024-07-16,Corretiva,Pneus,165.57,24.5,247344
MAN-01097,VEI-0100,Van,2021,2024-04-20,Preventiva,Suspensão,50.0,4.5,260559
MAN-01098,VEI-0152,Caminhão,2021,2024-10-14,Preventiva,Transmissão,1757.2,11.5,107512
MAN-01099,VEI-0098,Van,2021,2023-12-11,Corretiva,Direção,809.8,21.5,100569
MAN-01100,VEI-0054,Caminhão,2019,2023-10-23,Corretiva,Suspensão,725.99,23.9,129615
MAN-01101,VEI-0062,Utilitário,2022,2024-11-13,Corretiva,Pneus,1159.54,19.6,251858
MAN-01102,VEI-0069,Caminhão,2016,2023-08-20,Preventiva,Motor,1059.83,2.0,78258
MAN-01103,VEI-0030,Caminhão,2017,2024-11-13,Preventiva,Direção,620.97,1.9,124035
MAN-01104,VEI-0016,Caminhão,2022,2024-05-16,Preventiva,Elétrica,472.6,3.6,226376
MAN-01105,VEI-0034,Caminhão,2018,2024-07-23,Preventiva,Pneus,615.56,1.0,220060
MAN-01106,VEI-0107,Van,2023,2024-06-28,Corretiva,Freios,681.81,26.4,181215
MAN-01107,VEI-0076,Van,2018,2024-10-25,Corretiva,Direção,1072.65,13.3,134062
MAN-01108,VEI-0143,Utilitário,2016,2023-10-02,Corretiva,Freios,653.79,20.7,218875
MAN-01109,VEI-0046,Caminhão,2020,2024-06-05,Preventiva,Arrefecimento,50.0,1.0,223672
MAN-01110,VEI-0141,Van,2017,2023-07-23,Corretiva,Pneus,1464.05,15.9,202079
MAN-01111,VEI-0159,Caminhão,2021,2024-11-02,Preventiva,Freios,471.57,5.6,247436
MAN-01112,VEI-0041,Utilitário,2020,2024-02-22,Corretiva,Motor,3144.95,21.9,167147
MAN-01113,VEI-0070,Van,2020,2024-08-24,Corretiva,Suspensão,910.01,28.3,285953
MAN-01114,VEI-0131,Utilitário,2022,2023-10-25,Corretiva,Direção,808.44,34.7,16663
MAN-01115,VEI-0183,Caminhão,2019,2024-12-20,Corretiva,Suspensão,1608.06,23.3,234710
MAN-01116,VEI-0096,Van,2016,2023-09-05,Preventiva,Elétrica,364.1,7.7,366829
MAN-01117,VEI-0091,Van,2020,2024-02-03,Corretiva,Transmissão,909.84,26.3,89444
MAN-01118,VEI-0009,Utilitário,2019,2024-11-29,Corretiva,Transmissão,3338.65,25.3,229207
MAN-01119,VEI-0092,Caminhão,2023,2024-07-19,Corretiva,Direção,995.47,34.5,353844
MAN-01120,VEI-0101,Van,2019,2024-08-28,Corretiva,Motor,2181.11,19.3,295565
MAN-01121,VEI-0118,Van,2019,2024-02-09,Preventiva,Freios,355.72,3.5,291691
MAN-01122,VEI-0162,Van,2021,2024-12-21,Preventiva,Suspensão,420.66,2.9,188009
MAN-01123,VEI-0127,Caminhão,2015,2024-11-07,Preventiva,Arrefecimento,75.44,6.6,63885
MAN-01124,VEI-0100,Van,2021,2023-09-09,Corretiva,Arrefecimento,594.49,19.7,280710
MAN-01125,VEI-0048,Utilitário,2022,2023-11-13,Preventiva,Motor,1157.63,13.6,126359
MAN-01126,VEI-0085,Caminhão,2016,2024-09-30,Preventiva,Elétrica,758.71,10.7,216347
MAN-01127,VEI-0147,Utilitário,2019,2024-12-14,Corretiva,Pneus,1465.06,27.9,282536
MAN-01128,VEI-0094,Caminhão,2015,2023-08-28,Preventiva,Freios,621.92,9.8,242754
MAN-01129,VEI-0135,Utilitário,2023,2024-02-17,Preventiva,Arrefecimento,281.71,15.9,61614
MAN-01130,VEI-0181,Van,2015,2024-04-21,Corretiva,Transmissão,3605.36,21.5,290430
MAN-01131,VEI-0166,Caminhão,2022,2023-09-18,Corretiva,Transmissão,2095.8,11.7,98980
MAN-01132,VEI-0130,Caminhão,2023,2024-07-15,Corretiva,Suspensão,1006.42,,344525
MAN-01133,VEI-0109,Van,2022,2024-10-21,Preventiva,Direção,854.49,5.8,283764
MAN-01134,VEI-0005,Utilitário,2015,2024-11-20,Corretiva,Elétrica,799.01,16.0,41534
MAN-01135,VEI-0053,Van,2022,2024-02-06,Corretiva,Transmissão,4212.74,22.0,96335
MAN-01136,VEI-0193,Caminhão,2020,2024-09-28,Preventiva,Arrefecimento,1084.87,12.0,86983
MAN-01137,VEI-0146,Utilitário,2021,2024-02-16,Preventiva,Elétrica,410.08,1.0,275621
MAN-01138,VEI-0137,Utilitário,2019,2023-11-25,Preventiva,Transmissão,1210.57,8.1,17861
MAN-01139,VEI-0114,Van,2015,2023-11-08,Preventiva,Arrefecimento,517.97,7.2,290854
MAN-01140,VEI-0058,Van,2018,2024-10-14,Corretiva,Transmissão,1816.06,15.1,54689
MAN-01141,VEI-0186,Caminhão,2021,2023-12-28,Preventiva,Motor,1814.05,3.8,326803
MAN-01142,VEI-0087,Caminhão,2018,2023-12-20,Corretiva,Freios,638.92,21.6,240686
MAN-01143,VEI-0026,Van,2018,2024-12-03,Corretiva,Transmissão,2345.65,22.4,276871
MAN-01144,VEI-0085,Caminhão,2016,2023-12-12,Preventiva,Transmissão,1550.94,9.7,194117
MAN-01145,VEI-0140,Caminhão,2023,2024-12-19,Corretiva,Direção,860.87,20.5,184997
MAN-01146,VEI-0091,Van,2020,2024-08-27,Corretiva,Freios,1111.22,18.0,95567
MAN-01147,VEI-0169,Van,2017,2024-02-17,Corretiva,Suspensão,1200.04,20.2,162089
MAN-01148,VEI-0060,Utilitário,2015,2024-05-12,Corretiva,Arrefecimento,886.41,15.7,202547
MAN-01149,VEI-0067,Caminhão,2021,2024-03-25,Preventiva,Transmissão,2077.43,2.1,198573
MAN-01150,VEI-0078,Van,2019,2024-12-12,Preventiva,Suspensão,593.85,5.8,226950
MAN-01151,VEI-0119,Van,2019,2024-12-17,Preventiva,Pneus,652.09,10.5,189173
MAN-01152,VEI-0077,Van,2018,2024-03-20,Preventiva,Motor,2643.15,10.1,70214
MAN-01153,VEI-0189,Caminhão,2020,2024-06-05,Corretiva,Direção,640.41,17.6,287415
MAN-01154,VEI-0120,Van,2023,2023-07-12,Corretiva,Pneus,1094.73,21.0,152800
MAN-01155,VEI-0040,Van,2023,2024-05-26,Preventiva,Elétrica,394.22,6.7,132218
MAN-01156,VEI-0071,Utilitário,2021,2024-04-15,Corretiva,Motor,1675.64,34.6,238649
MAN-01157,VEI-0088,Van,2015,2024-11-24,Corretiva,Suspensão,1349.31,26.4,155231
MAN-01158,VEI-0174,Caminhão,2018,2024-06-21,Preventiva,Freios,564.46,1.0,57511
MAN-01159,VEI-0034,Caminhão,2018,2023-09-09,Corretiva,Transmissão,2837.18,24.5,211704
MAN-01160,VEI-0051,Van,2016,2023-10-23,Corretiva,Arrefecimento,619.5,16.8,351968
MAN-01161,VEI-0051,Van,2016,2023-08-01,Corretiva,Arrefecimento,522.8,21.1,298382
MAN-01162,VEI-0084,Utilitário,2022,2024-03-05,Preventiva,Freios,951.67,5.8,166440
MAN-01163,VEI-0160,Van,2021,2024-08-12,Preventiva,Freios,726.6,11.1,175998
MAN-01164,VEI-0013,Caminhão,2015,2024-12-28,Preventiva,Suspensão,1388.18,14.1,188267
MAN-01165,VEI-0167,Caminhão,2019,2024-05-23,Preventiva,Pneus,521.13,12.6,74837
MAN-01166,VEI-0122,Van,2018,2023-11-14,Corretiva,Motor,2521.45,22.4,110502
MAN-01167,VEI-0068,Utilitário,2023,2024-08-10,Corretiva,Suspensão,1656.85,36.2,51557
MAN-01168,VEI-0191,Utilitário,2022,2024-06-23,Preventiva,Transmissão,2184.15,13.9,165444
MAN-01169,VEI-0191,Utilitário,2022,2024-06-19,Corretiva,Transmissão,2885.76,19.8,150444
MAN-01170,VEI-0085,Caminhão,2016,2023-07-29,Corretiva,Freios,712.38,20.0,210312
MAN-01171,VEI-0029,Van,2021,2024-05-06,Preventiva,Arrefecimento,508.17,14.3,54327
MAN-01172,VEI-0037,Caminhão,2016,2024-12-07,Preventiva,Transmissão,2909.14,11.8,177001
MAN-01173,VEI-0136,Van,2015,2023-10-28,Preventiva,Suspensão,50.0,1.0,319091
MAN-01174,VEI-0007,Utilitário,2020,2024-05-31,Preventiva,Elétrica,226.44,1.0,207250
MAN-01175,VEI-0130,Caminhão,2023,2023-10-10,Corretiva,Direção,1130.77,37.3,348331
MAN-01176,VEI-0088,Van,2015,2023-10-27,Corretiva,Transmissão,3514.7,30.1,206085
MAN-01177,VEI-0030,Caminhão,2017,2024-01-04,Preventiva,Direção,891.52,13.9,183180
MAN-01178,VEI-0098,Van,2021,2024-02-16,Corretiva,Pneus,665.43,16.7,93750
MAN-01179,VEI-0130,Caminhão,2023,2023-07-01,Preventiva,Freios,158.55,4.1,342390
MAN-01180,VEI-0058,Van,2018,2024-12-05,Corretiva,Transmissão,3482.14,19.6,27199
MAN-01181,VEI-0110,Caminhão,2018,2024-01-30,Corretiva,Freios,435.17,22.0,83446
MAN-01182,VEI-0001,Van,2019,2023-12-21,Corretiva,Motor,3465.11,31.2,353348
MAN-01183,VEI-0004,Caminhão,2020,2023-09-07,Preventiva,Elétrica,605.37,13.2,118635
MAN-01184,VEI-0091,Van,2020,2023-08-22,Corretiva,Pneus,2154.99,28.1,142619
MAN-01185,VEI-0147,Utilitário,2019,2024-02-12,Corretiva,Pneus,2702.24,34.2,322554
MAN-01186,VEI-0145,Utilitário,2022,2024-01-08,Corretiva,Freios,765.68,27.2,145570
MAN-01187,VEI-0038,Utilitário,2022,2023-10-14,Corretiva,Motor,2512.37,24.4,168081
MAN-01188,VEI-0096,Van,2016,2024-03-23,Preventiva,Transmissão,1849.02,7.5,383369
MAN-01189,VEI-0128,Caminhão,2017,2023-10-18,Preventiva,Transmissão,1869.21,9.2,255857
MAN-01190,VEI-0084,Utilitário,2022,2023-08-17,Corretiva,Suspensão,1022.37,34.4,137388
MAN-01191,VEI-0048,Utilitário,2022,2024-04-07,Preventiva,Arrefecimento,569.81,1.3,120016
MAN-01192,VEI-0093,Van,2018,2023-07-27,Corretiva,Direção,712.99,14.6,254710
MAN-01193,VEI-0006,Caminhão,2018,2023-07-13,Corretiva,Elétrica,435.04,14.0,187226
MAN-01194,VEI-0085,Caminhão,2016,2024-07-14,Corretiva,Freios,662.83,19.5,212245
MAN-01195,VEI-0182,Utilitário,2020,2024-09-22,Preventiva,Motor,501.08,4.2,85607
MAN-01196,VEI-0174,Caminhão,2018,2024-11-11,Corretiva,Pneus,2089.95,27.0,57199
MAN-01197,VEI-0087,Caminhão,2018,2024-10-06,Preventiva,Freios,374.18,9.3,245584
MAN-01198,VEI-0167,Caminhão,2019,2024-11-04,Corretiva,Pneus,1206.51,21.9,62568
MAN-01199,VEI-0031,Caminhão,2020,2024-04-30,Preventiva,Freios,443.5,12.9,138849
MAN-01200,VEI-0090,Utilitário,2022,2024-09-09,Corretiva,Transmissão,2891.97,34.5,80221
MAN-01201,VEI-0025,Caminhão,2018,2024-07-12,Preventiva,Elétrica,527.14,11.8,278297
MAN-01202,VEI-0088,Van,2015,2024-08-14,Corretiva,Transmissão,1966.61,23.1,198286
MAN-01203,VEI-0057,Caminhão,2019,2024-03-06,Corretiva,Direção,1221.02,33.7,214052
MAN-01204,VEI-0031,Caminhão,2020,2024-01-31,Corretiva,Arrefecimento,348.02,38.1,109032
MAN-01205,VEI-0008,Utilitário,2022,2023-09-10,Preventiva,Arrefecimento,545.41,13.4,86105
MAN-01206,VEI-0109,Van,2022,2024-07-26,Preventiva,Arrefecimento,79.21,5.1,288313
MAN-01207,VEI-0055,Utilitário,2023,2024-10-05,Preventiva,Arrefecimento,348.24,11.7,207341
MAN-01208,VEI-0112,Utilitário,2022,2024-12-03,Corretiva,Freios,588.38,,103199
MAN-01209,VEI-0097,Van,2015,2024-02-14,Corretiva,Pneus,1887.11,22.0,204933
MAN-01210,VEI-0146,Utilitário,2021,2023-08-31,Corretiva,Transmissão,50.0,27.4,277687
MAN-01211,VEI-0008,Utilitário,2022,2023-12-09,Corretiva,Elétrica,740.56,28.2,95952
MAN-01212,VEI-0110,Caminhão,2018,2024-10-27,Preventiva,Transmissão,2039.64,1.0,54848
MAN-01213,VEI-0045,Utilitário,2015,2024-10-30,Corretiva,Direção,1336.12,13.1,161930
MAN-01214,VEI-0033,Van,2017,2023-10-07,Corretiva,Motor,2269.36,29.1,235069
MAN-01215,VEI-0078,Van,2019,2023-11-30,Corretiva,Pneus,890.35,17.7,219035
MAN-01216,VEI-0182,Utilitário,2020,2024-02-05,Preventiva,Arrefecimento,231.36,16.3,40689
MAN-01217,VEI-0090,Utilitário,2022,2024-03-31,Preventiva,Freios,263.78,16.3,132576
MAN-01218,VEI-0182,Utilitário,2020,2023-09-12,Preventiva,Pneus,1018.3,7.3,92056
MAN-01219,VEI-0162,Van,2021,2024-08-28,Preventiva,Freios,348.99,3.3,246152
MAN-01220,VEI-0139,Caminhão,2022,2024-11-17,Corretiva,Motor,1584.73,18.7,14017
MAN-01221,VEI-0114,Van,2015,2024-01-04,Corretiva,Arrefecimento,909.94,26.5,329749
MAN-01222,VEI-0058,Van,2018,2024-05-26,Corretiva,Freios,820.54,23.2,39495
MAN-01223,VEI-0179,Van,2021,2024-04-01,Corretiva,Transmissão,2513.3,31.9,342088
MAN-01224,VEI-0009,Utilitário,2019,2024-04-20,Corretiva,Arrefecimento,506.56,29.2,238882
MAN-01225,VEI-0067,Caminhão,2021,2024-08-29,Corretiva,Pneus,1838.53,18.2,238585
MAN-01226,VEI-0011,Utilitário,2016,2023-12-08,Corretiva,Elétrica,467.41,25.9,258938
MAN-01227,VEI-0170,Van,2023,2024-07-25,Corretiva,Arrefecimento,50.0,21.0,206185
MAN-01228,VEI-0183,Caminhão,2019,2023-11-05,Corretiva,Arrefecimento,650.59,22.5,233755
MAN-01229,VEI-0030,Caminhão,2017,2023-12-03,Corretiva,Direção,566.29,24.8,147220
MAN-01230,VEI-0097,Van,2015,2024-01-07,Corretiva,Arrefecimento,720.52,25.5,237845
MAN-01231,VEI-0057,Caminhão,2019,2023-11-22,Corretiva,Suspensão,528.61,,230715
MAN-01232,VEI-0190,Van,2020,2024-12-07,Corretiva,Arrefecimento,1160.05,19.1,150642
MAN-01233,VEI-0111,Caminhão,2020,2024-03-25,Corretiva,Elétrica,806.76,24.3,202635
MAN-01234,VEI-0114,Van,2015,2024-11-30,Corretiva,Suspensão,1236.76,25.2,310240
MAN-01235,VEI-0061,Caminhão,2019,2024-11-10,Preventiva,Motor,660.74,8.0,111744
MAN-01236,VEI-0163,Van,2017,2024-09-14,Preventiva,Suspensão,595.82,17.6,81669
MAN-01237,VEI-0123,Utilitário,2023,2024-01-06,Preventiva,Suspensão,644.05,9.8,247556
MAN-01238,VEI-0189,Caminhão,2020,2023-09-13,Corretiva,Transmissão,3371.93,32.2,279588
MAN-01239,VEI-0110,Caminhão,2018,2024-12-17,Preventiva,Direção,534.95,10.0,69557
MAN-01240,VEI-0019,Van,2015,2024-01-30,Corretiva,Freios,1297.96,12.2,163452
MAN-01241,VEI-0131,Utilitário,2022,2024-09-20,Corretiva,Elétrica,723.68,31.1,18926
MAN-01242,VEI-0188,Caminhão,2016,2023-10-11,Corretiva,Motor,2639.84,17.6,232616
MAN-01243,VEI-0122,Van,2018,2024-09-22,Preventiva,Motor,405.33,10.4,79662
MAN-01244,VEI-0160,Van,2021,2023-12-22,Corretiva,Elétrica,128.56,29.5,163013
MAN-01245,VEI-0124,Van,2016,2024-09-01,Corretiva,Arrefecimento,558.17,,334996
MAN-01246,VEI-0108,Utilitário,2021,2023-10-09,Corretiva,Elétrica,611.77,32.8,260699
MAN-01247,VEI-0037,Caminhão,2016,2024-06-14,Corretiva,Direção,984.55,25.6,211083
MAN-01248,VEI-0164,Van,2017,2024-09-01,Corretiva,Transmissão,2448.38,17.8,182543
MAN-01249,VEI-0121,Utilitário,2015,2024-08-28,Preventiva,Suspensão,50.0,17.7,233284
MAN-01250,VEI-0182,Utilitário,2020,2024-07-14,Corretiva,Elétrica,965.39,19.8,53634
MAN-01251,VEI-0138,Van,2016,2023-07-20,Preventiva,Freios,600.02,11.0,215738
