ano,mes,unidade,especialidade,leitos_disponiveis,taxa_ocupacao,internacoes,tempo_medio_internacao_dias,taxa_reinternacao_30d,obitos,faixa_etaria_predominante,tipo_internacao
2022,10,Hospital Regional Norte,Pediatria,59,0.668,91,5.1,0.05,2,30-49,Eletiva
2022,10,Hospital Regional Norte,Cirurgia Geral,30,0.869,52,7.0,0.06,1,50-64,Urgência
2022,10,Hospital Regional Norte,Oncologia,26,0.682,37,6.2,0.056,0,50-64,Urgência
2022,10,Hospital Regional Norte,Clínica Médica,39,0.681,70,6.9,0.086,1,50-64,Eletiva
2022,10,Hospital Regional Norte,Cardiologia,25,0.824,45,1.0,0.022,1,50-64,Urgência
2022,10,Hospital Regional Sul,Ortopedia,78,0.67,150,6.7,0.042,8,30-49,Urgência
2022,10,Hospital Regional Sul,Cirurgia Geral,51,0.854,88,6.0,0.056,2,30-49,Eletiva
2022,10,Hospital Regional Sul,Cardiologia,52,0.897,125,8.3,0.053,6,30-49,Urgência
2022,10,Hospital Regional Sul,Pediatria,45,0.645,54,4.5,0.105,2,0-14,Urgência
2022,10,Hospital Universitário,Neurologia,70,0.619,76,8.7,0.048,0,65+,Urgência
2022,10,Hospital Universitário,Oncologia,27,0.608,38,4.0,0.091,0,50-64,Urgência
2022,10,Hospital Universitário,Ortopedia,58,0.891,137,8.4,0.046,5,0-14,Urgência
2022,10,Hospital Universitário,Cardiologia,33,0.823,77,1.0,0.079,2,15-29,Eletiva
2022,10,Hospital Municipal Centro,Cardiologia,33,0.676,52,3.5,0.109,1,50-64,Urgência
2022,10,Hospital Municipal Centro,Ortopedia,25,0.577,32,3.8,0.125,0,0-14,Urgência
2022,10,Hospital Municipal Centro,Oncologia,77,0.682,134,5.3,0.096,2,30-49,Urgência
2022,10,Hospital Municipal Centro,Obstetrícia,35,0.574,48,6.9,0.07,0,50-64,Eletiva
2022,10,Hospital Municipal Centro,Neurologia,62,0.75,108,6.7,0.101,1,50-64,Eletiva
2022,10,Hospital Municipal Centro,Clínica Médica,38,0.899,58,5.4,0.086,1,50-64,Urgência
2022,10,Hospital Municipal Leste,Cirurgia Geral,75,0.516,93,6.7,0.058,3,65+,Urgência
2022,10,Hospital Municipal Leste,Oncologia,55,0.77,77,3.3,0.076,2,50-64,Eletiva
2022,10,Hospital Municipal Leste,Obstetrícia,65,0.597,89,5.5,0.006,5,65+,Urgência
2022,10,Hospital Municipal Leste,Ortopedia,65,0.613,117,7.9,0.137,4,65+,Urgência
2022,10,Hospital Maternidade Vida,Cirurgia Geral,60,0.704,68,1.0,0.032,0,30-49,Urgência
2022,10,Hospital Maternidade Vida,Cardiologia,77,0.604,102,9.1,0.035,2,30-49,Urgência
2022,10,Hospital Maternidade Vida,Neurologia,42,0.928,75,4.4,0.168,2,30-49,Urgência
2022,10,Hospital Maternidade Vida,Clínica Médica,23,0.612,33,3.1,,0,65+,Urgência
2022,10,Hospital Maternidade Vida,Oncologia,38,0.658,40,5.6,0.086,0,65+,Urgência
2022,10,Hospital Maternidade Vida,Ortopedia,37,0.733,45,5.2,0.104,2,15-29,Urgência
2022,10,Hospital Pronto-Socorro 24h,Pediatria,31,0.793,49,1.0,0.099,1,15-29,Urgência
2022,10,Hospital Pronto-Socorro 24h,Oncologia,68,0.926,116,40.9,0.027,4,15-29,Urgência
2022,10,Hospital Pronto-Socorro 24h,Obstetrícia,23,0.594,22,2.2,0.1,0,30-49,Urgência
2022,10,Hospital Pronto-Socorro 24h,Cirurgia Geral,67,0.977,121,3.7,0.064,1,30-49,Eletiva
2022,10,Hospital Pronto-Socorro 24h,Ortopedia,53,0.733,112,5.2,0.023,4,65+,Urgência
2022,10,Hospital Clínica Esperança,Obstetrícia,59,0.926,109,3.1,0.078,4,65+,Urgência
2022,10,Hospital Clínica Esperança,Neurologia,49,0.749,95,1.4,0.058,2,30-49,Eletiva
2022,10,Hospital Clínica Esperança,Ortopedia,40,0.549,60,4.4,0.098,1,0-14,Urgência
2022,10,Hospital Hospital do Coração,Ortopedia,22,0.772,49,5.7,0.038,0,65+,Urgência
2022,10,Hospital Hospital do Coração,Obstetrícia,65,0.769,120,,0.032,5,65+,Eletiva
2022,10,Hospital Hospital do Coração,Pediatria,77,0.779,116,6.5,0.072,2,50-64,Urgência
2022,10,Hospital Hospital do Coração,Neurologia,69,0.487,89,7.9,0.069,3,0-14,Urgência
2022,10,Hospital Hospital do Coração,Cirurgia Geral,69,0.83,171,6.4,0.076,9,15-29,Urgência
2022,10,Hospital Oncológico,Oncologia,45,0.781,60,8.1,0.083,1,0-14,Urgência
2022,10,Hospital Oncológico,Cirurgia Geral,65,0.718,74,6.2,0.07,0,0-14,Urgência
2022,10,Hospital Oncológico,Cardiologia,29,0.717,32,5.4,0.062,1,30-49,Urgência
2022,10,Hospital Infantil Anjo,Oncologia,45,0.837,100,1.9,0.077,2,50-64,Urgência
2022,10,Hospital Infantil Anjo,Ortopedia,56,0.358,40,3.8,0.076,1,0-14,Urgência
2022,10,Hospital Infantil Anjo,Neurologia,54,0.786,117,3.7,0.082,2,15-29,Eletiva
2022,10,Hospital Ortopédico Plus,Neurologia,39,0.635,60,1.0,0.069,2,50-64,Eletiva
2022,10,Hospital Ortopédico Plus,Obstetrícia,28,0.747,62,5.6,0.083,2,65+,Urgência
2022,10,Hospital Ortopédico Plus,Cirurgia Geral,51,0.498,55,4.5,0.091,1,0-14,Urgência
2022,10,Hospital Saúde Mental,Neurologia,71,0.637,131,3.0,0.114,2,65+,Eletiva
2022,10,Hospital Saúde Mental,Clínica Médica,79,0.896,158,7.3,0.167,5,65+,Urgência
2022,10,Hospital Saúde Mental,Cirurgia Geral,35,0.701,43,4.2,0.113,1,0-14,Urgência
2022,11,Hospital São José,Cirurgia Geral,51,0.583,47,3.6,0.091,2,50-64,Urgência
2022,11,Hospital São José,Neurologia,27,0.875,40,5.0,0.117,0,0-14,Eletiva
2022,11,Hospital São José,Clínica Médica,41,0.809,87,6.3,0.099,3,15-29,Urgência
2022,11,Hospital São José,Obstetrícia,35,0.751,43,5.2,0.112,0,15-29,Urgência
2022,11,Hospital Santa Casa,Cirurgia Geral,61,0.638,98,4.4,0.092,1,15-29,Eletiva
2022,11,Hospital Santa Casa,Clínica Médica,29,0.627,38,,0.131,0,0-14,Eletiva
2022,11,Hospital Santa Casa,Neurologia,65,0.426,67,5.5,0.088,1,0-14,Eletiva
2022,11,Hospital Santa Casa,Oncologia,32,0.829,43,7.6,0.036,2,65+,Eletiva
2022,11,Hospital Santa Casa,Obstetrícia,49,0.742,69,1.9,0.105,3,50-64,Urgência
2022,11,Hospital Santa Casa,Pediatria,31,0.866,42,10.3,0.062,1,30-49,Urgência
2022,11,Hospital Regional Norte,Clínica Médica,70,0.862,96,6.0,0.084,4,65+,Urgência
2022,11,Hospital Regional Norte,Oncologia,46,0.777,71,9.1,0.086,1,0-14,Eletiva
2022,11,Hospital Regional Norte,Obstetrícia,67,0.652,123,6.4,0.127,4,0-14,Urgência
2022,11,Hospital Regional Norte,Neurologia,29,0.755,38,8.9,0.049,1,15-29,Urgência
2022,11,Hospital Regional Norte,Cirurgia Geral,37,0.739,69,6.7,0.1,2,50-64,Urgência
2022,11,Hospital Regional Norte,Cardiologia,46,0.772,100,7.5,0.024,1,65+,Eletiva
2022,11,Hospital Regional Sul,Cirurgia Geral,75,0.881,181,,0.068,9,15-29,Eletiva
2022,11,Hospital Regional Sul,Ortopedia,40,0.642,74,6.2,0.164,1,0-14,Urgência
2022,11,Hospital Regional Sul,Cardiologia,22,0.851,49,6.2,0.128,1,50-64,Urgência
2022,11,Hospital Regional Sul,Neurologia,48,0.67,84,5.5,0.066,1,15-29,Eletiva
2022,11,Hospital Universitário,Cardiologia,50,0.685,75,4.2,0.032,1,50-64,Urgência
2022,11,Hospital Universitário,Cirurgia Geral,69,0.84,103,8.5,0.119,1,0-14,Urgência
2022,11,Hospital Universitário,Obstetrícia,44,0.805,54,4.1,0.052,1,65+,Eletiva
2022,11,Hospital Universitário,Clínica Médica,70,0.653,91,2.3,0.124,2,30-49,Urgência
2022,11,Hospital Universitário,Oncologia,27,0.62,26,7.4,0.041,1,0-14,Eletiva
2022,11,Hospital Municipal Centro,Obstetrícia,61,0.439,63,,0.107,1,15-29,Urgência
2022,11,Hospital Municipal Centro,Cirurgia Geral,42,0.834,74,3.7,0.116,2,50-64,Urgência
2022,11,Hospital Municipal Centro,Cardiologia,52,0.659,87,5.3,0.059,1,30-49,Urgência
2022,11,Hospital Municipal Centro,Clínica Médica,59,0.599,89,8.3,0.162,2,15-29,Urgência
2022,11,Hospital Municipal Leste,Cirurgia Geral,38,0.766,50,5.2,0.097,1,15-29,Eletiva
2022,11,Hospital Municipal Leste,Ortopedia,53,0.745,83,45.8,0.042,0,50-64,Urgência
2022,11,Hospital Municipal Leste,Oncologia,46,0.558,49,6.7,0.155,2,15-29,Urgência
2022,11,Hospital Maternidade Vida,Obstetrícia,62,0.644,86,1.0,0.073,3,30-49,Eletiva
2022,11,Hospital Maternidade Vida,Oncologia,70,0.711,147,8.4,0.082,3,30-49,Urgência
2022,11,Hospital Maternidade Vida,Neurologia,49,0.88,75,4.6,0.055,2,15-29,Eletiva
2022,11,Hospital Maternidade Vida,Pediatria,30,0.723,42,,0.102,1,15-29,Eletiva
2022,11,Hospital Maternidade Vida,Ortopedia,55,0.673,109,1.9,0.106,4,15-29,Urgência
2022,11,Hospital Maternidade Vida,Cardiologia,27,0.827,50,4.3,0.107,2,30-49,Eletiva
2022,11,Hospital Pronto-Socorro 24h,Obstetrícia,38,0.622,68,5.8,0.132,1,15-29,Urgência
2022,11,Hospital Pronto-Socorro 24h,Oncologia,41,0.647,75,1.7,0.112,3,30-49,Urgência
2022,11,Hospital Pronto-Socorro 24h,Neurologia,45,0.657,60,4.3,0.055,2,15-29,Eletiva
2022,11,Hospital Clínica Esperança,Ortopedia,63,0.696,99,4.6,0.092,4,65+,Urgência
2022,11,Hospital Clínica Esperança,Clínica Médica,78,0.66,132,3.3,0.044,4,0-14,Urgência
2022,11,Hospital Clínica Esperança,Neurologia,42,0.523,61,11.0,0.135,2,50-64,Urgência
2022,11,Hospital Clínica Esperança,Cardiologia,71,0.653,120,6.0,0.132,1,50-64,Eletiva
2022,11,Hospital Clínica Esperança,Oncologia,73,0.677,89,4.9,0.001,3,30-49,Urgência
2022,11,Hospital Hospital do Coração,Cirurgia Geral,55,0.569,89,6.3,0.104,5,30-49,Urgência
2022,11,Hospital Hospital do Coração,Clínica Médica,22,0.765,40,3.6,0.014,1,15-29,Urgência
2022,11,Hospital Hospital do Coração,Ortopedia,70,0.814,167,5.5,0.103,2,30-49,Urgência
2022,11,Hospital Hospital do Coração,Pediatria,31,0.537,31,5.7,0.104,1,0-14,Urgência
2022,11,Hospital Hospital do Coração,Obstetrícia,57,0.593,63,5.8,0.038,0,0-14,Urgência
2022,11,Hospital Hospital do Coração,Neurologia,52,0.718,70,5.0,0.06,1,50-64,Eletiva
2022,11,Hospital Oncológico,Pediatria,60,0.816,94,4.3,0.0,2,65+,Eletiva
2022,11,Hospital Oncológico,Clínica Médica,69,0.578,95,2.4,0.098,3,30-49,Urgência
2022,11,Hospital Oncológico,Oncologia,37,0.648,39,2.0,0.015,0,0-14,Eletiva
2022,11,Hospital Oncológico,Obstetrícia,53,0.679,76,9.8,0.101,1,15-29,Eletiva
2022,11,Hospital Oncológico,Ortopedia,52,0.734,108,7.1,0.023,1,65+,Urgência
2022,11,Hospital Infantil Anjo,Oncologia,42,0.677,77,7.7,0.122,1,30-49,Eletiva
2022,11,Hospital Infantil Anjo,Clínica Médica,65,0.653,71,9.4,0.123,3,15-29,Urgência
2022,11,Hospital Infantil Anjo,Neurologia,28,0.804,48,12.3,0.082,1,0-14,Urgência
2022,11,Hospital Infantil Anjo,Cirurgia Geral,68,0.648,68,6.2,0.051,0,50-64,Urgência
2022,11,Hospital Infantil Anjo,Obstetrícia,78,0.719,140,6.4,0.082,0,65+,Eletiva
2022,11,Hospital Infantil Anjo,Cardiologia,57,0.782,90,4.6,0.145,4,30-49,Urgência
2022,11,Hospital Ortopédico Plus,Pediatria,52,0.67,82,5.0,0.108,2,15-29,Urgência
2022,11,Hospital Ortopédico Plus,Neurologia,30,0.841,74,3.7,0.103,2,65+,Urgência
2022,11,Hospital Ortopédico Plus,Cardiologia,43,0.695,75,4.0,0.139,3,50-64,Urgência
2022,11,Hospital Ortopédico Plus,Obstetrícia,33,0.598,52,5.3,0.062,2,65+,Eletiva
2022,11,Hospital Ortopédico Plus,Cirurgia Geral,51,0.734,87,1.6,0.115,2,0-14,Urgência
2022,11,Hospital Saúde Mental,Oncologia,34,0.626,59,4.8,0.086,2,50-64,Urgência
2022,11,Hospital Saúde Mental,Cardiologia,31,0.899,69,5.8,0.041,2,0-14,Urgência
2022,11,Hospital Saúde Mental,Obstetrícia,29,0.574,49,7.9,0.075,0,15-29,Urgência
2022,11,Hospital Saúde Mental,Pediatria,43,0.828,85,5.1,0.1,2,50-64,Urgência
2022,11,Hospital Saúde Mental,Ortopedia,37,0.739,65,1.3,0.083,0,50-64,Urgência
2022,12,Hospital São José,Neurologia,26,0.82,39,7.5,0.089,1,0-14,Urgência
2022,12,Hospital São José,Ortopedia,51,0.58,61,1.0,0.07,1,65+,Urgência
2022,12,Hospital São José,Cardiologia,68,0.898,161,7.4,0.087,3,50-64,Urgência
2022,12,Hospital São José,Pediatria,52,0.712,103,7.8,0.0,1,0-14,Urgência
2022,12,Hospital São José,Cirurgia Geral,76,0.822,123,4.2,0.048,5,0-14,Eletiva
2022,12,Hospital São José,Oncologia,55,0.608,94,1.8,0.102,4,30-49,Urgência
2022,12,Hospital Santa Casa,Cirurgia Geral,55,0.807,92,3.1,0.0,2,65+,Urgência
2022,12,Hospital Santa Casa,Cardiologia,69,0.824,87,5.2,0.153,3,30-49,Urgência
2022,12,Hospital Santa Casa,Obstetrícia,68,0.805,90,4.1,0.059,3,30-49,Urgência
2022,12,Hospital Santa Casa,Ortopedia,62,0.723,88,7.3,0.133,3,30-49,Urgência
2022,12,Hospital Santa Casa,Neurologia,41,0.792,50,8.2,0.057,0,65+,Urgência
2022,12,Hospital Santa Casa,Oncologia,37,0.854,48,5.9,0.059,2,30-49,Urgência
2022,12,Hospital Regional Norte,Cirurgia Geral,52,0.787,71,2.1,0.048,4,15-29,Urgência
2022,12,Hospital Regional Norte,Obstetrícia,60,0.841,139,1.9,0.048,3,0-14,Urgência
2022,12,Hospital Regional Norte,Neurologia,56,0.65,95,6.5,0.145,4,0-14,Urgência
2022,12,Hospital Regional Norte,Oncologia,37,0.917,75,7.3,0.098,4,30-49,Urgência
2022,12,Hospital Regional Norte,Pediatria,47,0.666,66,3.6,0.08,3,65+,Eletiva
2022,12,Hospital Regional Norte,Cardiologia,76,0.906,192,6.0,0.055,4,50-64,Urgência
2022,12,Hospital Regional Sul,Clínica Médica,35,0.827,56,8.6,0.048,1,0-14,Eletiva
2022,12,Hospital Regional Sul,Cardiologia,74,0.529,96,7.9,0.078,4,50-64,Eletiva
2022,12,Hospital Regional Sul,Cirurgia Geral,27,0.737,53,6.0,0.063,2,50-64,Urgência
2022,12,Hospital Regional Sul,Pediatria,61,0.787,91,4.6,0.149,3,30-49,Eletiva
2022,12,Hospital Regional Sul,Ortopedia,61,0.906,123,1.0,0.159,4,0-14,Urgência
2022,12,Hospital Regional Sul,Oncologia,58,0.707,120,6.4,0.128,1,0-14,Urgência
2022,12,Hospital Universitário,Ortopedia,79,0.849,158,8.0,0.088,1,50-64,Urgência
2022,12,Hospital Universitário,Clínica Médica,35,0.553,38,3.0,0.112,0,15-29,Urgência
2022,12,Hospital Universitário,Cardiologia,33,0.766,74,6.7,0.052,2,65+,Urgência
2022,12,Hospital Universitário,Obstetrícia,51,0.538,45,4.7,0.036,1,15-29,Urgência
2022,12,Hospital Municipal Centro,Obstetrícia,72,0.658,135,8.9,0.144,4,0-14,Eletiva
2022,12,Hospital Municipal Centro,Ortopedia,36,0.622,65,4.8,0.032,3,0-14,Eletiva
2022,12,Hospital Municipal Centro,Oncologia,74,0.706,153,5.6,0.16,2,30-49,Urgência
2022,12,Hospital Municipal Centro,Pediatria,79,0.759,108,3.9,0.149,0,30-49,Urgência
2022,12,Hospital Municipal Leste,Cardiologia,72,0.746,139,2.6,0.112,3,50-64,Urgência
2022,12,Hospital Municipal Leste,Neurologia,72,0.77,88,7.1,0.023,3,65+,Urgência
2022,12,Hospital Municipal Leste,Clínica Médica,49,0.651,78,1.5,0.098,3,15-29,Urgência
2022,12,Hospital Maternidade Vida,Ortopedia,30,0.72,57,9.5,0.067,1,65+,Urgência
2022,12,Hospital Maternidade Vida,Obstetrícia,70,0.842,165,4.5,0.097,6,65+,Urgência
2022,12,Hospital Maternidade Vida,Pediatria,71,0.71,103,6.5,0.049,4,65+,Eletiva
2022,12,Hospital Maternidade Vida,Neurologia,21,0.977,50,3.7,0.019,0,50-64,Eletiva
2022,12,Hospital Maternidade Vida,Clínica Médica,36,0.698,52,4.1,0.052,1,0-14,Urgência
2022,12,Hospital Maternidade Vida,Oncologia,30,0.777,60,5.1,0.0,2,50-64,Urgência
2022,12,Hospital Pronto-Socorro 24h,Ortopedia,32,0.927,56,4.0,0.079,0,50-64,Eletiva
2022,12,Hospital Pronto-Socorro 24h,Obstetrícia,58,0.768,115,10.1,0.089,4,15-29,Urgência
2022,12,Hospital Pronto-Socorro 24h,Cirurgia Geral,38,0.807,66,5.2,0.081,3,50-64,Urgência
2022,12,Hospital Clínica Esperança,Oncologia,64,0.654,86,6.5,0.032,3,0-14,Urgência
2022,12,Hospital Clínica Esperança,Cirurgia Geral,55,0.821,83,6.3,0.193,0,65+,Urgência
2022,12,Hospital Clínica Esperança,Pediatria,20,0.716,27,9.0,0.05,1,65+,Urgência
2022,12,Hospital Hospital do Coração,Cardiologia,79,0.648,83,7.9,0.069,1,30-49,Urgência
2022,12,Hospital Hospital do Coração,Cirurgia Geral,40,0.78,87,5.9,0.114,0,50-64,Urgência
2022,12,Hospital Hospital do Coração,Oncologia,77,0.838,170,3.1,0.077,7,15-29,Urgência
2022,12,Hospital Hospital do Coração,Ortopedia,67,0.924,106,5.4,0.115,1,50-64,Urgência
2022,12,Hospital Oncológico,Pediatria,22,0.65,31,5.8,0.143,1,50-64,Urgência
2022,12,Hospital Oncológico,Clínica Médica,48,0.603,64,8.6,0.003,2,15-29,Urgência
2022,12,Hospital Oncológico,Cirurgia Geral,42,0.921,68,8.3,,3,30-49,Eletiva
2022,12,Hospital Oncológico,Obstetrícia,57,0.731,110,5.5,0.118,6,15-29,Urgência
2022,12,Hospital Infantil Anjo,Obstetrícia,63,0.781,101,5.4,0.097,2,30-49,Eletiva
2022,12,Hospital Infantil Anjo,Clínica Médica,21,0.917,47,7.8,0.0,1,65+,Urgência
2022,12,Hospital Infantil Anjo,Pediatria,41,0.892,107,4.8,0.051,5,65+,Eletiva
2022,12,Hospital Ortopédico Plus,Clínica Médica,40,0.779,72,1.6,0.066,1,30-49,Eletiva
2022,12,Hospital Ortopédico Plus,Neurologia,35,0.955,54,4.4,0.094,1,50-64,Urgência
2022,12,Hospital Ortopédico Plus,Obstetrícia,61,0.723,74,1.9,0.038,2,30-49,Eletiva
2022,12,Hospital Ortopédico Plus,Pediatria,42,0.605,57,1.4,0.0,1,50-64,Urgência
2022,12,Hospital Saúde Mental,Cirurgia Geral,60,0.689,83,,0.052,2,15-29,Urgência
2022,12,Hospital Saúde Mental,Neurologia,53,0.62,63,3.3,0.0,2,50-64,Urgência
2022,12,Hospital Saúde Mental,Ortopedia,29,0.901,50,5.1,0.08,2,65+,Urgência
2022,12,Hospital Saúde Mental,Pediatria,55,0.752,68,5.9,0.064,2,65+,Urgência
2022,12,Hospital Saúde Mental,Oncologia,42,0.718,68,6.5,0.124,3,15-29,Eletiva
2022,12,Hospital Saúde Mental,Obstetrícia,73,0.681,139,6.1,0.064,6,50-64,Urgência
2023,1,Hospital São José,Obstetrícia,25,0.717,50,,0.119,2,0-14,Urgência
2023,1,Hospital São José,Neurologia,27,0.895,52,5.8,0.032,2,65+,Urgência
2023,1,Hospital São José,Cirurgia Geral,39,0.482,38,1.0,0.052,0,50-64,Urgência
2023,1,Hospital São José,Oncologia,25,0.734,30,5.8,0.186,1,0-14,Eletiva
2023,1,Hospital São José,Cardiologia,50,0.617,66,2.6,0.03,0,15-29,Urgência
2023,1,Hospital Santa Casa,Oncologia,27,0.755,52,6.7,0.124,1,50-64,Eletiva
2023,1,Hospital Santa Casa,Cirurgia Geral,32,0.657,43,10.0,0.071,1,50-64,Urgência
2023,1,Hospital Santa Casa,Ortopedia,74,0.562,108,5.6,0.091,3,50-64,Urgência
2023,1,Hospital Santa Casa,Obstetrícia,52,0.581,76,3.6,0.099,1,0-14,Urgência
2023,1,Hospital Santa Casa,Clínica Médica,47,0.585,52,4.0,0.03,0,0-14,Urgência
2023,1,Hospital Regional Norte,Oncologia,38,0.7,57,2.7,0.027,1,30-49,Urgência
2023,1,Hospital Regional Norte,Obstetrícia,28,0.863,50,2.8,0.0,2,30-49,Urgência
2023,1,Hospital Regional Norte,Ortopedia,71,0.79,101,5.2,,2,50-64,Eletiva
2023,1,Hospital Regional Norte,Clínica Médica,31,0.771,39,8.7,0.0,2,30-49,Eletiva
2023,1,Hospital Regional Norte,Cirurgia Geral,33,0.3,20,55.3,0.076,1,15-29,Urgência
2023,1,Hospital Regional Sul,Obstetrícia,59,0.743,97,8.7,0.15,2,0-14,Urgência
2023,1,Hospital Regional Sul,Ortopedia,77,0.827,144,8.6,0.05,1,50-64,Urgência
2023,1,Hospital Regional Sul,Clínica Médica,73,0.732,142,1.0,0.019,1,0-14,Urgência
2023,1,Hospital Universitário,Pediatria,75,0.751,146,7.8,0.062,0,50-64,Urgência
2023,1,Hospital Universitário,Obstetrícia,29,0.655,32,3.7,0.105,0,50-64,Urgência
2023,1,Hospital Universitário,Clínica Médica,35,0.789,53,3.1,0.095,2,50-64,Urgência
2023,1,Hospital Municipal Centro,Pediatria,70,0.75,111,10.0,0.043,4,65+,Urgência
2023,1,Hospital Municipal Centro,Neurologia,80,0.786,95,5.8,0.113,0,0-14,Urgência
2023,1,Hospital Municipal Centro,Cardiologia,40,0.552,47,8.0,0.071,1,15-29,Urgência
2023,1,Hospital Municipal Centro,Ortopedia,60,0.933,157,4.9,0.121,4,65+,Urgência
2023,1,Hospital Municipal Leste,Obstetrícia,64,0.578,104,7.5,0.041,1,50-64,Urgência
2023,1,Hospital Municipal Leste,Clínica Médica,76,0.786,159,2.2,0.092,4,65+,Urgência
2023,1,Hospital Municipal Leste,Pediatria,44,0.689,51,1.4,0.113,1,0-14,Urgência
2023,1,Hospital Municipal Leste,Cardiologia,53,0.628,51,8.5,0.118,0,30-49,Eletiva
2023,1,Hospital Municipal Leste,Cirurgia Geral,73,0.749,163,1.5,0.091,5,30-49,Urgência
2023,1,Hospital Maternidade Vida,Cirurgia Geral,39,0.709,55,5.4,0.086,3,65+,Eletiva
2023,1,Hospital Maternidade Vida,Clínica Médica,42,0.666,76,9.0,,2,50-64,Eletiva
2023,1,Hospital Maternidade Vida,Obstetrícia,26,0.645,45,8.4,0.068,1,50-64,Urgência
2023,1,Hospital Maternidade Vida,Neurologia,25,0.826,34,6.9,0.084,1,65+,Urgência
2023,1,Hospital Maternidade Vida,Ortopedia,57,0.526,84,3.9,0.031,1,50-64,Urgência
2023,1,Hospital Pronto-Socorro 24h,Pediatria,49,0.849,116,8.3,0.1,4,50-64,Urgência
2023,1,Hospital Pronto-Socorro 24h,Cirurgia Geral,67,0.805,155,8.2,0.137,7,0-14,Urgência
2023,1,Hospital Pronto-Socorro 24h,Cardiologia,43,0.689,51,5.2,0.0,3,30-49,Urgência
2023,1,Hospital Pronto-Socorro 24h,Neurologia,51,0.786,107,5.7,0.0,4,30-49,Urgência
2023,1,Hospital Pronto-Socorro 24h,Ortopedia,33,0.8,39,9.2,0.066,1,0-14,Urgência
2023,1,Hospital Pronto-Socorro 24h,Oncologia,50,0.581,82,,0.089,1,65+,Eletiva
2023,1,Hospital Clínica Esperança,Oncologia,29,0.791,61,3.8,0.059,1,15-29,Urgência
2023,1,Hospital Clínica Esperança,Neurologia,41,0.428,49,3.9,0.075,0,15-29,Urgência
2023,1,Hospital Clínica Esperança,Ortopedia,56,0.579,63,2.4,0.045,0,0-14,Eletiva
2023,1,Hospital Clínica Esperança,Obstetrícia,59,0.525,90,4.4,0.014,2,65+,Urgência
2023,1,Hospital Hospital do Coração,Pediatria,70,0.782,150,10.0,0.065,4,65+,Urgência
2023,1,Hospital Hospital do Coração,Clínica Médica,45,0.602,78,4.0,0.066,2,0-14,Urgência
2023,1,Hospital Hospital do Coração,Oncologia,44,0.717,52,6.7,0.091,1,30-49,Urgência
2023,1,Hospital Oncológico,Cardiologia,23,0.64,22,,0.117,0,30-49,Eletiva
2023,1,Hospital Oncológico,Ortopedia,46,0.793,106,4.3,0.091,2,15-29,Eletiva
2023,1,Hospital Oncológico,Obstetrícia,51,0.578,86,5.3,0.076,3,65+,Urgência
2023,1,Hospital Oncológico,Cirurgia Geral,24,0.598,26,5.8,0.104,0,65+,Urgência
2023,1,Hospital Infantil Anjo,Pediatria,48,0.867,75,7.3,0.118,2,15-29,Eletiva
2023,1,Hospital Infantil Anjo,Oncologia,54,0.98,123,3.6,0.151,4,65+,Urgência
2023,1,Hospital Infantil Anjo,Cardiologia,61,0.724,128,5.5,0.026,4,50-64,Urgência
2023,1,Hospital Infantil Anjo,Ortopedia,73,0.613,101,3.1,0.143,3,65+,Urgência
2023,1,Hospital Ortopédico Plus,Cirurgia Geral,66,0.629,89,4.8,0.003,0,30-49,Urgência
2023,1,Hospital Ortopédico Plus,Ortopedia,60,0.706,92,9.7,0.083,6,30-49,Eletiva
2023,1,Hospital Ortopédico Plus,Obstetrícia,49,0.824,115,4.9,0.14,6,65+,Urgência
2023,1,Hospital Ortopédico Plus,Clínica Médica,20,0.866,36,3.3,0.129,0,50-64,Urgência
2023,1,Hospital Ortopédico Plus,Oncologia,70,0.844,136,3.0,0.137,1,50-64,Urgência
2023,1,Hospital Saúde Mental,Neurologia,31,0.837,77,1.6,0.107,3,15-29,Urgência
2023,1,Hospital Saúde Mental,Oncologia,20,0.724,27,6.0,0.113,0,0-14,Urgência
2023,1,Hospital Saúde Mental,Cardiologia,71,0.702,111,3.7,0.059,4,65+,Eletiva
2023,1,Hospital Saúde Mental,Pediatria,20,0.794,33,9.9,0.116,0,50-64,Eletiva
2023,1,Hospital Saúde Mental,Ortopedia,55,0.788,108,9.3,,2,65+,Eletiva
2023,2,Hospital São José,Pediatria,74,0.74,146,8.5,0.102,7,65+,Urgência
2023,2,Hospital São José,Oncologia,63,0.597,109,4.5,0.019,0,0-14,Urgência
2023,2,Hospital São José,Cardiologia,47,0.789,62,3.4,0.034,1,65+,Urgência
2023,2,Hospital Santa Casa,Clínica Médica,48,0.672,64,7.8,,0,15-29,Urgência
2023,2,Hospital Santa Casa,Pediatria,24,0.789,37,4.7,0.132,1,0-14,Urgência
2023,2,Hospital Santa Casa,Ortopedia,47,0.777,89,2.4,0.065,3,0-14,Urgência
2023,2,Hospital Santa Casa,Cardiologia,35,0.939,89,4.3,0.051,2,0-14,Urgência
2023,2,Hospital Regional Norte,Oncologia,25,0.98,50,4.6,,0,15-29,Urgência
2023,2,Hospital Regional Norte,Cardiologia,78,0.733,138,4.7,0.063,4,0-14,Urgência
2023,2,Hospital Regional Norte,Clínica Médica,38,0.791,72,3.4,0.012,3,65+,Urgência
2023,2,Hospital Regional Sul,Neurologia,61,0.914,121,3.8,0.068,4,0-14,Urgência
