imovel_id,bairro,tipo_imovel,area_m2,quartos,vagas_garagem,andar,condicao,preco_total,preco_m2,ano_anuncio,mes_anuncio,dias_no_mercado,vendido
IMO-00890,Messejana,Flat/Studio,42,1,1.0,8,Usado,164712.01,3921.71,2023,8,229.0,1
IMO-00891,Parangaba,Apartamento,73,3,1.0,3,Usado,335970.34,4602.33,2023,8,87.0,1
IMO-00892,Aquiraz (Beach Park),Apartamento,75,4,3.0,5,Novo,660692.19,8809.23,2023,4,93.0,1
IMO-00893,Aldeota,Casa,163,4,3.0,0,Usado,1523518.75,9346.74,2024,6,44.0,0
IMO-00894,Caucaia,Apartamento,84,3,2.0,16,Novo,277429.13,3302.73,2023,6,5.0,0
IMO-00895,Montese,Flat/Studio,35,1,1.0,2,Usado,152939.82,4369.71,2024,2,184.0,1
IMO-00896,Fátima,Casa,141,2,3.0,0,Usado,913579.42,6479.29,2022,5,5.0,0
IMO-00897,Parquelândia,Cobertura,178,4,2.0,20,Usado,1191829.16,6695.67,2024,4,110.0,1
IMO-00898,Centro,Casa,95,5,4.0,0,Usado,590446.93,6215.23,2023,1,83.0,0
IMO-00899,Centro,Cobertura,205,4,2.0,29,Usado,838179.6,4088.68,2022,8,141.0,0
IMO-00900,Parquelândia,Flat/Studio,34,1,0.0,12,Usado,228916.31,6732.83,2023,2,5.0,0
IMO-00901,Messejana,Cobertura,256,3,3.0,22,Usado,1018280.4,3977.66,2023,4,7.0,1
IMO-00902,Parquelândia,Casa,195,4,1.0,0,Usado,1485284.66,7616.84,2022,10,235.0,1
IMO-00903,Caucaia,Cobertura,212,4,3.0,24,Usado,636281.14,3001.33,2022,11,,0
IMO-00904,Aquiraz (Beach Park),Apartamento,80,3,1.0,6,Usado,654417.37,8180.22,2024,9,92.0,0
IMO-00905,Papicu,Cobertura,158,3,3.0,25,Usado,1177801.62,7454.44,2022,12,125.0,1
IMO-00906,Aldeota,Casa,136,4,3.0,0,Usado,1528769.11,11240.95,2023,10,383.0,1
IMO-00907,Caucaia,Apartamento,78,3,2.0,14,Usado,254685.72,3265.2,2022,6,141.0,1
IMO-00908,Edson Queiroz,Apartamento,69,3,,8,Novo,686248.72,9945.63,2022,6,232.0,1
IMO-00909,Dionísio Torres,Casa,120,4,1.0,0,Novo,1138084.69,9484.04,2023,5,47.0,0
IMO-00910,Centro,Cobertura,202,4,3.0,22,Usado,865352.9,4283.93,2023,5,169.0,1
IMO-00911,Papicu,Apartamento,85,2,2.0,15,Usado,573372.99,6745.56,2023,4,73.0,0
IMO-00912,Aldeota,Apartamento,82,3,1.0,7,Usado,746201.92,9100.02,2023,1,95.0,1
IMO-00913,Cocó,Apartamento,30,1,1.0,14,Usado,340058.88,11335.3,2022,6,146.0,0
IMO-00914,Maraponga,Casa,117,4,2.0,0,Novo,632618.18,5406.99,2024,7,108.0,1
IMO-00915,Parangaba,Apartamento,49,3,2.0,22,Usado,236519.86,4826.94,2023,11,27.0,1
IMO-00916,Varjota,Apartamento,96,2,2.0,8,Novo,875541.16,9120.22,2024,1,113.0,0
IMO-00917,Fátima,Apartamento,30,3,2.0,13,Novo,269583.81,8986.13,2023,2,107.0,1
IMO-00918,Fátima,Casa,77,2,1.0,0,Novo,604040.64,7844.68,2023,10,,0
IMO-00919,Maraponga,Apartamento,87,4,2.0,11,Usado,415457.34,4775.37,2022,8,5.0,1
IMO-00920,Maraponga,Cobertura,135,5,3.0,29,Usado,561896.47,4162.2,2023,5,60.0,1
IMO-00921,Eusébio,Apartamento,53,4,1.0,6,Usado,237449.29,4480.18,2023,6,5.0,0
IMO-00922,Eusébio,Apartamento,106,3,2.0,15,Novo,827177.81,7803.56,2022,4,62.0,0
IMO-00923,Benfica,Casa,79,4,2.0,0,Usado,466243.6,5901.82,2023,5,63.0,1
IMO-00924,Aldeota,Apartamento,83,4,1.0,15,Usado,844165.66,10170.67,2023,7,129.0,0
IMO-00925,Messejana,Apartamento,77,2,2.0,5,Usado,272642.07,3540.81,2024,2,93.0,1
IMO-00926,Fátima,Cobertura,184,3,4.0,16,Usado,1146594.16,6231.49,2023,8,333.0,1
IMO-00927,Maracanaú,Casa,119,2,2.0,0,Usado,373337.55,3137.29,2023,11,58.0,1
IMO-00928,Parangaba,Casa,213,3,3.0,0,Novo,1193024.72,5601.06,2022,2,237.0,1
IMO-00929,Centro,Apartamento,67,4,2.0,7,Usado,356537.29,5321.45,2023,12,100.0,1
IMO-00930,Maracanaú,Flat/Studio,27,1,1.0,8,Usado,84544.04,3131.26,2023,4,97.0,1
IMO-00931,Centro,Apartamento,105,3,2.0,16,Usado,580687.11,5530.35,2022,8,129.0,0
IMO-00932,Aquiraz (Beach Park),Flat/Studio,29,1,1.0,13,Usado,218752.62,7543.19,2024,6,195.0,0
IMO-00933,Parquelândia,Flat/Studio,29,1,1.0,16,Usado,161846.66,5580.92,2023,6,114.0,1
IMO-00934,Aldeota,Apartamento,72,3,1.0,6,Novo,992800.83,13788.9,2023,12,175.0,0
IMO-00935,Caucaia,Casa,175,3,4.0,0,Usado,412353.9,2356.31,2023,4,59.0,1
IMO-00936,Centro,Apartamento,96,2,2.0,10,Usado,355085.01,3698.8,2024,3,107.0,1
IMO-00937,Fátima,Flat/Studio,34,1,1.0,19,Usado,254164.44,7475.42,2023,1,87.0,1
IMO-00938,Aldeota,Flat/Studio,27,1,0.0,20,Usado,301164.01,11154.22,2024,6,46.0,0
IMO-00939,Caucaia,Apartamento,100,2,1.0,15,Usado,240889.45,2408.89,2023,4,62.0,0
IMO-00940,Aldeota,Apartamento,103,4,2.0,10,Novo,1419024.32,13776.94,2022,3,140.0,1
IMO-00941,Dionísio Torres,Apartamento,61,2,2.0,17,Usado,517534.36,8484.17,2024,9,162.0,0
IMO-00942,Benfica,Apartamento,81,3,1.0,6,Usado,391710.17,4835.93,2024,5,92.0,1
IMO-00943,Aldeota,Apartamento,38,3,1.0,23,Usado,404482.21,10644.27,2024,7,132.0,1
IMO-00944,Fátima,Apartamento,67,3,2.0,5,Usado,449838.52,6714.01,2022,6,200.0,1
IMO-00945,Parangaba,Casa,204,2,4.0,0,Usado,795924.93,3901.59,2023,5,115.0,1
IMO-00946,Aldeota,Casa,80,3,2.0,0,Usado,762600.77,9532.51,2024,4,19.0,1
IMO-00947,Parquelândia,Apartamento,61,3,2.0,8,Usado,412222.5,6757.75,2022,3,56.0,1
IMO-00948,Aquiraz (Beach Park),Casa,139,2,1.0,0,Usado,969230.32,6972.88,2022,1,34.0,0
IMO-00949,Benfica,Casa,87,4,2.0,0,Usado,566419.07,6510.56,2024,12,101.0,0
IMO-00950,Meireles,Apartamento,31,2,1.0,2,Novo,370322.21,11945.88,2024,5,38.0,0
IMO-00951,Edson Queiroz,Apartamento,57,2,1.0,23,Usado,474521.79,8324.94,2024,7,18.0,1
IMO-00952,Centro,Apartamento,75,3,1.0,7,Novo,481688.29,6422.51,2024,11,52.0,1
IMO-00953,Aquiraz (Beach Park),Flat/Studio,36,1,0.0,1,Usado,244633.71,6795.38,2022,11,63.0,1
IMO-00954,Eusébio,Apartamento,86,3,3.0,22,Usado,380251.73,4421.53,2024,7,158.0,0
IMO-00955,Dionísio Torres,Casa,228,4,2.0,0,Usado,2646533.72,11607.6,2023,1,109.0,1
IMO-00956,Luciano Cavalcante,Apartamento,105,3,2.0,6,Usado,1017718.74,9692.56,2024,8,78.0,0
IMO-00957,Aquiraz (Beach Park),Casa,156,4,3.0,0,Usado,1396165.0,8949.78,2024,11,125.0,1
IMO-00958,Eusébio,Apartamento,71,3,3.0,22,Usado,367221.47,5172.13,2023,6,76.0,1
IMO-00959,Maracanaú,Apartamento,108,3,1.0,5,Novo,317550.0,2940.28,2023,5,98.0,0
IMO-00960,Aquiraz (Beach Park),Flat/Studio,30,1,0.0,6,Usado,179585.45,5986.18,2023,10,109.0,0
IMO-00961,Benfica,Apartamento,72,3,3.0,19,Usado,422118.02,5862.75,2022,2,103.0,1
IMO-00962,Edson Queiroz,Apartamento,86,3,1.0,22,Novo,621189.43,7223.13,2022,1,87.0,0
IMO-00963,Varjota,Flat/Studio,41,1,0.0,14,Novo,465686.92,11358.22,2023,1,103.0,1
IMO-00964,Maraponga,Apartamento,100,2,1.0,25,Usado,412580.78,4125.81,2024,6,5.0,0
IMO-00965,Varjota,Flat/Studio,26,1,1.0,17,Novo,310508.54,11942.64,2024,12,67.0,1
IMO-00966,Edson Queiroz,Casa,154,4,2.0,0,Novo,1189156.7,7721.8,2024,11,21.0,0
IMO-00967,Cocó,Apartamento,52,1,1.0,25,Usado,477163.93,9176.23,2023,1,121.0,0
IMO-00968,Dionísio Torres,Apartamento,50,3,1.0,3,Usado,365305.3,7306.11,2022,3,31.0,1
IMO-00969,Benfica,Casa,160,5,2.0,0,Usado,1032548.62,6453.43,2023,12,121.0,1
IMO-00970,Fátima,Apartamento,49,4,1.0,5,Usado,297767.36,6076.88,2024,11,188.0,1
IMO-00971,Varjota,Apartamento,87,3,1.0,13,Novo,727593.51,8363.14,2023,1,107.0,0
IMO-00972,Papicu,Flat/Studio,33,1,0.0,7,Usado,169221.4,5127.92,2022,5,25.0,1
IMO-00973,Maraponga,Casa,103,4,2.0,0,Novo,466076.44,4525.01,2024,1,55.0,1
IMO-00974,Aldeota,Apartamento,75,3,3.0,16,Usado,910111.86,12134.82,2023,5,102.0,1
IMO-00975,Centro,Cobertura,158,5,3.0,29,Usado,901635.73,5706.56,2023,4,5.0,1
IMO-00976,Papicu,Apartamento,69,3,1.0,13,Novo,575423.42,8339.47,2024,8,211.0,1
IMO-00977,Fátima,Apartamento,68,2,1.0,11,Usado,392406.79,5770.69,2023,5,95.0,0
IMO-00978,Benfica,Casa,61,4,1.0,0,Novo,440909.73,7228.03,2024,9,106.0,1
IMO-00979,Parquelândia,Apartamento,68,2,2.0,6,Usado,470902.33,6925.03,2024,12,169.0,1
IMO-00980,Maraponga,Apartamento,63,1,1.0,23,Usado,320155.66,5081.84,2024,6,103.0,0
IMO-00981,Maraponga,Apartamento,71,3,1.0,24,Usado,320797.98,4518.28,2022,10,125.0,1
IMO-00982,Papicu,Apartamento,104,2,3.0,4,Novo,704439.54,6773.46,2023,1,125.0,1
IMO-00983,Aldeota,Apartamento,66,3,2.0,22,Usado,791016.79,11985.1,2022,11,53.0,1
IMO-00984,Aquiraz (Beach Park),Cobertura,152,3,3.0,21,Novo,1218230.5,8014.67,2024,2,253.0,0
IMO-00985,Parquelândia,Apartamento,42,3,2.0,3,Usado,247401.23,5890.51,2023,8,13.0,1
IMO-00986,Messejana,Cobertura,253,4,4.0,15,Novo,939474.62,3713.34,2024,11,86.0,1
IMO-00987,Papicu,Apartamento,55,2,2.0,1,Usado,369157.42,6711.95,2022,3,5.0,1
IMO-00988,Maraponga,Apartamento,66,3,3.0,12,Usado,187016.18,2833.58,2023,10,73.0,1
IMO-00989,Eusébio,Apartamento,88,2,1.0,17,Usado,465613.96,5291.07,2024,1,122.0,0
IMO-00990,Maraponga,Apartamento,65,3,1.0,10,Usado,313242.19,4819.11,2023,6,122.0,0
IMO-00991,Cocó,Cobertura,232,4,4.0,25,Usado,2909976.85,12543.0,2024,3,203.0,1
IMO-00992,Meireles,Casa,60,4,2.0,0,Novo,845684.02,14094.73,2022,11,5.0,0
IMO-00993,Montese,Apartamento,109,3,2.0,4,Usado,498148.02,4570.17,2024,7,39.0,1
IMO-00994,Aldeota,Flat/Studio,39,1,0.0,13,Novo,466044.99,11949.87,2024,11,34.0,0
IMO-00995,Meireles,Apartamento,93,4,1.0,15,Novo,1673276.6,17992.22,2023,12,,1
IMO-00996,Benfica,Apartamento,88,2,1.0,12,Usado,390846.47,4441.44,2023,10,118.0,1
IMO-00997,Cocó,Apartamento,99,3,1.0,12,Usado,788957.2,7969.26,2024,6,57.0,0
IMO-00998,Edson Queiroz,Casa,253,3,2.0,0,Usado,1570464.14,6207.37,2024,11,93.0,1
IMO-00999,Papicu,Flat/Studio,34,1,1.0,4,Usado,274052.94,8060.38,2024,7,33.0,1
IMO-01000,Meireles,Apartamento,75,1,2.0,19,Novo,1149924.3,15332.32,2024,3,77.0,0
IMO-01001,Dionísio Torres,Apartamento,101,3,2.0,9,Usado,708892.1,7018.73,2023,12,130.0,1
IMO-01002,Maraponga,Casa,176,3,3.0,0,Novo,795294.63,4518.72,2022,3,65.0,0
IMO-01003,Maracanaú,Apartamento,39,2,2.0,2,Usado,115824.18,2969.85,2024,4,24.0,1
IMO-01004,Luciano Cavalcante,Apartamento,66,3,2.0,23,Usado,715024.62,10833.71,2023,1,105.0,1
IMO-01005,Messejana,Apartamento,65,3,2.0,3,Usado,271757.45,4180.88,2023,9,145.0,0
IMO-01006,Messejana,Apartamento,89,1,2.0,15,Novo,413722.22,4648.56,2023,4,5.0,0
IMO-01007,Meireles,Apartamento,30,1,2.0,20,Usado,414645.89,13821.53,2024,7,55.0,1
IMO-01008,Eusébio,Cobertura,203,5,2.0,28,Usado,1412948.9,6960.34,2022,12,95.0,0
IMO-01009,Messejana,Casa,163,3,,0,Novo,694151.11,4258.6,2024,6,118.0,1
IMO-01010,Fátima,Casa,166,3,2.0,0,Usado,899784.98,5420.39,2022,12,75.0,0
IMO-01011,Maracanaú,Apartamento,56,4,2.0,3,Usado,159103.38,2841.13,2024,6,94.0,1
IMO-01012,Parquelândia,Apartamento,69,3,2.0,20,Usado,518367.02,7512.57,2023,6,,0
IMO-01013,Aquiraz (Beach Park),Apartamento,40,2,2.0,3,Usado,284002.61,7100.07,2023,5,140.0,1
IMO-01014,Luciano Cavalcante,Casa,159,5,2.0,0,Usado,1522312.22,9574.29,2024,4,137.0,0
IMO-01015,Maraponga,Cobertura,199,4,,25,Usado,1083292.1,5443.68,2024,4,7.0,1
IMO-01016,Centro,Apartamento,30,3,2.0,5,Novo,170966.38,5698.88,2022,9,56.0,1
IMO-01017,Cocó,Apartamento,50,2,1.0,6,Usado,555453.74,11109.07,2024,9,171.0,0
IMO-01018,Varjota,Apartamento,66,3,2.0,17,Usado,691527.37,10477.69,2022,11,111.0,1
IMO-01019,Aquiraz (Beach Park),Apartamento,68,2,2.0,3,Usado,525881.06,7733.55,2022,2,93.0,1
IMO-01020,Meireles,Apartamento,63,2,2.0,1,Usado,745647.56,11835.68,2023,2,103.0,1
IMO-01021,Centro,Apartamento,80,3,2.0,24,Usado,490133.77,6126.67,2024,3,155.0,0
IMO-01022,Papicu,Apartamento,85,2,2.0,11,Novo,684009.95,8047.18,2023,2,205.0,1
IMO-01023,Benfica,Apartamento,77,4,1.0,6,Novo,518737.84,6736.86,2023,11,59.0,0
IMO-01024,Cocó,Apartamento,87,1,2.0,24,Usado,1097841.21,12618.86,2023,6,106.0,1
IMO-01025,Parquelândia,Apartamento,62,3,2.0,18,Usado,426103.97,6872.64,2023,10,46.0,1
IMO-01026,Aldeota,Apartamento,71,4,3.0,25,Usado,725731.48,10221.57,2023,2,102.0,1
IMO-01027,Luciano Cavalcante,Flat/Studio,26,1,1.0,6,Usado,199299.73,7665.37,2022,10,47.0,1
IMO-01028,Parquelândia,Apartamento,111,4,1.0,4,Usado,696193.89,6272.02,2023,10,150.0,1
IMO-01029,Aquiraz (Beach Park),Apartamento,57,3,2.0,25,Novo,418955.74,7350.1,2023,4,63.0,1
IMO-01030,Cocó,Apartamento,37,3,2.0,11,Novo,392055.09,10596.08,2023,6,119.0,0
IMO-01031,Maraponga,Apartamento,48,1,1.0,15,Usado,186019.04,3875.4,2023,9,214.0,1
IMO-01032,Edson Queiroz,Apartamento,99,4,3.0,21,Novo,907808.66,9169.78,2024,12,103.0,1
IMO-01033,Messejana,Apartamento,67,3,1.0,15,Novo,249075.26,3717.54,2023,5,142.0,0
IMO-01034,Edson Queiroz,Casa,200,4,3.0,0,Novo,1867834.93,9339.17,2022,3,37.0,1
IMO-01035,Montese,Apartamento,47,3,1.0,21,Novo,226493.43,4819.01,2023,3,114.0,1
IMO-01036,Papicu,Apartamento,89,2,3.0,4,Usado,570987.46,6415.59,2022,2,75.0,0
IMO-01037,Maracanaú,Apartamento,64,3,2.0,7,Usado,215259.39,3363.43,2024,12,114.0,1
IMO-01038,Papicu,Casa,134,2,3.0,0,Usado,887088.13,6620.06,2022,10,97.0,1
IMO-01039,Varjota,Apartamento,77,3,1.0,11,Usado,784710.71,10191.05,2022,6,73.0,1
IMO-01040,Edson Queiroz,Apartamento,110,2,,8,Novo,932621.92,8478.38,2023,3,89.0,1
IMO-01041,Luciano Cavalcante,Casa,198,4,4.0,0,Novo,1716916.85,8671.3,2023,8,253.0,0
IMO-01042,Parangaba,Casa,83,4,4.0,0,Usado,326513.74,3933.9,2024,1,5.0,1
IMO-01043,Edson Queiroz,Cobertura,190,4,2.0,24,Usado,1522547.91,8013.41,2022,1,236.0,0
IMO-01044,Parangaba,Cobertura,119,4,4.0,19,Novo,610896.19,5133.58,2024,3,115.0,1
IMO-01045,Fátima,Apartamento,70,3,3.0,21,Usado,579883.77,8284.05,2024,3,28.0,1
IMO-01046,Fátima,Apartamento,138,1,2.0,18,Usado,988859.93,7165.65,2024,2,5.0,1
IMO-01047,Montese,Apartamento,78,3,1.0,2,Novo,436150.19,5591.67,2022,8,175.0,1
IMO-01048,Messejana,Casa,86,3,2.0,0,Novo,433363.35,5039.11,2023,9,50.0,1
IMO-01049,Montese,Apartamento,102,2,1.0,13,Usado,472645.99,4633.78,2023,12,142.0,1
IMO-01050,Edson Queiroz,Cobertura,172,4,3.0,28,Novo,1657553.19,9636.94,2024,12,64.0,1
IMO-01051,Edson Queiroz,Apartamento,64,1,1.0,5,Usado,570745.47,8917.9,2023,12,90.0,0
IMO-01052,Fátima,Casa,266,4,2.0,0,Usado,2313058.45,8695.71,2024,12,145.0,1
IMO-01053,Varjota,Flat/Studio,33,1,1.0,11,Usado,305486.68,9257.17,2024,9,78.0,0
IMO-01054,Meireles,Apartamento,89,3,1.0,15,Usado,898723.08,10098.01,2023,9,45.0,0
IMO-01055,Luciano Cavalcante,Apartamento,73,3,2.0,9,Novo,704685.17,9653.22,2024,5,87.0,1
IMO-01056,Dionísio Torres,Apartamento,119,4,1.0,24,Usado,1046535.47,8794.42,2022,6,172.0,1
IMO-01057,Fátima,Casa,156,4,2.0,0,Novo,1562655.59,10017.02,2024,11,176.0,0
IMO-01058,Edson Queiroz,Apartamento,48,2,3.0,6,Usado,309689.62,6451.87,2023,2,5.0,1
IMO-01059,Parquelândia,Apartamento,79,4,2.0,19,Usado,513523.32,6500.3,2024,12,72.0,1
IMO-01060,Montese,Casa,200,4,1.0,0,Usado,977366.46,4886.83,2022,6,136.0,1
IMO-01061,Fátima,Apartamento,78,3,3.0,1,Novo,608001.62,7794.89,2023,4,132.0,0
IMO-01062,Varjota,Apartamento,86,3,1.0,21,Usado,608479.74,7075.35,2024,3,99.0,0
IMO-01063,Eusébio,Apartamento,83,2,3.0,1,Usado,551816.97,6648.4,2023,9,89.0,1
IMO-01064,Fátima,Casa,92,3,3.0,0,Usado,652658.64,7094.12,2024,1,104.0,1
IMO-01065,Maracanaú,Apartamento,92,3,1.0,9,Novo,251375.87,2732.35,2023,3,8.0,1
IMO-01066,Papicu,Cobertura,197,3,2.0,20,Usado,1412738.42,7171.26,2022,1,173.0,1
IMO-01067,Messejana,Apartamento,52,3,2.0,19,Novo,275567.37,5299.37,2023,3,104.0,0
IMO-01068,Aldeota,Cobertura,126,5,3.0,28,Usado,1075324.5,8534.32,2023,1,113.0,1
IMO-01069,Cocó,Cobertura,132,5,3.0,20,Usado,1385474.88,10496.02,2023,6,102.0,1
IMO-01070,Parangaba,Casa,147,3,,0,Novo,562846.07,3828.88,2023,5,72.0,1
IMO-01071,Benfica,Apartamento,65,3,1.0,1,Novo,430272.69,6619.58,2024,8,39.0,1
IMO-01072,Meireles,Apartamento,97,3,2.0,15,Novo,1503442.28,15499.4,2022,6,86.0,0
IMO-01073,Maracanaú,Casa,90,3,2.0,0,Usado,228352.61,2537.25,2023,5,128.0,1
IMO-01074,Fátima,Flat/Studio,31,1,1.0,1,Novo,235814.75,7606.93,2022,12,216.0,1
IMO-01075,Parquelândia,Apartamento,64,2,1.0,8,Novo,338315.02,5286.17,2024,5,16.0,1
IMO-01076,Meireles,Apartamento,73,4,,9,Novo,983428.48,13471.62,2024,9,83.0,1
IMO-01077,Messejana,Flat/Studio,48,1,1.0,2,Novo,202943.77,4228.0,2024,5,154.0,0
IMO-01078,Meireles,Casa,267,4,3.0,0,Usado,2374853.49,8894.58,2024,11,,1
IMO-01079,Parangaba,Casa,183,3,2.0,0,Usado,675588.77,3691.74,2022,10,157.0,1
IMO-01080,Aldeota,Apartamento,92,2,1.0,5,Novo,1408451.11,15309.25,2023,10,92.0,1
IMO-01081,Fátima,Apartamento,119,3,1.0,4,Novo,1007152.36,8463.47,2023,10,287.0,1
IMO-01082,Parquelândia,Casa,231,2,2.0,0,Usado,1174461.72,5084.25,2022,4,183.0,1
IMO-01083,Maraponga,Apartamento,81,2,3.0,13,Novo,436253.34,5385.84,2024,2,50.0,0
IMO-01084,Cocó,Apartamento,48,4,2.0,2,Novo,530840.14,11059.17,2024,8,51.0,0
IMO-01085,Benfica,Apartamento,53,4,2.0,10,Usado,279793.54,5279.12,2024,7,146.0,0
IMO-01086,Eusébio,Apartamento,53,2,2.0,15,Usado,272406.11,5139.74,2024,9,144.0,1
IMO-01087,Papicu,Apartamento,46,3,2.0,22,Usado,354807.61,7713.21,2022,4,39.0,1
IMO-01088,Aldeota,Apartamento,65,1,3.0,2,Novo,675672.29,10394.96,2024,1,145.0,1
IMO-01089,Maracanaú,Flat/Studio,32,1,1.0,20,Usado,104132.79,3254.15,2022,6,164.0,1
IMO-01090,Aquiraz (Beach Park),Apartamento,72,2,2.0,15,Novo,594775.91,8260.78,2022,11,98.0,0
IMO-01091,Aldeota,Casa,96,2,3.0,0,Usado,1026149.84,10689.06,2024,9,170.0,0
IMO-01092,Dionísio Torres,Apartamento,89,2,1.0,18,Usado,991774.68,11143.54,2023,4,56.0,0
IMO-01093,Papicu,Casa,176,4,2.0,0,Novo,1688569.52,9594.15,2023,1,,1
IMO-01094,Messejana,Apartamento,118,3,3.0,25,Usado,519996.23,4406.75,2022,8,99.0,1
IMO-01095,Maracanaú,Apartamento,71,3,1.0,3,Usado,171671.0,2417.9,2023,11,126.0,1
IMO-01096,Parangaba,Flat/Studio,20,1,1.0,8,Novo,102543.73,5127.19,2023,11,9.0,1
IMO-01097,Parquelândia,Flat/Studio,30,1,1.0,20,Usado,154520.9,5150.7,2024,9,92.0,1
IMO-01098,Cocó,Flat/Studio,44,1,0.0,13,Usado,496980.0,11295.0,2024,7,58.0,1
IMO-01099,Aquiraz (Beach Park),Casa,105,2,2.0,0,Novo,812887.96,7741.79,2023,3,104.0,1
IMO-01100,Dionísio Torres,Apartamento,55,3,2.0,12,Novo,599168.38,10893.97,2023,9,48.0,1
IMO-01101,Maraponga,Apartamento,62,3,3.0,19,Usado,264900.52,4272.59,2022,10,,0
IMO-01102,Parangaba,Casa,166,5,3.0,0,Usado,666460.09,4014.82,2022,1,49.0,1
IMO-01103,Eusébio,Casa,178,4,1.0,0,Usado,1289142.42,7242.37,2023,4,60.0,1
IMO-01104,Eusébio,Apartamento,64,3,3.0,16,Usado,451435.38,7053.68,2023,1,78.0,0
IMO-01105,Dionísio Torres,Casa,137,3,3.0,0,Usado,1288523.91,9405.28,2023,11,121.0,1
IMO-01106,Parangaba,Casa,186,4,1.0,0,Usado,751666.39,4041.22,2024,1,62.0,0
IMO-01107,Edson Queiroz,Apartamento,128,2,2.0,7,Usado,1111378.93,8682.65,2023,4,8.0,1
IMO-01108,Cocó,Apartamento,81,2,2.0,19,Usado,907430.34,11202.84,2022,1,5.0,0
IMO-01109,Parquelândia,Casa,186,3,3.0,0,Usado,1171190.13,6296.72,2024,8,121.0,0
IMO-01110,Parquelândia,Apartamento,64,3,2.0,18,Usado,446689.51,6979.52,2023,10,73.0,1
IMO-01111,Dionísio Torres,Apartamento,97,3,1.0,23,Usado,876104.26,9032.0,2023,8,,1
IMO-01112,Benfica,Apartamento,95,3,1.0,2,Usado,542189.15,5707.25,2022,7,152.0,1
IMO-01113,Centro,Casa,207,3,3.0,0,Usado,982060.96,4744.26,2022,6,121.0,1
IMO-01114,Varjota,Cobertura,131,4,2.0,16,Usado,1618799.6,12357.25,2022,11,140.0,0
IMO-01115,Montese,Apartamento,108,4,2.0,5,Novo,562537.0,5208.68,2024,10,89.0,1
IMO-01116,Papicu,Casa,230,4,2.0,0,Novo,1787299.01,7770.87,2024,2,177.0,1
IMO-01117,Dionísio Torres,Apartamento,85,3,2.0,7,Usado,775538.13,9123.98,2023,10,93.0,0
IMO-01118,Aldeota,Flat/Studio,47,1,1.0,7,Usado,660741.74,14058.33,2023,2,108.0,1
IMO-01119,Maracanaú,Apartamento,95,4,1.0,17,Usado,244936.15,2578.28,2024,3,144.0,1
IMO-01120,Messejana,Apartamento,85,2,1.0,18,Novo,388286.0,4568.07,2023,7,58.0,1
IMO-01121,Cocó,Apartamento,64,3,2.0,22,Novo,655114.52,10236.16,2022,3,82.0,0
IMO-01122,Eusébio,Apartamento,56,2,3.0,20,Novo,358273.13,6397.73,2024,2,173.0,1
IMO-01123,Edson Queiroz,Casa,67,4,3.0,0,Usado,557463.25,8320.35,2024,5,5.0,1
IMO-01124,Parquelândia,Casa,87,4,3.0,0,Usado,527051.19,6058.06,2023,4,144.0,0
IMO-01125,Fátima,Apartamento,59,2,1.0,10,Usado,455891.84,7726.98,2023,9,42.0,1
IMO-01126,Benfica,Casa,236,3,2.0,0,Usado,1455516.88,6167.44,2023,12,194.0,0
IMO-01127,Benfica,Casa,177,3,2.0,0,Novo,1177477.07,6652.41,2024,1,50.0,1
IMO-01128,Aquiraz (Beach Park),Apartamento,111,4,,7,Novo,959505.2,8644.19,2024,11,156.0,1
IMO-01129,Parangaba,Apartamento,93,2,1.0,8,Usado,333843.67,3589.72,2022,7,79.0,1
IMO-01130,Messejana,Apartamento,86,3,,1,Usado,399526.19,4645.65,2024,4,129.0,0
IMO-01131,Aquiraz (Beach Park),Apartamento,51,2,1.0,14,Usado,368668.98,7228.8,2023,6,146.0,1
IMO-01132,Papicu,Casa,177,4,1.0,0,Usado,971960.41,5491.3,2022,10,192.0,1
IMO-01133,Varjota,Apartamento,67,3,2.0,10,Novo,610924.44,9118.28,2022,5,97.0,0
IMO-01134,Edson Queiroz,Apartamento,75,4,2.0,17,Novo,800790.7,10677.21,2023,9,106.0,1
IMO-01135,Aquiraz (Beach Park),Apartamento,78,3,2.0,8,Novo,609692.01,7816.56,2022,10,97.0,1
IMO-01136,Eusébio,Apartamento,72,3,2.0,25,Usado,454010.71,6305.7,2022,11,134.0,0
IMO-01137,Parangaba,Apartamento,108,3,2.0,4,Novo,564797.18,5229.6,2022,8,56.0,1
IMO-01138,Fátima,Flat/Studio,33,1,0.0,15,Novo,224993.0,6817.97,2023,12,68.0,1
IMO-01139,Benfica,Apartamento,30,2,2.0,3,Usado,148590.16,4953.01,2024,10,52.0,1
IMO-01140,Maracanaú,Apartamento,60,3,2.0,8,Novo,210355.1,3505.92,2023,10,74.0,0
IMO-01141,Meireles,Apartamento,98,4,2.0,20,Usado,1532782.54,15640.64,2022,1,142.0,0
IMO-01142,Benfica,Apartamento,76,3,2.0,7,Usado,418439.95,5505.79,2023,12,101.0,1
IMO-01143,Benfica,Apartamento,78,3,3.0,2,Novo,385843.06,4946.71,2023,2,60.0,0
IMO-01144,Maracanaú,Flat/Studio,40,1,1.0,20,Usado,134810.55,3370.26,2023,3,7.0,1
IMO-01145,Meireles,Casa,171,2,1.0,0,Usado,2186342.07,12785.63,2022,11,103.0,0
