pedido_id,data_pedido,hora_pedido,categoria,produto_id,preco_unitario,quantidade,valor_total,frete,estado_cliente,status_pedido,nota_avaliacao
PED-001622,2024-05-07,12:51,Moda Feminina,PROD-0351,22.71,1,22.71,5.98,PI,Em trânsito,
PED-001623,2024-07-23,11:17,Eletrônicos,PROD-0471,453.66,1,453.66,39.71,RS,Entregue,4.0
PED-001624,2023-05-06,18:09,Moda Feminina,PROD-0072,46.03,1,46.03,33.07,MG,Entregue,5.0
PED-001625,2024-06-06,17:00,Infantil,PROD-0257,104.17,1,104.17,,RS,Entregue,5.0
PED-001626,2024-01-05,10:23,Moda Masculina,PROD-0272,119.68,1,119.68,26.55,GO,Cancelado,
PED-001627,2023-09-02,07:49,Moda Feminina,PROD-0098,100.37,1,100.37,22.24,PI,Entregue,4.0
PED-001628,2023-12-01,16:55,Casa & Decoração,PROD-0052,246.76,1,246.76,19.41,SP,Devolvido,
PED-001629,2024-03-12,18:32,Casa & Decoração,PROD-0214,233.74,1,233.74,7.39,RJ,Cancelado,
PED-001630,2023-06-26,19:26,Infantil,PROD-0351,108.19,1,108.19,20.46,SP,Entregue,4.0
PED-001631,2024-11-27,14:55,Acessórios,PROD-0307,74.53,1,74.53,12.08,CE,Em trânsito,
PED-001632,2024-10-28,15:25,Eletrônicos,PROD-0009,463.97,1,463.97,13.09,MA,Entregue,2.0
PED-001633,2024-07-21,10:02,Moda Feminina,PROD-0456,40.29,1,40.29,13.3,CE,Entregue,3.0
PED-001634,2024-02-19,11:03,Casa & Decoração,PROD-0042,304.21,1,304.21,16.25,PR,Em trânsito,
PED-001635,2024-10-08,07:51,Acessórios,PROD-0366,50.16,3,150.49,8.8,SP,Entregue,3.0
PED-001636,2024-12-07,07:26,Moda Masculina,PROD-0163,115.24,1,115.24,19.51,SP,Entregue,4.0
PED-001637,2023-11-10,06:48,Moda Feminina,PROD-0459,18.19,2,36.38,11.09,BA,Devolvido,
PED-001638,2024-08-11,11:48,Beleza & Saúde,PROD-0196,100.31,1,100.31,8.19,BA,Devolvido,
PED-001639,2024-02-29,17:47,Esporte & Lazer,PROD-0314,281.18,1,281.18,22.69,CE,Entregue,5.0
PED-001640,2024-11-06,11:32,Beleza & Saúde,PROD-0069,29.83,2,59.66,,BA,Devolvido,
PED-001641,2023-11-16,10:01,Eletrônicos,PROD-0039,307.74,3,923.23,10.9,BA,Entregue,5.0
PED-001642,2024-03-16,11:55,Moda Feminina,PROD-0178,108.8,1,108.8,27.89,PE,Entregue,5.0
PED-001643,2023-09-30,17:54,Beleza & Saúde,PROD-0316,94.25,1,94.25,35.24,RJ,Em trânsito,
PED-001644,2024-06-12,11:10,Moda Masculina,PROD-0049,68.22,3,204.67,22.35,PE,Entregue,5.0
PED-001645,2023-09-16,14:14,Acessórios,PROD-0163,64.63,1,64.63,28.0,PE,Em trânsito,
PED-001646,2024-01-01,10:51,Moda Feminina,PROD-0092,64.28,1,64.28,35.34,MG,Entregue,4.0
PED-001647,2023-06-10,00:50,Moda Feminina,PROD-0349,135.07,1,135.07,28.46,PB,Entregue,1.0
PED-001648,2023-12-29,08:54,Eletrônicos,PROD-0172,409.2,1,409.2,22.2,SP,Entregue,4.0
PED-001649,2023-02-16,19:48,Moda Feminina,PROD-0123,145.85,1,145.85,29.03,PA,Entregue,3.0
PED-001650,2023-02-25,10:44,Beleza & Saúde,PROD-0417,78.57,1,78.57,29.01,SP,Entregue,4.0
PED-001651,2023-06-05,17:15,Casa & Decoração,PROD-0132,195.07,2,390.14,20.72,MG,Entregue,4.0
PED-001652,2023-08-04,15:37,Moda Masculina,PROD-0010,168.3,1,168.3,,GO,Cancelado,
PED-001653,2023-07-15,09:01,Casa & Decoração,PROD-0024,228.47,1,228.47,28.63,BA,Entregue,5.0
PED-001654,2024-06-11,11:01,Eletrônicos,PROD-0172,316.35,2,632.71,31.43,CE,Em trânsito,
PED-001655,2024-08-21,03:20,Moda Feminina,PROD-0241,133.34,1,133.34,16.56,CE,Entregue,4.0
PED-001656,2024-08-09,16:36,Moda Feminina,PROD-0103,173.93,1,173.93,5.4,CE,Entregue,5.0
PED-001657,2024-12-28,10:25,Casa & Decoração,PROD-0250,132.28,1,132.28,31.97,MA,Cancelado,
PED-001658,2023-08-02,13:49,Moda Masculina,PROD-0194,26.71,1,26.71,13.76,SP,Entregue,4.0
PED-001659,2023-03-01,17:54,Infantil,PROD-0108,93.32,1,93.32,25.67,RJ,Entregue,3.0
PED-001660,2024-05-28,15:22,Beleza & Saúde,PROD-0127,82.24,1,82.24,13.64,CE,Entregue,1.0
PED-001661,2024-01-09,08:01,Moda Feminina,PROD-0288,105.8,1,105.8,22.22,BA,Entregue,5.0
PED-001662,2023-10-24,21:59,Moda Feminina,PROD-0236,66.71 ,1,66.71,25.93,PE,Entregue,4.0
PED-001663,2023-11-19,08:53,Casa & Decoração,PROD-0264,151.27,2,302.55,40.17,CE,Entregue,5.0
PED-001664,2023-08-24,17:14,Moda Feminina,PROD-0188,167.17,1,167.17,14.61,PB,Cancelado,
PED-001665,2023-05-19,17:56,Beleza & Saúde,PROD-0149,28.41,1,28.41,40.19,CE,Em trânsito,
PED-001666,2024-12-22,19:05,Moda Feminina,PROD-0373,15.0,1,15.0,18.16,BA,Entregue,4.0
PED-001667,2024-05-16,09:55,Esporte & Lazer,PROD-0274,298.53,3,895.58,21.68,GO,Entregue,4.0
PED-001668,2023-03-11,15:23,Beleza & Saúde,PROD-0120,92.45,2,184.9,42.83,SP,Em trânsito,
PED-001669,2024-09-16,12:49,Infantil,PROD-0463,93.99,1,93.99,21.06,PE,Entregue,5.0
PED-001670,2024-08-17,07:03,Casa & Decoração,PROD-0453,139.85,1,139.85,24.88,PA,Entregue,5.0
PED-001671,2023-11-18,12:40,Moda Masculina,PROD-0407,56.43,1,56.43,25.11,CE,Entregue,5.0
PED-001672,2024-06-02,13:29,Beleza & Saúde,PROD-0093,88.29,1,88.29,25.25,PE,Entregue,4.0
PED-001673,2023-08-26,12:19,Beleza & Saúde,PROD-0468,74.56,1,74.56,22.97,CE,Devolvido,
PED-001674,2023-04-24,21:24,Eletrônicos,PROD-0395,804.98,1,804.98,10.74,RJ,Entregue,4.0
PED-001675,2024-08-23,18:10,Beleza & Saúde,PROD-0299,35.76,1,35.76,43.21,RS,Entregue,3.0
PED-001676,2023-03-07,15:25,Moda Feminina,PROD-0287,54.63,1,54.63,32.1,MG,Cancelado,
PED-001677,2023-12-09,19:12,Eletrônicos,PROD-0272,410.47,1,410.47,13.13,CE,Devolvido,
PED-001678,2023-11-25,11:25,Acessórios,PROD-0428,41.36,2,82.71,35.06,CE,Devolvido,
PED-001679,2023-09-19,10:45,Infantil,PROD-0211,90.0,1,90.0,22.78,CE,Entregue,1.0
PED-001680,2023-02-16,08:49,Infantil,PROD-0394,87.57 ,1,87.57,6.61,CE,Entregue,5.0
PED-001681,2024-09-13,13:37,Eletrônicos,PROD-0157,553.08,1,553.08,34.97,PA,Cancelado,
PED-001682,2023-06-07,13:13,Esporte & Lazer,PROD-0380,262.79,1,262.79,28.03,SP,Em trânsito,
PED-001683,2024-09-05,08:55,Eletrônicos,PROD-0422,297.86,1,297.86,21.31,PR,Devolvido,
PED-001684,2023-11-26,23:28,Esporte & Lazer,PROD-0360,104.45,2,208.9,38.45,SP,Em trânsito,
PED-001685,2024-11-14,22:15,Acessórios,PROD-0074,67.7,1,67.7,34.79,RJ,Entregue,5.0
PED-001686,2023-12-30,15:37,Moda Feminina,PROD-0166,126.88,2,253.77,9.81,RJ,Em trânsito,
PED-001687,2023-07-19,16:00,Beleza & Saúde,PROD-0194,74.4,1,74.4,11.31,CE,Entregue,5.0
PED-001688,2023-03-02,05:07,Moda Masculina,PROD-0076,191.47,1,191.47,23.59,CE,Em trânsito,
PED-001689,2024-05-06,17:00,Eletrônicos,PROD-0221,623.16,1,623.16,9.1,SE,Em trânsito,
PED-001690,2023-08-07,17:20,Moda Feminina,PROD-0292,77.37,1,77.37,23.34,MA,Entregue,5.0
PED-001691,2024-09-14,20:44,Moda Masculina,PROD-0478,102.25,1,102.25,20.91,MG,Em trânsito,
PED-001692,2023-06-21,19:28,Moda Feminina,PROD-0119,79.79,1,79.79,44.36,PA,Entregue,4.0
PED-001693,2024-08-11,06:32,Eletrônicos,PROD-0457,520.41,1,520.41,23.7,RJ,Entregue,4.0
PED-001694,2024-06-08,08:41,Moda Feminina,PROD-0056,103.61,1,103.61,32.75,CE,Devolvido,
PED-001695,2023-11-24,16:44,Eletrônicos,PROD-0242,607.48,1,607.48,39.83,PE,Entregue,5.0
PED-001696,2023-08-20,07:08,Moda Feminina,PROD-0223,216.68,1,216.68,20.36,RS,Devolvido,
PED-001697,2024-02-20,22:18,Esporte & Lazer,PROD-0290,176.0,1,176.0,21.47,SP,Entregue,5.0
PED-001698,2023-10-12,09:14,Esporte & Lazer,PROD-0239,134.99,1,134.99,41.54,RN,Devolvido,
PED-001699,2024-07-17,16:23,Casa & Decoração,PROD-0060,295.73,3,887.19,13.97,CE,Em trânsito,
PED-001700,2023-08-17,11:51,Eletrônicos,PROD-0171,417.27,2,834.54,16.86,MG,Devolvido,
PED-001701,2024-01-17,08:07,Eletrônicos,PROD-0494,742.67,1,742.67,5.34,CE,Em trânsito,
PED-001702,2023-06-10,15:23,Moda Feminina,PROD-0098,125.47,1,125.47,10.07,SP,Entregue,4.0
PED-001703,2023-12-18,20:37,Casa & Decoração,PROD-0306,166.16,1,166.16,27.45,GO,Cancelado,
PED-001704,2023-06-04,19:15,Eletrônicos,PROD-0188,222.24,1,222.24,18.83,CE,Entregue,4.0
PED-001705,2023-03-31,13:48,Acessórios,PROD-0302,15.0,1,15.0,25.84,MA,Entregue,4.0
PED-001706,2023-12-09,09:53,Acessórios,PROD-0331,79.43,1,79.43,18.37,RJ,Entregue,5.0
PED-001707,2023-01-21,16:39,Acessórios,PROD-0040,68.57,1,68.57,32.33,RJ,Entregue,4.0
PED-001708,2023-11-24,08:44,Beleza & Saúde,PROD-0346,97.88,1,97.88,10.1,RJ,Entregue,5.0
PED-001709,2023-09-25,20:49,Eletrônicos,PROD-0299,15.0,1,15.0,9.33,PA,Entregue,4.0
PED-001710,2024-03-29,06:35,Casa & Decoração,PROD-0486,185.85,2,371.69,35.72,CE,Entregue,3.0
PED-001711,2023-11-06,14:48,Infantil,PROD-0250,121.14,2,242.27,25.61,BA,Devolvido,
PED-001712,2024-09-07,10:46,Moda Feminina,PROD-0261,29.93,1,29.93,31.18,GO,Entregue,4.0
PED-001713,2023-02-12,14:17,Moda Feminina,PROD-0174,117.46,3,352.39,40.73,CE,Entregue,5.0
PED-001714,2024-01-21,22:45,Moda Masculina,PROD-0303,136.83,1,136.83,37.41,PB,Devolvido,
PED-001715,2024-08-27,04:11,Acessórios,PROD-0492,70.85,1,70.85,40.59,RS,Entregue,4.0
PED-001716,2024-10-13,06:58,Acessórios,PROD-0398,59.98,1,59.98,38.18,SP,Em trânsito,
PED-001717,2023-09-22,08:07,Moda Feminina,PROD-0027,111.16,2,222.32,36.09,PE,Devolvido,
PED-001718,2024-04-13,18:17,Casa & Decoração,PROD-0165,97.69,1,97.69,32.61,PR,Entregue,4.0
PED-001719,2024-09-05,06:11,Eletrônicos,PROD-0496,530.2,1,530.2,19.78,MA,Entregue,5.0
PED-001720,2024-12-04,11:45,Infantil,PROD-0441,111.68,1,111.68,24.64,CE,Cancelado,
PED-001721,2024-06-08,15:13,Moda Feminina,PROD-0052,53.39,1,53.39,16.63,PB,Devolvido,
PED-001722,2024-02-12,10:02,Casa & Decoração,PROD-0455,90.89,1,90.89,12.6,CE,Cancelado,
PED-001723,2023-05-14,17:54,Moda Masculina,PROD-0049,178.6,1,178.6,20.42,RJ,Em trânsito,
PED-001724,2023-07-10,12:57,Moda Masculina,PROD-0165,188.21 ,1,188.21,24.6,MA,Cancelado,
PED-001725,2024-07-11,12:32,Esporte & Lazer,PROD-0325,209.54,1,209.54,19.76,PE,Entregue,4.0
PED-001726,2023-10-13,18:43,Casa & Decoração,PROD-0314,157.81,1,157.81,5.61,MG,Entregue,4.0
PED-001727,2024-01-28,11:39,Moda Masculina,PROD-0084,203.53,1,203.53,22.42,SP,Em trânsito,
PED-001728,2023-05-23,10:34,Moda Masculina,PROD-0106,118.51,1,118.51,9.91,PR,Entregue,5.0
PED-001729,2024-09-19,17:45,Beleza & Saúde,PROD-0476,28.3,2,56.6,43.48,SP,Entregue,3.0
PED-001730,2023-05-18,20:01,Moda Feminina,PROD-0186,243.54,1,243.54,27.56,RJ,Entregue,4.0
PED-001731,2023-01-19,08:24,Esporte & Lazer,PROD-0430,174.4,1,174.4,44.76,MG,Entregue,3.0
PED-001732,2024-10-19,10:15,Casa & Decoração,PROD-0271,256.52,1,256.52,9.95,CE,Entregue,5.0
PED-001733,2024-03-17,18:47,Eletrônicos,PROD-0132,398.36,1,398.36,43.39,RJ,Em trânsito,
PED-001734,2024-04-26,13:40,Moda Feminina,PROD-0001,113.19,2,226.37,7.46,CE,Entregue,5.0
PED-001735,2024-07-18,09:16,Moda Masculina,PROD-0244,93.84,1,93.84,23.75,RJ,Em trânsito,
PED-001736,2024-09-27,17:41,Moda Masculina,PROD-0303,128.65,1,128.65,17.98,MA,Entregue,3.0
PED-001737,2023-08-20,21:08,Moda Feminina,PROD-0229,161.95,1,161.95,15.09,CE,Entregue,4.0
PED-001738,2024-11-21,11:10,Acessórios,PROD-0052,41.52,1,41.52,12.47,PE,Cancelado,
PED-001739,2023-10-16,14:27,Acessórios,PROD-0274,38.66,1,38.66,33.46,CE,Devolvido,
PED-001740,2024-05-15,14:32,Infantil,PROD-0321,120.65,1,120.65,41.01,CE,Entregue,4.0
PED-001741,2024-12-09,19:49,Casa & Decoração,PROD-0197,92.6,1,92.6,7.24,SP,Em trânsito,
PED-001742,2024-08-13,16:46,Beleza & Saúde,PROD-0331,79.2,1,79.2,14.65,PE,Cancelado,
PED-001743,2024-10-16,06:59,Eletrônicos,PROD-0149,620.22,1,620.22,28.68,RJ,Em trânsito,
PED-001744,2024-02-26,17:28,Casa & Decoração,PROD-0213,98.81,1,98.81,13.61,MG,Devolvido,
PED-001745,2023-03-22,19:55,Casa & Decoração,PROD-0365,171.27,3,513.81,7.59,BA,Entregue,5.0
PED-001746,2024-07-27,11:28,Moda Feminina,PROD-0110,186.14,1,186.14,16.23,PB,Entregue,2.0
PED-001747,2024-05-21,13:27,Moda Feminina,PROD-0492,36.27,1,36.27,16.68,PE,Cancelado,
PED-001748,2024-07-30,21:56,Eletrônicos,PROD-0324,439.77,1,439.77,27.16,RJ,Em trânsito,
PED-001749,2023-06-07,18:50,Moda Feminina,PROD-0419,115.1,1,115.1,12.12,CE,Entregue,5.0
PED-001750,2024-02-22,16:38,Moda Feminina,PROD-0175,95.87,1,95.87,17.93,CE,Em trânsito,
PED-001751,2023-04-21,10:37,Beleza & Saúde,PROD-0366,50.44,1,50.44,5.32,RS,Entregue,5.0
PED-001752,2023-09-29,15:22,Casa & Decoração,PROD-0345,167.99,1,167.99,24.35,RJ,Entregue,5.0
PED-001753,2024-10-18,10:46,Esporte & Lazer,PROD-0023,80.4,1,80.4,12.93,PB,Entregue,5.0
PED-001754,2023-12-20,07:07,Casa & Decoração,PROD-0132,257.67,1,257.67,39.59,CE,Entregue,5.0
PED-001755,2023-07-30,17:15,Eletrônicos,PROD-0129,187.09,1,187.09,22.77,RN,Em trânsito,
PED-001756,2023-05-14,12:53,Beleza & Saúde,PROD-0154,90.97,1,90.97,7.78,MG,Entregue,3.0
PED-001757,2024-12-26,15:28,Casa & Decoração,PROD-0404,110.44,1,110.44,6.19,SP,Entregue,5.0
PED-001758,2024-02-27,07:42,Acessórios,PROD-0363,65.07 ,1,65.07,20.72,BA,Entregue,5.0
PED-001759,2024-02-27,15:31,Beleza & Saúde,PROD-0088,115.81,2,231.62,35.03,SP,Entregue,4.0
PED-001760,2023-10-24,17:23,Eletrônicos,PROD-0101,733.03,2,1466.06,18.93,MG,Entregue,3.0
PED-001761,2024-02-01,21:54,Infantil,PROD-0164,111.03,1,111.03,,SP,Devolvido,
PED-001762,2023-01-11,13:35,Beleza & Saúde,PROD-0305,103.92 ,1,103.92,13.96,PA,Entregue,4.0
PED-001763,2023-11-01,18:53,Eletrônicos,PROD-0313,216.44,2,432.89,8.53,RN,Entregue,5.0
PED-001764,2024-12-15,15:38,Moda Masculina,PROD-0441,195.91,2,391.82,20.79,RJ,Entregue,5.0
PED-001765,2024-03-27,11:44,Moda Masculina,PROD-0206,161.28,1,161.28,20.73,CE,Cancelado,
PED-001766,2023-08-11,23:03,Esporte & Lazer,PROD-0348,165.13 ,1,165.13,7.15,CE,Entregue,5.0
PED-001767,2023-03-21,12:03,Eletrônicos,PROD-0257,424.08,1,424.08,38.57,RJ,Entregue,5.0
PED-001768,2023-04-21,07:47,Esporte & Lazer,PROD-0244,15.0,2,30.0,32.51,RS,Entregue,5.0
PED-001769,2024-10-08,23:40,Moda Masculina,PROD-0298,212.52,1,212.52,28.83,RJ,Entregue,5.0
PED-001770,2024-07-11,12:29,Eletrônicos,PROD-0356,363.19,1,363.19,44.43,CE,Entregue,4.0
PED-001771,2024-08-24,20:24,Casa & Decoração,PROD-0337,254.78,1,254.78,5.38,BA,Em trânsito,
PED-001772,2023-05-11,14:13,Beleza & Saúde,PROD-0242,95.11,1,95.11,27.88,PR,Entregue,4.0
PED-001773,2023-09-26,12:10,Moda Feminina,PROD-0355,62.9,1,62.9,24.28,RJ,Em trânsito,
PED-001774,2023-05-19,17:04,Casa & Decoração,PROD-0303,172.34,1,172.34,7.52,CE,Cancelado,
PED-001775,2023-12-28,18:48,Moda Feminina,PROD-0186,165.58,1,165.58,32.71,RJ,Entregue,3.0
PED-001776,2023-05-13,16:20,Casa & Decoração,PROD-0402,194.12,2,388.23,12.8,PE,Devolvido,
PED-001777,2024-11-13,08:09,Casa & Decoração,PROD-0279,280.99,1,280.99,43.02,MA,Cancelado,
PED-001778,2024-03-25,14:31,Moda Feminina,PROD-0483,218.93,1,218.93,17.01,PA,Devolvido,
PED-001779,2023-06-10,12:42,Eletrônicos,PROD-0267,435.38,1,435.38,11.04,PA,Entregue,4.0
PED-001780,2023-09-09,07:00,Infantil,PROD-0026,118.85,1,118.85,34.04,CE,Cancelado,
PED-001781,2024-06-22,14:59,Casa & Decoração,PROD-0057,190.75,2,381.49,18.54,SP,Entregue,5.0
PED-001782,2024-10-28,01:33,Moda Feminina,PROD-0252,31.45,2,62.9,24.46,CE,Devolvido,
PED-001783,2023-09-24,10:27,Moda Feminina,PROD-0425,39.07,1,39.07,20.08,CE,Devolvido,
PED-001784,2024-01-29,17:18,Eletrônicos,PROD-0142,389.35,2,778.71,22.77,SP,Entregue,4.0
PED-001785,2024-08-10,12:14,Moda Masculina,PROD-0088,176.71,1,176.71,41.8,RJ,Devolvido,
PED-001786,2024-05-29,07:59,Moda Feminina,PROD-0256,103.24,1,103.24,40.44,CE,Entregue,3.0
PED-001787,2023-09-08,10:20,Moda Feminina,PROD-0214,149.74,1,149.74,10.22,PB,Entregue,3.0
PED-001788,2023-01-28,15:55,Infantil,PROD-0250,109.74,1,109.74,,MG,Entregue,3.0
PED-001789,2024-04-06,10:26,Eletrônicos,PROD-0369,452.85,1,452.85,16.92,MG,Entregue,4.0
PED-001790,2023-08-26,12:23,Moda Masculina,PROD-0413,15.0,1,15.0,25.96,RJ,Cancelado,
PED-001791,2023-11-03,13:38,Esporte & Lazer,PROD-0130,141.47,1,141.47,29.48,SP,Entregue,5.0
PED-001792,2023-09-26,10:50,Esporte & Lazer,PROD-0290,123.62,1,123.62,14.73,RN,Devolvido,
PED-001793,2023-11-24,09:30,Moda Masculina,PROD-0234,138.85,1,138.85,15.97,RJ,Entregue,3.0
PED-001794,2024-03-31,11:57,Beleza & Saúde,PROD-0427,113.87,2,227.73,35.24,RS,Entregue,5.0
PED-001795,2024-06-15,13:23,Eletrônicos,PROD-0399,15.0,1,15.0,6.62,MA,Entregue,5.0
PED-001796,2023-01-30,20:20,Casa & Decoração,PROD-0282,149.22,1,149.22,20.19,SP,Entregue,4.0
PED-001797,2024-01-09,10:20,Esporte & Lazer,PROD-0337,189.9,1,189.9,10.03,CE,Devolvido,
PED-001798,2024-04-25,07:08,Moda Masculina,PROD-0173,200.3,2,400.6,35.52,CE,Entregue,5.0
PED-001799,2023-08-31,09:56,Beleza & Saúde,PROD-0081,27.82,1,27.82,44.9,MA,Entregue,4.0
PED-001800,2024-05-30,09:45,Moda Feminina,PROD-0392,205.02,1,205.02,27.41,RJ,Em trânsito,
PED-001801,2024-10-06,11:30,Casa & Decoração,PROD-0127,275.45,1,275.45,42.58,GO,Entregue,4.0
PED-001802,2023-02-18,15:30,Eletrônicos,PROD-0211,672.57,2,1345.15,38.82,BA,Entregue,5.0
PED-001803,2023-01-28,14:42,Casa & Decoração,PROD-0187,268.35,3,805.05,16.69,RJ,Entregue,5.0
PED-001804,2024-11-08,05:45,Moda Feminina,PROD-0227,17.2,2,34.4,5.69,SP,Entregue,5.0
PED-001805,2024-09-18,09:11,Esporte & Lazer,PROD-0319,131.58,1,131.58,5.63,CE,Entregue,4.0
PED-001806,2023-11-08,16:47,Eletrônicos,PROD-0300,604.67,1,604.67,17.78,RJ,Em trânsito,
PED-001807,2024-07-18,18:46,Acessórios,PROD-0260,54.02,1,54.02,31.82,RJ,Em trânsito,
PED-001808,2024-11-18,13:00,Eletrônicos,PROD-0174,702.48,1,702.48,34.67,PA,Entregue,4.0
PED-001809,2024-09-25,15:09,Eletrônicos,PROD-0437,323.07,1,323.07,36.9,CE,Entregue,4.0
PED-001810,2023-02-16,12:26,Eletrônicos,PROD-0284,331.98,1,331.98,26.9,CE,Entregue,4.0
PED-001811,2024-04-05,17:52,Acessórios,PROD-0372,113.0,1,113.0,44.14,RJ,Entregue,2.0
PED-001812,2024-08-10,09:05,Moda Masculina,PROD-0290,101.68,1,101.68,32.54,CE,Devolvido,
PED-001813,2023-02-06,18:33,Eletrônicos,PROD-0478,332.8,2,665.6,22.0,CE,Entregue,5.0
PED-001814,2024-06-12,20:27,Eletrônicos,PROD-0024,526.46,1,526.46,31.67,CE,Cancelado,
PED-001815,2024-02-13,13:23,Acessórios,PROD-0416,34.07,1,34.07,16.62,SP,Cancelado,
PED-001816,2023-01-04,11:47,Beleza & Saúde,PROD-0021,124.15,1,124.15,5.48,PE,Entregue,4.0
PED-001817,2023-07-03,11:52,Beleza & Saúde,PROD-0271,51.63,1,51.63,37.24,MG,Cancelado,
PED-001818,2024-04-03,08:21,Eletrônicos,PROD-0024,309.55,1,309.55,30.17,SP,Em trânsito,
PED-001819,2024-06-23,02:18,Acessórios,PROD-0195,54.79,1,54.79,9.68,CE,Entregue,4.0
PED-001820,2023-01-15,14:07,Eletrônicos,PROD-0323,618.52,1,618.52,30.41,PE,Cancelado,
PED-001821,2024-01-27,22:05,Moda Masculina,PROD-0160,131.82,1,131.82,39.87,SP,Entregue,1.0
PED-001822,2023-12-10,14:02,Acessórios,PROD-0448,35.18,1,35.18,5.92,MG,Em trânsito,
PED-001823,2024-08-07,15:02,Infantil,PROD-0379,65.84,1,65.84,30.96,SP,Devolvido,
PED-001824,2024-12-13,19:41,Beleza & Saúde,PROD-0288,62.91,2,125.82,20.75,RN,Entregue,5.0
PED-001825,2023-08-11,12:31,Moda Feminina,PROD-0114,66.33,2,132.66,25.96,CE,Entregue,4.0
PED-001826,2023-08-30,11:50,Beleza & Saúde,PROD-0447,121.72 ,1,121.72,30.88,SP,Entregue,3.0
PED-001827,2024-09-19,15:45,Eletrônicos,PROD-0465,427.1,1,427.1,13.47,PE,Entregue,3.0
PED-001828,2024-12-28,14:17,Esporte & Lazer,PROD-0085,163.04,1,163.04,24.83,MA,Devolvido,
PED-001829,2023-11-20,07:00,Esporte & Lazer,PROD-0255,178.35,1,178.35,13.43,SP,Em trânsito,
PED-001830,2023-01-15,21:32,Acessórios,PROD-0440,52.26,3,156.78,5.71,MA,Entregue,3.0
PED-001831,2024-10-03,14:24,Casa & Decoração,PROD-0198,127.44,1,127.44,42.1,PE,Entregue,4.0
PED-001832,2023-06-07,11:14,Moda Feminina,PROD-0257,106.0,1,106.0,21.1,MA,Entregue,2.0
PED-001833,2024-04-08,12:49,Infantil,PROD-0285,134.77,2,269.54,19.55,RS,Entregue,4.0
PED-001834,2023-03-03,15:41,Casa & Decoração,PROD-0173,163.54,1,163.54,8.58,RS,Entregue,5.0
PED-001835,2024-05-22,07:27,Moda Feminina,PROD-0171,34.75,1,34.75,40.87,SP,Entregue,4.0
PED-001836,2023-02-07,19:16,Beleza & Saúde,PROD-0257,131.61,1,131.61,32.29,SP,Entregue,5.0
PED-001837,2024-10-10,08:57,Beleza & Saúde,PROD-0419,59.14,1,59.14,42.28,PA,Entregue,5.0
PED-001838,2024-04-19,14:16,Casa & Decoração,PROD-0414,427.91,1,427.91,37.42,RJ,Entregue,5.0
PED-001839,2023-07-16,12:38,Eletrônicos,PROD-0411,646.64,2,1293.28,5.1,SP,Devolvido,
PED-001840,2024-05-12,10:43,Moda Feminina,PROD-0356,208.39,2,416.78,11.81,RJ,Entregue,1.0
PED-001841,2023-05-07,09:12,Moda Masculina,PROD-0426,136.14,1,136.14,33.79,SP,Devolvido,
PED-001842,2023-04-01,09:16,Acessórios,PROD-0181,68.56,1,68.56,28.03,MA,Entregue,5.0
PED-001843,2023-10-07,20:55,Acessórios,PROD-0258,77.35,1,77.35,41.1,SP,Devolvido,
PED-001844,2024-10-15,06:57,Moda Masculina,PROD-0078,203.34,2,406.68,23.83,MA,Entregue,4.0
PED-001845,2024-02-05,09:19,Moda Feminina,PROD-0209,101.65,1,101.65,14.93,PE,Entregue,5.0
PED-001846,2024-04-26,08:15,Moda Masculina,PROD-0220,115.53,1,115.53,41.64,MA,Em trânsito,
PED-001847,2024-03-25,10:56,Casa & Decoração,PROD-0229,242.81,1,242.81,26.5,PI,Entregue,5.0
PED-001848,2024-10-17,16:48,Moda Masculina,PROD-0404,35.45,3,106.36,29.42,PE,Entregue,3.0
PED-001849,2023-03-16,09:31,Eletrônicos,PROD-0134,649.24,1,649.24,21.35,MA,Devolvido,
PED-001850,2024-12-27,18:56,Moda Feminina,PROD-0331,200.31,1,200.31,40.9,PE,Devolvido,
PED-001851,2024-05-28,09:11,Moda Feminina,PROD-0175,174.16,1,174.16,28.87,CE,Entregue,4.0
PED-001852,2023-09-07,11:58,Moda Masculina,PROD-0499,216.39,1,216.39,17.76,PE,Entregue,2.0
PED-001853,2024-11-11,21:46,Moda Feminina,PROD-0030,88.84,2,177.68,10.41,CE,Entregue,3.0
PED-001854,2023-05-03,19:14,Casa & Decoração,PROD-0037,238.73,1,238.73,,GO,Cancelado,
PED-001855,2023-04-23,11:49,Infantil,PROD-0415,48.4,1,48.4,14.84,PI,Em trânsito,
PED-001856,2023-03-30,19:37,Beleza & Saúde,PROD-0216,64.45,1,64.45,,CE,Devolvido,
PED-001857,2023-07-07,10:24,Eletrônicos,PROD-0488,546.5,2,1093.0,17.44,SP,Entregue,5.0
PED-001858,2024-05-21,14:38,Moda Feminina,PROD-0357,126.24,3,378.73,27.01,RN,Entregue,5.0
PED-001859,2023-05-30,19:57,Eletrônicos,PROD-0031,741.6,1,741.6,10.01,BA,Devolvido,
PED-001860,2024-06-26,10:04,Eletrônicos,PROD-0010,340.37,1,340.37,41.93,RJ,Em trânsito,
PED-001861,2024-02-09,08:39,Infantil,PROD-0203,44.47,1,44.47,21.91,CE,Entregue,5.0
PED-001862,2024-03-04,21:03,Acessórios,PROD-0415,47.02,1,47.02,27.29,CE,Devolvido,
